------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0%  468M 8192K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
55.2%  462M   24M| 475  0.90     0    25M| 263  1.49 |   0     0 |   0   512K
 342%  983M  595M|5582  18.4     0   674M| 204  1.28 |   0     0 |1024K  111M
 183% 1075M  595M| 882   140     0   108M| 570  10.7 |   0     0 |1792K  112M
 161% 1106M  597M| 929   134     0   114M| 429  2.77 |   0     0 |1280K  112M
 190% 1136M  598M| 905   147     0   111M| 428  3.29 |   0     0 | 768K  111M
 193% 1176M  597M| 887   151     0   109M| 442  3.22 |   0     0 |1280K  110M
 323% 1207M  596M| 883   137     0   108M| 569  3.44 |   0     0 |1280K  111M
 212% 1210M  599M| 935   147     0   115M| 637  3.05 |   0     0 | 768K  112M
 137% 1211M  598M| 870   134     0   107M| 443  2.25 |   0     0 |2816K  111M
 162% 1212M  599M| 910   151     0   112M| 433  2.79 |   0     0 |1792K  111M
 183% 1216M  599M| 905   126     0   111M| 442  3.10 |   0     0 |   0   112M
 182% 1240M  599M| 913   154     0   112M| 438  3.16 |   0     0 | 256K  111M
 180% 1265M  594M| 835   151     0   102M| 451  3.19 |   0     0 |4096K  110M
 155% 1293M  600M| 932   145     0   114M| 441  2.60 |   0     0 | 256K  111M
 148% 1322M  598M| 896   137     0   110M| 439  2.50 |   0     0 |1280K  112M
 179% 1351M  596M| 882   132     0   108M| 450  2.93 |   0     0 |1280K  111M
 194% 1381M  597M| 914   155     0   112M| 457  3.17 |   0     0 |1536K  112M
 186% 1410M  591M| 843   134     0   103M| 434  3.20 |   0     0 |1536K  111M
 180% 1441M  597M| 939   153     0   115M| 442  3.09 |   0     0 |1280K  111M
 147% 1472M  597M| 884   133     0   108M| 442  2.38 |   0     0 |2304K  112M
 160% 1504M  599M| 917   149     0   113M| 436  2.70 |   0     0 |2304K  111M
 184% 1536M  596M| 894   133     0   110M| 452  3.09 |   0     0 | 512K  113M
 182% 1566M  599M| 915   151     0   112M| 436  3.13 |   0     0 |1792K  111M
 183% 1597M  593M| 865   137     0   106M| 447  3.17 |   0     0 | 512K  112M
 180% 1634M  599M| 943   135     0   116M| 440  2.92 |   0     0 | 768K  112M
 146% 1667M  595M| 853   152     0   105M| 437  2.38 |   0     0 |2048K  111M
 183% 1700M  601M| 940   146     0   115M| 443  2.96 |   0     0 |1024K  112M
 310% 1722M  598M| 858   132     0   105M| 442  3.29 |   0     0 |3328K  111M
 188% 1724M  600M| 923   149     0   113M| 439  3.24 |   0     0 |   0   111M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 182% 1725M  598M| 877   139     0   108M| 438  3.19 |   0     0 |1280K  111M
 160% 1726M  600M| 909   132     0   111M| 449  2.54 |   0     0 |1024K  111M
 146% 1726M  598M| 886   145     0   109M| 451  2.58 |   0     0 |1280K  111M
 172% 1726M  601M| 893   148     0   109M| 431  3.15 |   0     0 |1536K  112M
 186% 1726M  596M| 882   148     0   108M| 450  3.31 |   0     0 |1536K  112M
 186% 1726M  601M| 949   146     0   116M| 442  3.32 |   0     0 |1536K  112M
 172% 1726M  598M| 849   142     0   104M| 439  3.08 |   0     0 |2048K  111M
 143% 1726M  597M| 924   131     0   113M| 447  2.54 |   0     0 | 768K  112M
 148% 1726M  598M| 896   147     0   110M| 449  6.27 |   0     0 |1792K  112M
 174% 1726M  598M| 889   139     0   109M| 438  3.48 |   0     0 |1536K  111M
 175% 1726M  597M| 867   133     0   106M| 439  3.32 |   0     0 |1536K  111M
 174% 1727M  600M| 937   157     0   115M| 436  3.67 |   0     0 |1280K  111M
 165% 1727M  598M| 862   136     0   106M| 443  3.14 |   0     0 |1792K  111M
 140% 1727M  599M| 906   141     0   111M| 439  2.60 |   0     0 |1920K  112M
 154% 1727M  596M| 863   157     0   106M| 443  3.09 |   0     0 |2432K  111M
 176% 1727M  600M| 932   141     0   114M| 433  3.28 |   0     0 |2560K  112M
 182% 1727M  599M| 890   143     0   109M| 450  3.42 |   0     0 |1024K  111M
 304% 1713M  600M| 882   135     0   108M| 443  3.49 |   0     0 |1792K  111M
 155% 1713M  596M| 893   146     0   109M| 449  2.70 |   0     0 |1024K  113M
 148% 1713M  601M| 946   145     0   116M| 444  2.57 |   0     0 |1152K  112M
 179% 1713M  597M| 867   127     0   106M| 425  3.29 |   0     0 |1408K  112M
 186% 1714M  600M| 927   156     0   114M| 455  3.36 |   0     0 | 768K  112M
 181% 1714M  595M| 864   144     0   106M| 441  3.14 |   0     0 |1024K  112M
 178% 1714M  599M| 940   121     0   115M| 449  3.09 |   0     0 |1152K  113M
 147% 1714M  592M| 834   165     0   102M| 445  2.57 |   0     0 |2048K  111M
 151% 1714M  599M| 966   137     0   119M| 448  2.77 |   0     0 |1280K  112M
 177% 1714M  597M| 870   131     0   107M| 438  3.22 |   0     0 |1408K  112M
 181% 1714M  599M| 913   159     0   112M| 447  3.34 |   0     0 |1152K  111M
 183% 1714M  594M| 859   133     0   105M| 447  3.28 |   0     0 |2304K  112M
 163% 1714M  599M| 933   144     0   115M| 438  2.91 |   0     0 |1024K  111M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 139% 1714M  597M| 877   151     0   107M| 436  2.45 |   0     0 |2432K  111M
 165% 1714M  595M| 889   135     0   109M| 440  2.97 |   0     0 | 256K  111M
 153% 1714M  517M| 252   155     0    29M| 434  3.18 |   0     0 |1408K  111M
 144% 1714M  412M|  14  0.36     0     0 | 443  3.22 |   0     0 |6144K  112M
 142% 1714M  302M|  13  0.34     0     0 | 446  3.22 |   0     0 |1536K  111M
 121% 1714M  198M|  14  0.32     0     0 | 446  2.71 |   0     0 |7936K  111M
 106% 1714M   88M|  19   768     0     0 | 433  2.59 |   0     0 |2048K  112M
 149% 1649M   14M| 264  2489     0     0 | 261  3.27 |   0     0 |  28M  102M
 116% 1649M   14M|  14  0.34     0     0 |   2  1.12 |   0     0 |  84M   84M
 119% 1650M   13M|  14  0.40     0     0 |   2  1.04 |   0     0 |  88M   89M
