------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0%  219M  256K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
 105%  355M  144M|1849  0.17     0   228M|  11  0.92 |   0     0 |   0    84M
 101%  510M  299M|2161  0.22     0   268M|   4  2.27 |   0     0 |   0   112M
56.8%  510M  299M| 907  0.83     0   111M|   2  2.49 |   0     0 |   0   111M
54.0%  510M  300M| 914  0.81     0   112M|   4  2.09 |   0     0 |   0   112M
57.0%  510M  299M| 904  0.83     0   111M|   3  2.89 |   0     0 |   0   111M
55.2%  511M  300M| 919  0.82     0   113M|   3  2.06 |   0     0 |   0   112M
54.5%  511M  300M| 912  0.84     0   112M|   4  2.38 |   0     0 |   0   112M
51.3%  511M  300M| 907  0.84     0   111M|   3  2.83 |   0     0 |   0   111M
54.1%  512M  299M| 902  0.84     0   111M|   5  2.57 |   0     0 |   0   111M
51.9%  512M  300M| 904  0.84     0   111M|   3  1.93 |   0     0 |   0   111M
56.2%  512M  299M| 903  0.83     0   111M|   3  2.99 |   0     0 |   0   111M
58.2%  513M  299M| 915  0.83     0   112M|   4  2.59 |   0     0 |   0   113M
50.0%  514M  300M| 913  0.85     0   112M|   3  1.81 |   0     0 |   0   111M
51.0%  514M  299M| 905  0.84     0   111M|   3  2.61 |   0     0 |   0   111M
55.4%  515M  299M| 912  0.82     0   112M|   4  2.39 |   0     0 |   0   112M
53.4%  515M  300M| 915  0.85     0   112M|   3  3.01 |   0     0 |   0   112M
53.4%  516M  299M| 906  0.84     0   111M|   4  2.35 |   0     0 |   0   112M
55.6%  517M  299M| 910  0.81     0   112M|   2  2.42 |   0     0 |   0   112M
50.9%  517M  299M| 915  0.86     0   112M|   5  2.42 |   0     0 |   0   112M
67.3%  519M  299M| 904  0.86     0   111M|   3  2.99 |   0     0 |   0   111M
52.5%  519M  299M| 907  0.83     0   111M|   4  2.39 |   0     0 |   0   111M
55.3%  519M  299M| 906  0.84     0   111M|   2  2.65 |   0     0 |   0   111M
52.5%  519M  299M| 909  0.84     0   111M|   4  2.47 |   0     0 |   0   112M
50.6%  519M  300M| 915  0.85     0   112M|   4  2.33 |   0     0 |   0   111M
50.0%  520M  299M| 908  0.85     0   111M|   3  1.83 |   0     0 |   0   112M
55.1%  520M  299M| 910  0.82     0   112M|   3  2.88 |   0     0 |   0   112M
51.9%  520M  299M| 911  0.85     0   112M|   4  2.38 |   0     0 |   0   112M
53.4%  520M  299M| 904  0.83     0   111M|   3  2.91 |   0     0 |   0   111M
54.6%  520M  299M| 915  0.84     0   112M|   5  2.25 |   0     0 |   0   111M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
47.7%  520M  299M| 899  0.87     0   110M|   3  1.98 |   0     0 |   0   111M
48.8%  520M  299M| 906  0.86     0   111M|   3  2.62 |   0     0 |   0   112M
52.6%  520M  299M| 908  0.84     0   111M|   4  2.36 |   0     0 |   0   111M
53.1%  520M  300M| 906  0.84     0   111M|   3  3.06 |   0     0 |   0   110M
51.4%  520M  300M| 908  0.84     0   111M|   3  1.97 |   0     0 |   0   111M
48.4%  520M  299M| 903  0.24     0   111M|   3  2.80 |   0     0 |   0   112M
46.5%  520M  299M| 908  0.86     0   111M|   4  2.19 |   0     0 |   0   111M
53.7%  520M  299M| 905  0.84     0   111M|   3  3.10 |   0     0 |   0   112M
52.7%  520M  300M| 920  0.83     0   113M|   3  1.95 |   0     0 |   0   112M
53.9%  520M  299M| 903  0.84     0   111M|   5  2.16 |   0     0 |   0   112M
51.4%  521M  300M| 919  0.82     0   113M|   4  2.37 |   0     0 |   0   112M
47.6%  522M  300M| 903  0.87     0   111M|   3  2.41 |   0     0 |   0   111M
52.9%  522M  300M| 909  0.85     0   111M|   4  2.29 |   0     0 |   0   112M
59.5%  523M  300M| 914  0.81     0   112M|   2  2.41 |   0     0 |   0   112M
50.8%  524M  299M| 906  0.84     0   111M|   4  2.46 |   0     0 |   0   112M
51.9%  525M  299M| 907  0.82     0   111M|   3  2.99 |   0     0 |   0   112M
56.4%  526M  300M| 912  0.82     0   112M|   3  1.99 |   0     0 |   0   111M
50.5%  526M  299M| 904  0.87     0   111M|   4  2.39 |   0     0 |   0   112M
51.1%  527M  298M| 910  0.87     0   112M|   4  2.45 |   0     0 |   0   112M
55.1%  528M  299M| 909  0.84     0   111M|   4  2.47 |   0     0 |   0   111M
53.3%  529M  299M| 907  0.86     0   111M|   3  2.89 |   0     0 |   0   112M
53.2%  530M  300M| 916  0.83     0   112M|   4  2.68 |   0     0 |   0   111M
50.7%  531M  299M| 905  0.86     0   111M|   2  2.00 |   0     0 |   0   112M
49.7%  531M  300M| 912  0.85     0   112M|   4  2.38 |   0     0 |   0   111M
56.3%  532M  299M| 914  0.83     0   112M|   3  2.15 |   0     0 |   0   113M
51.8%  533M  299M| 901  0.85     0   111M|   3  2.82 |   0     0 |   0   111M
53.4%  534M  299M| 920  0.83     0   113M|   4  2.59 |   0     0 |   0   112M
51.5%  535M  299M| 912  0.84     0   112M|   3  1.87 |   0     0 |   0   112M
48.6%  536M  300M| 905  0.85     0   111M|   4  2.41 |   0     0 |   0   111M
48.8%  537M  299M| 902  0.86     0   111M|   4  2.27 |   0     0 |   0   112M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
56.1%  538M  299M| 911  0.82     0   112M|   3  2.89 |   0     0 |   0   111M
51.0%  539M  299M| 906  0.83     0   111M|   3  1.79 |   0     0 |   0   112M
51.6%  540M  299M| 910  0.84     0   112M|   4  2.44 |   0     0 |   0   111M
52.7%  540M  300M| 911  0.84     0   112M|   3  2.95 |   0     0 |   0   111M
46.9%  541M  299M| 903  0.86     0   111M|   3  1.61 |   0     0 |   0   111M
52.9%  543M  298M| 908  0.84     0   111M|   4  2.40 |   0     0 |   0   112M
55.6%  543M  298M| 898  0.83     0   110M|   3  3.00 |   0     0 |   0   111M
51.4%  543M  299M| 918  0.82     0   113M|   4  2.26 |   0     0 |   0   112M
50.1%  545M  299M| 912  0.83     0   112M|   5  2.16 |   0     0 |   0   112M
49.5%  545M  300M| 903  0.85     0   111M|   2  2.21 |   0     0 |   0   110M
48.6%  546M  299M| 908  0.85     0   111M|   4  2.28 |   0     0 |   0   112M
52.5%  547M  274M| 711  0.82     0    87M|   4  2.61 |   0     0 |   0   112M
51.4%  548M  300M|1116  0.36     0   137M|   3  2.67 |   0     0 |   0   111M
53.1%  549M  299M| 898  0.84     0   110M|   3  1.96 |   0     0 |   0   111M
50.8%  549M  299M| 910  0.86     0   112M|   4  2.43 |   0     0 |   0   112M
48.6%  550M  299M| 905  0.85     0   111M|   3  2.80 |   0     0 |   0   111M
47.6%  551M  299M| 914  0.86     0   112M|   4  2.39 |   0     0 |   0   112M
58.2%  552M  300M| 911  0.81     0   112M|   3  2.27 |   0     0 |   0   112M
50.6%  554M  299M| 908  0.84     0   111M|   4  2.17 |   0     0 |   0   112M
