------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0% 1711M   14M|   0     0     0     0 |   0     0 |   0     0 |   0     0 
 125% 1711M   14M| 267  1.34     0     0 | 255  1.39 |   0     0 |  87M   86M
 235% 1714M   53M|1591  64.0    56M   91M|1021  1.54 |   0     0 |  71M  100M
 267% 1715M   49M|1434  88.7    85M   69M| 805  1.77 |   0     0 |  99M   87M
 236% 1716M   49M|1495  82.3    83M   78M| 824  1.55 |   0     0 |  98M   94M
 279% 1716M   53M|1554  86.2    88M   80M| 814  1.42 |   0     0 | 103M   91M
 306% 1716M   54M|1568  80.5    86M   83M| 859  1.93 |   0     0 | 100M   97M
 359% 1717M   49M|1546  77.8    81M   87M| 867  2.04 |   0     0 |  93M  103M
 425% 1717M   54M|1602  79.6    84M   88M| 857  2.16 |   0     0 |  96M   95M
 315% 1717M   53M|1488  92.3    82M   77M| 828  1.83 |   0     0 |  96M   92M
 216% 1717M   55M|1443  87.3    78M   77M| 775  1.46 |   0     0 |  96M   93M
 261% 1717M   55M|1522  78.1    78M   87M| 830  1.74 |   0     0 |  95M  103M
 283% 1717M   55M|1581  85.6    86M   83M| 875  1.78 |   0     0 | 100M   96M
 270% 1717M   54M|1526  83.2    81M   85M| 823  1.97 |   0     0 |  93M   99M
 295% 1717M   51M|1509  86.7    85M   77M| 857  1.94 |   0     0 | 100M   95M
 258% 1717M   54M|1586  81.8    86M   83M| 854  1.66 |   0     0 | 100M   94M
 206% 1717M   50M|1378  91.3    75M   74M| 774  1.47 |   0     0 |  90M   94M
 253% 1718M   51M|1576  81.1    88M   82M| 865  1.64 |   0     0 | 102M   94M
 287% 1718M   57M|1604  78.2    83M   92M| 849  2.24 |   0     0 |  95M   99M
 275% 1718M   50M|1442  91.0    78M   77M| 822  2.08 |   0     0 |  92M   98M
 287% 1718M   57M|1592  80.9    83M   90M| 821  2.02 |   0     0 |  97M   96M
 270% 1664M   55M|1527  73.1    80M   85M| 859  1.63 |   0     0 |  91M   99M
 216% 1664M   57M|1440  92.8    80M   75M| 787  1.50 |   0     0 |  93M   87M
 283% 1664M   59M|1540  88.8    89M   79M| 802  1.87 |   0     0 | 102M   90M
 409%  547M   50M|1457  84.2    79M   78M| 842  2.23 |   0     0 |  92M   99M
 267%  538M   58M|1530  82.8    82M   81M| 803  1.91 |   0     0 |  96M   88M
 321%  515M   52M|1508  88.0    84M   78M| 870  2.00 |   0     0 | 101M  101M
 232%  515M   50M|1485  85.9    81M   79M| 823  1.49 |   0     0 |  98M   97M
 244%  509M   50M|1496  84.6    83M   79M| 810  1.61 |   0     0 |  97M   94M
 271%  509M   54M|1590  78.4    88M   83M| 866  1.79 |   0     0 | 102M   93M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 284%  509M   54M|1532  87.5    87M   79M| 827  1.78 |   0     0 | 101M   93M
 263%  509M   54M|1497  80.6    80M   81M| 826  1.85 |   0     0 |  94M   96M
 284%  510M   54M|1557  81.6    77M   91M| 859  1.85 |   0     0 |  89M  103M
 206%  510M   57M|1510  82.2    75M   90M| 809  1.45 |   0     0 |  87M   99M
 226%  510M   49M|1437  94.1    79M   75M| 818  1.61 |   0     0 |  90M   94M
 317%  511M   54M|1600  81.0    85M   87M| 875  1.92 |   0     0 | 100M   97M
 283%  511M   52M|1479  84.3    85M   76M| 795  1.91 |   0     0 |  98M   91M
 330%  504M   53M|1594  81.7    85M   87M| 870  2.00 |   0     0 | 102M  102M
 243%  504M   56M|1527  85.2    86M   80M| 810  4.39 |   0     0 |  99M   90M
 239%  504M   52M|1562  76.7    80M   90M| 887  1.71 |   0     0 |  94M  108M
 248%  504M   53M|1553  80.0    84M   84M| 833  1.86 |   0     0 |  99M   98M
 265%  505M   53M|1501  89.5    75M   84M| 831  2.19 |   0     0 |  90M   99M
 238%  505M   55M|1427  93.1    83M   71M| 767  1.89 |   0     0 |  99M   85M
 264%  507M   51M|1576  75.0    82M   89M| 874  2.16 |   0     0 |  95M  107M
 222%  507M   50M|1458  91.2    86M   71M| 803  1.51 |   0     0 |  99M   86M
 224%  507M   51M|1504  87.4    80M   83M| 815  1.51 |   0     0 |  95M   97M
 255%  507M   50M|1502  84.4    86M   77M| 822  1.69 |   0     0 | 102M   93M
 324%  508M   58M|1645  77.5    89M   89M| 854  1.97 |   0     0 | 101M   93M
 279%  508M   52M|1479  85.5    88M   72M| 837  1.99 |   0     0 |  99M   91M
 280%  508M   52M|1443  86.6    88M   69M| 799  1.81 |   0     0 | 104M   85M
 237%  509M   52M|1468  84.9    77M   82M| 789  1.52 |   0     0 |  93M   98M
 234%  509M   58M|1577  87.0    88M   84M| 830  1.52 |   0     0 | 102M   92M
 293%  510M   57M|1537  81.8    84M   82M| 833  1.89 |   0     0 |  96M   95M
 325%  510M   53M|1535  80.7    90M   78M| 852  1.98 |   0     0 | 101M   94M
 330%  502M   57M|1548  81.7    85M   83M| 818  1.99 |   0     0 |  99M   93M
 288%  502M   56M|1559  86.1    85M   83M| 861  2.15 |   0     0 |  98M   99M
 237%  502M   51M|1476  85.8    79M   81M| 831  1.49 |   0     0 |  91M   97M
 284%  502M   56M|1581  77.6    87M   84M| 844  1.93 |   0     0 | 100M   91M
 339%  503M   58M|1545  86.9    81M   87M| 827  2.02 |   0     0 |  93M   98M
 353%  503M   54M|1496  82.3    81M   80M| 837  2.09 |   0     0 |  94M   97M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 338%  503M   52M|1529  84.5    84M   81M| 849  2.00 |   0     0 |  96M   95M
 312%  503M   57M|1509  86.2    84M   78M| 807  1.86 |   0     0 | 100M   89M
 139%  503M   13M| 589  77.9    32M 6656K| 139  1.82 |   0     0 |  95M   81M
 136%  503M   13M|  13  0.31     0     0 |   1  0.98 |   0     0 |  88M   88M
 141%  503M   12M|  14  0.39     0     0 |   2  0.93 |   0     0 |  86M   87M
 154%  503M   12M|  13  0.33     0     0 |   1  0.93 |   0     0 |  85M   85M
 167%  498M   14M|  14  0.36     0     0 |   2  0.84 |   0     0 |  86M   85M
 111%  498M   13M|  14  0.32     0     0 |   3  0.97 |   0     0 |  86M   86M
 152%  498M   12M|  13  0.21     0     0 |   1  0.41 |   0     0 |  84M   84M
 264%  498M 8576K|  14  0.35     0     0 |   2  0.68 |   0     0 |  73M   75M
