------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0% 1340M 8192K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
66.1% 1340M   41M| 644  16.4    14M    0 | 659  1.27 |   0     0 |  18M 1024K
 170% 1340M   44M| 838   151    95M    0 | 420  1.06 |   0     0 | 110M   15M
 189% 1340M   44M| 872   147    97M    0 | 367  1.06 |   0     0 | 112M   15M
 184% 1340M   44M| 916   137    98M    0 | 339  1.15 |   0     0 | 112M   14M
 210% 1340M   45M| 916   140    97M    0 | 317  1.08 |   0     0 | 112M   14M
 190% 1340M   45M| 871   145    93M    0 | 251  1.15 |   0     0 | 110M   17M
 169% 1340M   46M| 861   146    94M    0 | 208  1.07 |   0     0 | 110M   15M
 169% 1340M   45M| 876   148    95M    0 | 211  1.00 |   0     0 | 112M   17M
 202% 1340M   46M| 880   140    96M    0 | 189  1.13 |   0     0 | 111M   15M
 199% 1340M   46M| 907   143    97M    0 | 171  1.00 |   0     0 | 112M   14M
 201% 1340M   45M| 882   144    97M    0 | 163  1.04 |   0     0 | 112M   15M
 174% 1340M   46M| 861   148    93M    0 | 144  0.82 |   0     0 | 110M   16M
 162% 1340M   45M| 888   149    97M    0 | 132  0.80 |   0     0 | 110M   13M
 179% 1340M   45M| 866   142    94M    0 | 132  0.86 |   0     0 | 112M   17M
 195% 1340M   47M| 857   141    93M    0 | 135  0.92 |   0     0 | 112M   17M
 193% 1340M   45M| 904   145    99M    0 | 117  0.89 |   0     0 | 112M   15M
 181% 1340M   47M| 859   147    92M    0 | 119  0.82 |   0     0 | 111M   17M
 162% 1340M   46M| 872   145    95M    0 | 111  0.74 |   0     0 | 110M   15M
 150% 1340M   47M| 874   146    95M    0 | 107  0.68 |   0     0 | 110M   14M
 183% 1340M   45M| 863   155    94M    0 | 101  0.81 |   0     0 | 112M   19M
 185% 1340M   46M| 875   140    95M    0 | 110  0.87 |   0     0 | 112M   16M
 189% 1340M   46M| 875   147    95M    0 | 110  0.87 |   0     0 | 112M   16M
 179% 1340M   44M| 889   143    97M    0 | 103  0.81 |   0     0 | 110M   15M
 151% 1340M   45M| 866   151    94M    0 | 108  0.69 |   0     0 | 109M   14M
 152% 1340M   46M| 872   151    94M    0 | 101  0.66 |   0     0 | 111M   15M
 186% 1340M   44M| 884   141    97M    0 | 104  0.81 |   0     0 | 112M   17M
 186% 1340M   45M| 881   143    96M    0 | 101  0.81 |   0     0 | 112M   15M
 187% 1340M   46M| 886   142    96M    0 | 104  0.81 |   0     0 | 112M   15M
 169% 1340M   46M| 859   149    93M    0 | 101  0.74 |   0     0 | 110M   16M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 155% 1340M   46M| 867   156    94M    0 | 102  0.69 |   0     0 | 109M   15M
 171% 1340M   46M| 885   144    95M    0 | 105  0.72 |   0     0 | 112M   16M
 185% 1340M   46M| 886   138    97M    0 |  98  0.81 |   0     0 | 111M   14M
 188% 1340M   46M| 873   149    96M    0 |  96  0.82 |   0     0 | 112M   16M
 191% 1340M   47M| 884   148    95M    0 | 107  0.80 |   0     0 | 112M   15M
 168% 1340M   46M| 871   145    94M    0 | 108  0.71 |   0     0 | 110M   17M
 149% 1340M   46M| 845   145    92M    0 |  91  0.67 |   0     0 | 109M   16M
 158% 1340M   45M| 888   146    96M    0 | 106  0.71 |   0     0 | 111M   16M
 190% 1340M   45M| 875   155    94M    0 | 107  0.78 |   0     0 | 112M   17M
 194% 1340M   46M| 904   140    97M    0 | 104  0.81 |   0     0 | 112M   13M
 191% 1340M   45M| 891   145    97M    0 | 109  0.77 |   0     0 | 111M   15M
 209% 1340M   45M| 893   141    97M    0 | 102  0.57 |   0     0 | 110M   12M
 166% 1340M   44M| 890   144    96M    0 | 104  0.67 |   0     0 | 111M   14M
 237% 1340M   44M| 913   144    99M    0 | 108  0.72 |   0     0 | 112M   14M
 201% 1340M   43M| 926   137   101M    0 | 106  0.79 |   0     0 | 111M   11M
 228% 1340M   42M| 934   139   100M    0 | 118  0.76 |   0     0 | 112M   12M
 250% 1340M   42M| 937   135   102M    0 | 106  0.63 |   0     0 | 111M 7936K
 195% 1340M   41M| 971   133   106M    0 | 111  0.58 |   0     0 | 110M 5120K
 193% 1340M   41M| 986   129   108M    0 | 106  0.69 |   0     0 | 111M 3072K
 236% 1340M   41M| 991   129   109M    0 | 111  0.73 |   0     0 | 112M 3584K
 251% 1340M   40M|1015   124   112M    0 | 106  0.71 |   0     0 | 112M 1024K
 203% 1340M   40M|1025   126   112M    0 | 111  0.80 |   0     0 | 112M    0 
 178% 1340M   40M|1011   129   110M    0 | 117  0.69 |   0     0 | 110M    0 
 161% 1340M   40M|1010   127   110M    0 | 117  0.59 |   0     0 | 110M    0 
 202% 1340M   40M|1017   123   112M    0 | 105  0.73 |   0     0 | 112M    0 
 203% 1340M   40M|1021   124   112M    0 | 112  0.77 |   0     0 | 112M    0 
 210% 1340M   40M|1027   123   112M    0 | 110  0.80 |   0     0 | 112M    0 
 206% 1340M   40M|1005   125   112M    0 |  99  0.76 |   0     0 | 112M    0 
 177% 1340M   40M| 999   130   110M    0 | 107  0.70 |   0     0 | 110M    0 
 166% 1340M   40M|1006   126   110M    0 | 102  0.63 |   0     0 | 110M    0 
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 191% 1340M   40M|1008   120   112M    0 | 100  0.72 |   0     0 | 112M    0 
 200% 1341M   40M|1015   126   112M    0 | 101  0.84 |   0     0 | 112M    0 
 195% 1341M   40M|1003   122   112M    0 |  91  0.84 |   0     0 | 112M    0 
 192% 1341M   40M| 997   130   111M    0 |  94  0.84 |   0     0 | 111M    0 
 163% 1341M   40M| 985   132   110M    0 |  95  0.67 |   0     0 | 110M    0 
 180% 1341M   40M|1000   126   111M    0 |  92  0.70 |   0     0 | 111M    0 
 194% 1341M   40M|1011   125   112M    0 | 100  0.81 |   0     0 | 112M    0 
 193% 1342M   40M|1003   131   112M    0 |  88  0.78 |   0     0 | 112M    0 
 203% 1342M   40M|1012   129   112M    0 | 100  0.80 |   0     0 | 112M    0 
 177% 1343M   40M| 989   126   110M    0 |  95  0.72 |   0     0 | 110M    0 
 162% 1343M   40M| 988   127   110M    0 |  96  0.61 |   0     0 | 110M    0 
 172% 1344M   40M|1014   131   112M    0 | 101  0.70 |   0     0 | 112M    0 
 200% 1345M   40M|1005   130   112M    0 |  92  0.79 |   0     0 | 112M    0 
 207% 1346M   40M|1014   122   113M    0 | 102  0.77 |   0     0 | 113M    0 
 202% 1347M   40M|1008   127   111M    0 |  98  0.81 |   0     0 | 111M    0 
 297%  374M   40M| 991   131   110M    0 |  98  0.88 |   0     0 | 110M    0 
 165%  374M   40M|1003   126   111M    0 | 102  0.65 |   0     0 | 110M    0 
 190%  374M   40M|1007   127   112M    0 | 100  0.76 |   0     0 | 112M    0 
 201%  374M   40M|1015   134   112M    0 | 102  0.77 |   0     0 | 112M    0 
 204%  374M   40M|1016   121   112M    0 | 104  0.78 |   0     0 | 112M    0 
 187%  374M   40M|1008   127   111M    0 | 102  0.77 |   0     0 | 111M    0 
 154%  374M   40M| 988   131   109M    0 |  96  0.65 |   0     0 | 109M    0 
 164%  374M   40M|1011   125   111M    0 | 104  0.66 |   0     0 | 112M    0 
 193%  374M   40M|1017   126   112M    0 | 106  0.77 |   0     0 | 112M    0 
 197%  374M   40M|1006   125   112M    0 |  94  0.79 |   0     0 | 112M    0 
 200%  375M   40M|1020   133   112M    0 | 109  0.80 |   0     0 | 112M    0 
 178%  375M   40M|1004   126   111M    0 | 106  0.72 |   0     0 | 111M    0 
 166%  376M   40M| 993   125   109M    0 | 100  0.65 |   0     0 | 109M    0 
 181%  378M   40M|1008   125   112M    0 |  96  0.76 |   0     0 | 112M    0 
 188%  379M   40M|1015   128   112M    0 | 104  0.76 |   0     0 | 111M    0 
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 196%  381M   40M|1019   128   112M    0 | 106  0.79 |   0     0 | 112M    0 
 195%  384M   40M|1008   125   112M    0 | 101  0.79 |   0     0 | 112M    0 
 184%  385M   40M| 997   127   110M    0 | 101  0.76 |   0     0 | 110M    0 
 160%  387M   40M|1001   128   110M    0 | 103  0.68 |   0     0 | 110M    0 
 212%  390M   40M|1008   126   112M    0 |  99  0.77 |   0     0 | 112M    0 
 200%  391M   40M|1020   128   112M    0 | 107  0.80 |   0     0 | 112M    0 
 190%  391M   40M|1014   125   112M    0 | 103  0.80 |   0     0 | 112M    0 
 181%  391M   40M| 995   126   111M    0 |  91  0.76 |   0     0 | 111M    0 
 159%  391M   40M|1007   126   111M    0 | 108  0.68 |   0     0 | 110M    0 
 163%  391M   40M|1001   127   110M    0 | 101  0.64 |   0     0 | 110M    0 
 193%  391M   40M|1025   124   112M    0 | 113  0.73 |   0     0 | 112M    0 
 195%  391M   40M|1006   124   112M    0 |  94  0.80 |   0     0 | 112M    0 
 193%  391M   40M| 999   123   112M    0 |  89  0.82 |   0     0 | 112M    0 
 177%  391M   40M|1005   134   111M    0 | 104  0.72 |   0     0 | 111M    0 
 158%  391M   40M| 992   132   109M    0 | 102  0.65 |   0     0 | 109M    0 
 163%  391M   40M|1010   125   111M    0 | 105  0.65 |   0     0 | 111M    0 
 202%  392M   40M|1019   128   113M    0 | 106  0.75 |   0     0 | 113M    0 
 192%  392M   40M|1007   125   112M    0 |  94  0.78 |   0     0 | 111M    0 
 192%  392M   40M|1021   127   112M    0 | 109  0.78 |   0     0 | 112M    0 
 166%  393M   40M|1004   127   110M    0 | 106  0.65 |   0     0 | 110M    0 
 158%  394M   40M| 994   132   110M    0 | 100  0.64 |   0     0 | 110M    0 
 176%  396M   40M|1008   123   112M    0 | 101  0.69 |   0     0 | 112M    0 
 202%  401M   40M|1024   127   112M    0 | 111  0.78 |   0     0 | 112M    0 
 223%  404M   40M|1020   124   112M    0 | 104  0.84 |   0     0 | 112M    0 
 185%  404M   40M|1004   124   111M    0 | 101  0.78 |   0     0 | 111M    0 
 171%  404M   40M| 993   124   111M    0 |  97  0.69 |   0     0 | 111M    0 
 154%  405M   40M|1003   129   110M    0 | 101  0.65 |   0     0 | 110M    0 
 172%  405M   40M|1010   128   112M    0 | 101  0.71 |   0     0 | 112M    0 
 195%  405M   40M|1022   127   112M    0 | 110  0.80 |   0     0 | 112M    0 
 197%  405M   40M|1015   127   112M    0 | 103  0.79 |   0     0 | 112M    0 
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 184%  405M   40M| 996   128   111M    0 |  94  0.70 |   0     0 | 110M    0 
 158%  405M   40M|1004   127   110M    0 | 110  0.66 |   0     0 | 110M    0 
 162%  405M   40M|1003   129   111M    0 |  97  0.67 |   0     0 | 111M    0 
 197%  406M   40M|1009   123   112M    0 |  99  0.78 |   0     0 | 112M    0 
 193%  406M   40M|1014   124   112M    0 | 100  0.79 |   0     0 | 112M    0 
 193%  406M   40M|1003   123   112M    0 |  91  0.81 |   0     0 | 112M    0 
 174%  406M   40M| 989   130   111M    0 |  88  0.65 |   0     0 | 111M    0 
 158%  406M   40M| 994   127   109M    0 | 104  0.66 |   0     0 | 109M    0 
 184%  406M   40M|1012   132   112M    0 |  99  0.73 |   0     0 | 112M    0 
 193%  406M   40M|1009   130   112M    0 | 100  0.79 |   0     0 | 112M    0 
 191%  406M   40M|1014   123   112M    0 |  99  0.79 |   0     0 | 112M    0 
 191%  406M   40M|1010   125   112M    0 | 102  0.75 |   0     0 | 112M    0 
 171%  407M   40M| 991   132   110M    0 |  96  0.70 |   0     0 | 110M    0 
 166%  409M   40M| 993   128   110M    0 |  97  0.67 |   0     0 | 110M    0 
 175%  409M   40M|1016   127   112M    0 | 106  0.74 |   0     0 | 112M    0 
 192%  409M   40M|1022   127   112M    0 | 108  0.79 |   0     0 | 112M    0 
 190%  409M   40M|1012   127   112M    0 |  97  0.78 |   0     0 | 112M    0 
 177%  409M   40M|1005   125   111M    0 | 105  0.71 |   0     0 | 111M    0 
 174%  409M   40M| 999   131   110M    0 | 105  0.64 |   0     0 | 110M    0 
 168%  409M   40M|1003   126   111M    0 | 101  0.68 |   0     0 | 111M    0 
 191%  409M   40M|1015   123   112M    0 | 101  0.78 |   0     0 | 112M    0 
 197%  409M   40M|1018   126   112M    0 | 103  0.79 |   0     0 | 112M    0 
 194%  409M   40M|1014   127   112M    0 | 103  0.78 |   0     0 | 112M    0 
 186%  409M   40M| 998   127   110M    0 | 103  0.73 |   0     0 | 110M    0 
 160%  409M   40M| 992   123   110M    0 |  96  0.68 |   0     0 | 110M    0 
 182%  409M   40M|1015   131   112M    0 | 110  0.69 |   0     0 | 111M    0 
 194%  409M   40M|1019   129   112M    0 | 106  0.77 |   0     0 | 112M    0 
 199%  409M   40M|1016   125   112M    0 | 103  0.77 |   0     0 | 112M    0 
 196%  409M   40M|1016   124   112M    0 | 102  0.78 |   0     0 | 112M    0 
 159%  409M   40M| 993   131   110M    0 | 101  0.69 |   0     0 | 110M    0 
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 154%  409M   40M| 999   126   110M    0 | 103  0.62 |   0     0 | 110M    0 
 175%  409M   40M|1013   129   112M    0 | 103  0.71 |   0     0 | 112M    0 
 189%  409M   40M|1015   122   112M    0 | 102  0.81 |   0     0 | 112M    0 
 212%  411M   40M|1014   126   112M    0 | 100  0.87 |   0     0 | 112M    0 
 192%  411M   40M|1008   126   111M    0 | 107  0.79 |   0     0 | 111M    0 
 164%  412M   40M| 999   130   110M    0 | 102  0.73 |   0     0 | 110M    0 
 159%  412M   40M|1007   128   111M    0 | 106  0.70 |   0     0 | 111M    0 
 183%  412M   40M|1013   121   112M    0 | 101  0.77 |   0     0 | 112M    0 
 192%  412M   40M|1018   131   112M    0 | 104  0.78 |   0     0 | 112M    0 
 190%  412M   40M|1017   126   112M    0 | 106  0.81 |   0     0 | 112M    0 
 185%  412M   40M|1007   131   111M    0 | 106  0.76 |   0     0 | 111M    0 
 154%  412M   40M|1002   124   110M    0 | 108  0.66 |   0     0 | 110M    0 
 177%  412M   40M|1009   128   111M    0 | 103  0.73 |   0     0 | 111M    0 
 200%  412M   40M|1020   122   113M    0 | 106  0.80 |   0     0 | 112M    0 
