Linux 5.15.0-181-generic (tikv-node) 	07/10/26 	_x86_64_	(64 CPU)

21:51:50      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
21:51:51        0    195206   60.00   66.00    0.00    0.00  126.00    18  juicefs.v1.3.1
21:51:52        0    195206  135.00   84.00    0.00    0.00  219.00    18  juicefs.v1.3.1
21:51:53        0    195206  175.00  112.00    0.00    0.00  287.00    31  juicefs.v1.3.1
21:51:54        0    195206  157.00   98.00    0.00    0.00  255.00    50  juicefs.v1.3.1
21:51:55        0    195206  160.00   88.00    0.00    0.00  248.00    54  juicefs.v1.3.1
21:51:56        0    195206  172.00  127.00    0.00    0.00  299.00    47  juicefs.v1.3.1
21:51:57        0    195206  241.00  123.00    0.00    0.00  364.00    38  juicefs.v1.3.1
21:51:58        0    195206  169.00  101.00    0.00    0.00  270.00    46  juicefs.v1.3.1
21:51:59        0    195206  159.41  103.96    0.00    0.00  263.37    50  juicefs.v1.3.1
21:52:00        0    195206  164.00   83.00    0.00    0.00  247.00    44  juicefs.v1.3.1
21:52:01        0    195206  171.00  117.00    0.00    0.00  288.00    24  juicefs.v1.3.1
21:52:02        0    195206  300.00  151.00    0.00    0.00  451.00    31  juicefs.v1.3.1
21:52:03        0    195206  180.00  112.00    0.00    0.00  292.00     8  juicefs.v1.3.1
21:52:04        0    195206  191.00  132.00    0.00    0.00  323.00    52  juicefs.v1.3.1
21:52:05        0    195206  167.00  101.00    0.00    0.00  268.00    18  juicefs.v1.3.1
21:52:06        0    195206  119.00   94.00    0.00    0.00  213.00    48  juicefs.v1.3.1
21:52:07        0    195206  159.00  106.00    0.00    0.00  265.00    47  juicefs.v1.3.1
21:52:08        0    195206  173.00  105.00    0.00    0.00  278.00    14  juicefs.v1.3.1
21:52:09        0    195206  210.00  151.00    0.00    0.00  361.00    40  juicefs.v1.3.1
21:52:10        0    195206  197.00  138.00    0.00    0.00  335.00    27  juicefs.v1.3.1
21:52:11        0    195206  175.00   93.00    0.00    0.00  268.00    42  juicefs.v1.3.1
21:52:12        0    195206  126.00   83.00    0.00    0.00  209.00    35  juicefs.v1.3.1
21:52:13        0    195206  196.00  106.00    0.00    0.00  302.00    18  juicefs.v1.3.1
21:52:14        0    195206  168.00  115.00    0.00    0.00  283.00    16  juicefs.v1.3.1
21:52:15        0    195206  195.00  121.00    0.00    0.00  316.00    16  juicefs.v1.3.1
21:52:16        0    195206  164.00  110.00    0.00    0.00  274.00    26  juicefs.v1.3.1
21:52:17        0    195206  150.00   86.00    0.00    0.00  236.00    28  juicefs.v1.3.1
21:52:18        0    195206  157.00   93.00    0.00    0.00  250.00    26  juicefs.v1.3.1
21:52:19        0    195206  200.00  112.00    0.00    0.00  312.00    53  juicefs.v1.3.1
21:52:20        0    195206  167.00  104.00    0.00    0.00  271.00    53  juicefs.v1.3.1
21:52:21        0    195206  187.00  129.00    0.00    0.00  316.00    53  juicefs.v1.3.1
21:52:22        0    195206  161.00  109.00    0.00    0.00  270.00    43  juicefs.v1.3.1
21:52:23        0    195206  158.00   80.00    0.00    0.00  238.00     1  juicefs.v1.3.1
21:52:24        0    195206  141.00  104.00    0.00    0.00  245.00    30  juicefs.v1.3.1
21:52:25        0    195206  170.00  103.00    0.00    0.00  273.00    63  juicefs.v1.3.1
21:52:26        0    195206  221.00  114.00    0.00    0.00  335.00    52  juicefs.v1.3.1
21:52:27        0    195206  171.00  122.00    0.00    0.00  293.00    44  juicefs.v1.3.1
21:52:28        0    195206  178.00   96.00    0.00    0.00  274.00    22  juicefs.v1.3.1
21:52:29        0    195206  140.00   87.00    0.00    0.00  227.00    22  juicefs.v1.3.1
21:52:30        0    195206  177.00   94.00    0.00    0.00  271.00     3  juicefs.v1.3.1
21:52:31        0    195206  184.00  116.00    0.00    0.00  300.00     1  juicefs.v1.3.1
21:52:32        0    195206  208.00  116.00    0.00    0.00  324.00    55  juicefs.v1.3.1
21:52:33        0    195206  166.00  103.00    0.00    0.00  269.00    35  juicefs.v1.3.1
21:52:34        0    195206  167.00   88.00    0.00    0.00  255.00    35  juicefs.v1.3.1
21:52:35        0    195206  135.00   91.00    0.00    0.00  226.00    57  juicefs.v1.3.1
21:52:36        0    195206  192.00  107.00    0.00    0.00  299.00    26  juicefs.v1.3.1
21:52:37        0    195206  177.00  124.00    0.00    0.00  301.00    10  juicefs.v1.3.1
21:52:38        0    195206  203.00  119.00    0.00    0.00  322.00    12  juicefs.v1.3.1
21:52:39        0    195206  168.00  113.00    0.00    0.00  281.00    26  juicefs.v1.3.1
21:52:40        0    195206  134.00   91.00    0.00    0.00  225.00    31  juicefs.v1.3.1
21:52:41        0    195206  170.00   93.00    0.00    0.00  263.00    11  juicefs.v1.3.1
21:52:42        0    195206  179.00  107.00    0.00    0.00  286.00    16  juicefs.v1.3.1
21:52:43        0    195206  214.00  122.00    0.00    0.00  336.00    24  juicefs.v1.3.1
21:52:44        0    195206  229.00  110.00    0.00    0.00  339.00    48  juicefs.v1.3.1
21:52:45        0    195206  189.00  133.00    0.00    0.00  322.00    48  juicefs.v1.3.1
21:52:46        0    195206  147.00   75.00    0.00    0.00  222.00    48  juicefs.v1.3.1
21:52:47        0    195206  159.00  100.00    0.00    0.00  259.00     8  juicefs.v1.3.1
21:52:48        0    195206  227.00  122.00    0.00    0.00  349.00    22  juicefs.v1.3.1
21:52:49        0    195206  183.00  122.00    0.00    0.00  305.00    22  juicefs.v1.3.1
21:52:50        0    195206  248.00  133.00    0.00    0.00  381.00    44  juicefs.v1.3.1
21:52:51        0    195206  158.00   86.00    0.00    0.00  244.00    44  juicefs.v1.3.1
21:52:52        0    195206   89.00   72.00    0.00    0.00  161.00    62  juicefs.v1.3.1
21:52:53        0    195206  117.00   71.00    0.00    0.00  188.00    62  juicefs.v1.3.1
21:52:54        0    195206   84.00   61.00    0.00    0.00  145.00    16  juicefs.v1.3.1
21:52:55        0    195206  102.00   70.00    0.00    0.00  172.00    16  juicefs.v1.3.1
21:52:56        0    195206   92.00   58.00    0.00    0.00  150.00    16  juicefs.v1.3.1
21:52:57        0    195206   75.00   65.00    0.00    0.00  140.00    16  juicefs.v1.3.1
21:52:58        0    195206  181.00   86.00    0.00    0.00  267.00    61  juicefs.v1.3.1
21:52:59        0    195206  125.00   74.00    0.00    0.00  199.00    61  juicefs.v1.3.1
21:53:00        0    195206  149.00   66.00    0.00    0.00  215.00    16  juicefs.v1.3.1
Average:        0    195206  167.32  102.11    0.00    0.00  269.43     -  juicefs.v1.3.1
