------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0%  944M 2432K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
 107%  947M 7936K| 644  35.8    71M    0 |  91  0.77 |   0     0 |  71M    0 
 146%  948M 8960K| 915  40.2   110M    0 |  18  0.68 |   0     0 | 110M    0 
 147%  948M 8192K| 913  40.0   110M    0 |  17  0.72 |   0     0 | 110M    0 
 174%  948M 8704K| 932  39.4   112M    0 |  18  0.89 |   0     0 | 112M    0 
 176%  949M 8064K| 932  39.3   112M    0 |  17  0.92 |   0     0 | 112M    0 
 190%  949M 7808K| 929  39.3   112M    0 |  18  0.99 |   0     0 | 112M    0 
 158%  950M 7552K| 915  40.1   110M    0 |  17  0.74 |   0     0 | 110M    0 
 148%  950M 7936K| 907  40.3   109M    0 |  18  0.79 |   0     0 | 109M    0 
 170%  950M 8192K| 926  39.9   112M    0 |  19  0.95 |   0     0 | 112M    0 
 182%  950M 7552K| 932  39.4   112M    0 |  47  0.99 |   0     0 | 112M    0 
 180%  950M 8064K| 930  39.0   112M    0 |  20  0.93 |   0     0 | 112M    0 
 186%  950M 8576K| 926  39.3   112M    0 |  17  0.93 |   0     0 | 112M    0 
 166%  951M 8192K| 913  40.0   110M    0 |  18  0.91 |   0     0 | 110M    0 
 148%  951M 7936K| 909  40.1   109M    0 |  17  0.77 |   0     0 | 110M    0 
 167%  951M 8320K| 929  39.2   112M    0 |  18  0.90 |   0     0 | 112M    0 
 176%  951M 8064K| 931  39.2   112M    0 |  18  0.94 |   0     0 | 112M    0 
 186%  951M 7936K| 927  39.1   112M    0 |  17  0.93 |   0     0 | 112M    0 
 165%  951M 8320K| 924  39.0   111M    0 |  18  0.80 |   0     0 | 111M    0 
 154%  951M 7680K| 915  39.9   110M    0 |  45  0.89 |   0     0 | 110M    0 
 155%  951M 7936K| 917  39.8   110M    0 |  27  0.88 |   0     0 | 110M    0 
 180%  951M 7808K| 930  39.4   112M    0 |  17  0.94 |   0     0 | 112M    0 
 180%  951M 7680K| 925  39.8   112M    0 |  17  0.97 |   0     0 | 111M    0 
 182%  951M 7552K| 931  39.3   113M    0 |  17  0.92 |   0     0 | 113M    0 
 164%  951M 8448K| 908  40.1   110M    0 |  14  0.82 |   0     0 | 110M    0 
 145%  951M 8192K| 912  39.9   110M    0 |  14  0.73 |   0     0 | 110M    0 
 156%  952M 9216K| 923  39.3   111M    0 |  15  0.89 |   0     0 | 111M    0 
 179%  953M 8320K| 929  39.1   112M    0 |  20  0.96 |   0     0 | 112M    0 
 183%  954M 7936K| 928  39.1   112M    0 |  30  1.01 |   0     0 | 112M    0 
 180%  956M 7680K| 926  39.3   112M    0 |  31  0.93 |   0     0 | 112M    0 
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 164%  958M 7808K| 910  40.1   110M    0 |  18  0.92 |   0     0 | 110M    0 
 149%  961M 8064K| 919  40.1   110M    0 |  18  0.82 |   0     0 | 110M    0 
 150%  964M 7808K| 925  39.5   111M    0 |  17  0.75 |   0     0 | 111M    0 
 178%  966M 8576K| 932  39.0   112M    0 |  18  0.94 |   0     0 | 112M    0 
 184%  969M 8064K| 926  39.4   112M    0 |  17  0.98 |   0     0 | 112M    0 
 174%  970M 7936K| 921  39.0   111M    0 |  18  0.91 |   0     0 | 111M    0 
 146%  974M 7680K| 916  40.0   110M    0 |  22  0.87 |   0     0 | 110M    0 
 165%  977M 8192K| 914  39.8   110M    0 |  27  0.85 |   0     0 | 110M    0 
 175%  981M 7808K| 930  39.0   112M    0 |  34  0.91 |   0     0 | 112M    0 
 181%  982M 8576K| 926  39.3   112M    0 |  19  1.08 |   0     0 | 112M    0 
 181%  985M 7936K| 927  39.3   112M    0 |  19  1.03 |   0     0 | 112M    0 
 167%  988M 8064K| 919  40.3   111M    0 |  18  0.91 |   0     0 | 111M    0 
 150%  992M 8192K| 914  39.7   110M    0 |  17  0.81 |   0     0 | 110M    0 
 162%  994M 7936K| 922  39.7   111M    0 |  18  0.86 |   0     0 | 111M    0 
 182%  997M 7808K| 932  39.0   112M    0 |  17  1.02 |   0     0 | 112M    0 
 189%  999M 8704K| 929  38.8   112M    0 |  20  1.00 |   0     0 | 112M    0 
 175% 1002M 7936K| 929  39.3   112M    0 |  32  0.95 |   0     0 | 112M    0 
 157% 1006M 8448K| 910  39.8   110M    0 |  35  0.84 |   0     0 | 110M    0 
 140% 1008M 8064K| 910  40.5   110M    0 |  18  0.77 |   0     0 | 110M    0 
 170% 1012M 8320K| 926  39.3   112M    0 |  19  0.97 |   0     0 | 112M    0 
 185% 1014M 8320K| 930  39.3   112M    0 |  18  1.06 |   0     0 | 112M    0 
 180% 1017M 8320K| 931  39.4   112M    0 |  18  1.06 |   0     0 | 112M    0 
 176% 1019M 8576K| 920  39.3   111M    0 |  16  0.94 |   0     0 | 111M    0 
 158% 1022M 8064K| 916  40.1   110M    0 |  18  0.81 |   0     0 | 110M    0 
 160% 1026M 7936K| 914  39.9   110M    0 |  16  0.98 |   0     0 | 110M    0 
 178% 1029M 7680K| 928  39.1   112M    0 |  28  0.98 |   0     0 | 112M    0 
 187% 1030M 8320K| 932  38.7   112M    0 |  38  0.97 |   0     0 | 112M    0 
 191% 1038M 7936K| 925  39.4   112M    0 |  20  0.95 |   0     0 | 112M    0 
 176% 1040M 8064K| 918  39.5   111M    0 |  19  0.96 |   0     0 | 111M    0 
 152% 1042M 7680K| 914  40.4   110M    0 |  16  0.89 |   0     0 | 110M    0 
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 157% 1044M 8064K| 921  39.6   111M    0 |  19  0.97 |   0     0 | 111M    0 
 178% 1048M 8576K| 930  39.0   112M    0 |  17  1.02 |   0     0 | 112M    0 
 180% 1050M 8320K| 931  39.4   112M    0 |  16  1.03 |   0     0 | 112M    0 
 183% 1053M 8064K| 922  39.3   112M    0 |  19  1.00 |   0     0 | 112M    0 
 159% 1055M 8320K| 914  39.6   110M    0 |  21  0.94 |   0     0 | 110M    0 
 146% 1059M 7808K| 910  39.9   110M    0 |  30  0.82 |   0     0 | 110M    0 
 169% 1060M 7680K| 928  39.2   112M    0 |  25  1.03 |   0     0 | 112M    0 
 175% 1062M 7680K| 926  39.3   112M    0 |  20  0.98 |   0     0 | 112M    0 
 180% 1066M 7936K| 932  39.2   112M    0 |  18  1.03 |   0     0 | 112M    0 
 181% 1069M 7808K| 920  39.4   111M    0 |  17  0.95 |   0     0 | 111M    0 
 147% 1072M 8192K| 912  40.1   110M    0 |  18  0.92 |   0     0 | 110M    0 
 145% 1074M 8064K| 917  39.8   110M    0 |  18  0.85 |   0     0 | 110M    0 
 175% 1077M 8192K| 928  39.1   112M    0 |  23  1.00 |   0     0 | 112M    0 
 178% 1080M 8576K| 934  39.0   112M    0 |  18  1.01 |   0     0 | 112M    0 
 186% 1083M 8192K| 926  39.3   112M    0 |  37  0.98 |   0     0 | 112M    0 
 184% 1086M 8064K| 923  39.6   111M    0 |  28  0.93 |   0     0 | 111M    0 
 149% 1088M 7680K| 907  40.3   109M    0 |  20  0.83 |   0     0 | 109M    0 
 154% 1092M 7936K| 921  40.1   111M    0 |  17  0.91 |   0     0 | 111M    0 
 176% 1094M 7808K| 931  39.4   112M    0 |  18  1.06 |   0     0 | 112M    0 
 184% 1098M 8832K| 926  38.9   112M    0 |  17  1.03 |   0     0 | 112M    0 
 181% 1099M 8704K| 929  39.4   112M    0 |  18  1.10 |   0     0 | 112M    0 
