Linux 5.15.0-181-generic (tikv-node) 	07/10/26 	_x86_64_	(64 CPU)

21:56:14      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
21:56:15        0    195206   47.00    3.00    0.00    0.00   50.00    18  juicefs.v1.3.1
21:56:16        0    195206  195.00  146.00    0.00    0.00  341.00    21  juicefs.v1.3.1
21:56:17        0    195206  117.00   62.00    0.00    0.00  179.00    55  juicefs.v1.3.1
21:56:18        0    195206  112.00   45.00    0.00    0.00  157.00    55  juicefs.v1.3.1
21:56:19        0    195206  121.00   69.00    0.00    0.00  190.00    55  juicefs.v1.3.1
21:56:20        0    195206  127.00   66.00    0.00    0.00  193.00    55  juicefs.v1.3.1
21:56:21        0    195206  243.00   71.00    0.00    0.00  314.00    55  juicefs.v1.3.1
21:56:22        0    195206  160.00   63.00    0.00    0.00  223.00    55  juicefs.v1.3.1
21:56:23        0    195206   97.00   40.00    0.00    0.00  137.00    55  juicefs.v1.3.1
21:56:24        0    195206  104.00   57.00    0.00    0.00  161.00    55  juicefs.v1.3.1
21:56:25        0    195206  118.00   62.00    0.00    0.00  180.00    55  juicefs.v1.3.1
21:56:26        0    195206  128.00   54.00    0.00    0.00  182.00    55  juicefs.v1.3.1
21:56:27        0    195206  119.00   63.00    0.00    0.00  182.00    16  juicefs.v1.3.1
21:56:28        0    195206  113.00   47.00    0.00    0.00  160.00    16  juicefs.v1.3.1
21:56:29        0    195206  101.00   43.00    0.00    0.00  144.00    16  juicefs.v1.3.1
21:56:30        0    195206  127.00   52.00    0.00    0.00  179.00    16  juicefs.v1.3.1
21:56:31        0    195206  133.00   58.00    0.00    0.00  191.00    16  juicefs.v1.3.1
21:56:32        0    195206  137.00   52.00    0.00    0.00  189.00    16  juicefs.v1.3.1
21:56:33        0    195206  123.00   57.00    0.00    0.00  180.00    16  juicefs.v1.3.1
21:56:34        0    195206  109.00   39.00    0.00    0.00  148.00     4  juicefs.v1.3.1
21:56:35        0    195206  112.00   45.00    0.00    0.00  157.00    56  juicefs.v1.3.1
21:56:36        0    195206  120.00   62.00    0.00    0.00  182.00    16  juicefs.v1.3.1
21:56:37        0    195206  120.00   64.00    0.00    0.00  184.00    16  juicefs.v1.3.1
21:56:38        0    195206  131.00   52.00    0.00    0.00  183.00    17  juicefs.v1.3.1
21:56:39        0    195206  118.00   65.00    0.00    0.00  183.00    35  juicefs.v1.3.1
21:56:40        0    195206  107.00   39.00    0.00    0.00  146.00    35  juicefs.v1.3.1
21:56:41        0    195206  122.00   57.00    0.00    0.00  179.00    18  juicefs.v1.3.1
21:56:42        0    195206  235.00   75.00    0.00    0.00  310.00    20  juicefs.v1.3.1
21:56:43        0    195206  132.00   58.00    0.00    0.00  190.00    20  juicefs.v1.3.1
21:56:44        0    195206  123.00   59.00    0.00    0.00  182.00    20  juicefs.v1.3.1
21:56:45        0    195206  112.00   51.00    0.00    0.00  163.00    20  juicefs.v1.3.1
21:56:46        0    195206  100.00   45.00    0.00    0.00  145.00    20  juicefs.v1.3.1
21:56:47        0    195206  126.00   45.00    0.00    0.00  171.00    20  juicefs.v1.3.1
21:56:48        0    195206  133.00   51.00    0.00    0.00  184.00    20  juicefs.v1.3.1
21:56:49        0    195206  136.00   49.00    0.00    0.00  185.00    20  juicefs.v1.3.1
21:56:50        0    195206  122.00   52.00    0.00    0.00  174.00    20  juicefs.v1.3.1
21:56:51        0    195206  106.00   41.00    0.00    0.00  147.00    13  juicefs.v1.3.1
21:56:52        0    195206   97.00   45.00    0.00    0.00  142.00    52  juicefs.v1.3.1
21:56:53        0    195206  123.00   53.00    0.00    0.00  176.00    52  juicefs.v1.3.1
21:56:54        0    195206  130.00   45.00    0.00    0.00  175.00    50  juicefs.v1.3.1
21:56:55        0    195206  127.00   47.00    0.00    0.00  174.00    50  juicefs.v1.3.1
21:56:56        0    195206  119.00   49.00    0.00    0.00  168.00    50  juicefs.v1.3.1
21:56:57        0    195206   99.00   42.00    0.00    0.00  141.00    52  juicefs.v1.3.1
21:56:58        0    195206  110.00   41.00    0.00    0.00  151.00    52  juicefs.v1.3.1
21:56:59        0    195206  121.00   53.00    0.00    0.00  174.00    52  juicefs.v1.3.1
21:57:00        0    195206  125.00   57.00    0.00    0.00  182.00    52  juicefs.v1.3.1
21:57:01        0    195206  252.00   53.00    0.00    0.00  305.00    52  juicefs.v1.3.1
21:57:02        0    195206  110.00   48.00    0.00    0.00  158.00    50  juicefs.v1.3.1
21:57:03        0    195206  106.00   41.00    0.00    0.00  147.00    50  juicefs.v1.3.1
21:57:04        0    195206  127.00   48.00    0.00    0.00  175.00    50  juicefs.v1.3.1
21:57:05        0    195206  129.00   57.00    0.00    0.00  186.00    50  juicefs.v1.3.1
21:57:06        0    195206  135.00   47.00    0.00    0.00  182.00    52  juicefs.v1.3.1
21:57:07        0    195206  128.00   49.00    0.00    0.00  177.00    52  juicefs.v1.3.1
21:57:08        0    195206  104.00   48.00    0.00    0.00  152.00    52  juicefs.v1.3.1
21:57:09        0    195206  112.00   37.00    0.00    0.00  149.00    43  juicefs.v1.3.1
21:57:10        0    195206  137.00   38.00    0.00    0.00  175.00    45  juicefs.v1.3.1
21:57:11        0    195206  127.00   54.00    0.00    0.00  181.00    45  juicefs.v1.3.1
21:57:12        0    195206  130.00   52.00    0.00    0.00  182.00    14  juicefs.v1.3.1
21:57:13        0    195206  124.00   44.00    0.00    0.00  168.00    45  juicefs.v1.3.1
21:57:14        0    195206  103.00   34.00    0.00    0.00  137.00    45  juicefs.v1.3.1
21:57:15        0    195206  115.00   49.00    0.00    0.00  164.00    45  juicefs.v1.3.1
21:57:16        0    195206  107.00   47.00    0.00    0.00  154.00    45  juicefs.v1.3.1
21:57:17        0    195206   96.00   47.00    0.00    0.00  143.00    45  juicefs.v1.3.1
21:57:18        0    195206  103.00   41.00    0.00    0.00  144.00    45  juicefs.v1.3.1
21:57:19        0    195206   86.00   38.00    0.00    0.00  124.00    45  juicefs.v1.3.1
21:57:20        0    195206   73.00   32.00    0.00    0.00  105.00    48  juicefs.v1.3.1
21:57:21        0    195206  103.00   45.00    0.00    0.00  148.00    48  juicefs.v1.3.1
21:57:22        0    195206   56.00   60.00    0.00    0.00  116.00    48  juicefs.v1.3.1
21:57:23        0    195206   55.00   63.00    0.00    0.00  118.00    48  juicefs.v1.3.1
21:57:24        0    195206   52.00   60.00    0.00    0.00  112.00    48  juicefs.v1.3.1
Average:        0    195206  120.10   51.76    0.00    0.00  171.86     -  juicefs.v1.3.1
