------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0%  464M 8192K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
56.2%  481M   55M| 792  0.90     0    61M| 288  1.52 |   0     0 |   0  3584K
 309%  977M  597M|5289  19.1     0   645M| 120  1.45 |   0     0 |   0   112M
 236% 1063M  600M| 914   138     0   112M| 776  15.1 |   0     0 |   0   111M
 145% 1088M  595M| 878   146     0   108M| 407  2.55 |   0     0 |   0   112M
 181% 1116M  601M| 955   141     0   117M| 417  3.22 |   0     0 |   0   112M
 183% 1144M  597M| 876   140     0   107M| 412  3.26 |   0     0 |   0   111M
 220% 1183M  600M| 926   145     0   114M| 583  3.23 |   0     0 |   0   112M
 185% 1217M  599M| 912   129     0   112M| 525  2.89 |   0     0 |   0   111M
 146% 1247M  599M| 903   159     0   111M| 460  2.33 |   0     0 |   0   111M
 168% 1277M  596M| 877   140     0   107M| 445  2.88 |   0     0 |   0   111M
 189% 1308M  596M| 922   133     0   113M| 444  3.13 |   0     0 |   0   112M
 195% 1339M  599M| 926   134     0   114M| 455  3.28 |   0     0 |   0   111M
 192% 1370M  598M| 940   136     0   115M| 448  3.34 |   0     0 |   0   113M
 160% 1401M  596M| 874   151     0   107M| 458  2.64 |   0     0 |   0   112M
 143% 1430M  597M| 908   134     0   111M| 439  2.46 |   0     0 |   0   111M
 171% 1461M  597M| 931   147     0   114M| 452  2.90 |   0     0 |   0   113M
 189% 1492M  594M| 869   145     0   107M| 445  3.23 |   0     0 |   0   110M
 193% 1521M  600M| 963   138     0   118M| 451  3.20 |   0     0 |   0   112M
 181% 1551M  593M| 849   145     0   104M| 452  3.03 |   0     0 |   0   113M
 151% 1580M  597M| 927   134     0   114M| 439  2.51 |   0     0 |   0   111M
 173% 1611M  598M| 944   113     0   116M| 451  2.88 |   0     0 |   0   112M
 192% 1642M  600M| 933   176     0   115M| 448  3.17 |   0     0 |   0   112M
 301% 1667M  598M| 885   132     0   108M| 455  3.34 |   0     0 |   0   112M
 209% 1690M  601M| 922   132     0   113M| 453  3.25 |   0     0 |   0   111M
 204% 1692M  598M| 895   150     0   110M| 449  2.96 |   0     0 |   0   112M
 160% 1693M  594M| 890   141     0   109M| 445  2.42 |   0     0 |   0   111M
 198% 1693M  597M| 911   148     0   112M| 458  2.99 |   0     0 |   0   112M
 204% 1694M  596M| 920   117     0   113M| 440  3.24 |   0     0 |   0   110M
 190% 1694M  599M| 925   157     0   114M| 449  3.19 |   0     0 |   0   111M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 188% 1694M  594M| 871   139     0   107M| 436  3.26 |   0     0 |   0   111M
 171% 1695M  601M| 936   140     0   115M| 454  2.87 |   0     0 |   0   111M
 148% 1695M  598M| 897   142     0   110M| 451  2.54 |   0     0 |   0   112M
 174% 1695M  601M| 935   142     0   115M| 440  3.02 |   0     0 |   0   112M
 190% 1696M  597M| 879   134     0   108M| 456  3.32 |   0     0 |   0   112M
 193% 1696M  596M| 920   134     0   113M| 455  3.19 |   0     0 |   0   112M
 189% 1696M  598M| 923   146     0   113M| 456  3.14 |   0     0 |   0   112M
 158% 1697M  595M| 880   141     0   108M| 445  2.52 |   0     0 |   0   111M
