------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0%  564M  256K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
55.8%  566M  768K| 383  6.05    45M    0 |   7  0.91 |   0     0 |  45M    0 
71.3%  567M  768K| 567  5.92    69M    0 |   5  0.90 |   0     0 |  69M    0 
76.4%  567M  768K| 572  5.86    69M    0 |   4  0.95 |   0     0 |  69M    0 
75.7%  567M  768K| 553  6.03    67M    0 |   7  0.90 |   0     0 |  67M    0 
79.5%  568M  768K| 549  6.07    67M    0 |   4  1.10 |   0     0 |  66M    0 
73.8%  568M  768K| 565  5.95    68M    0 |   7  1.24 |   0     0 |  68M    0 
79.8%  568M  768K| 559  5.96    68M    0 |   4  1.04 |   0     0 |  68M    0 
78.0%  568M  768K| 574  5.89    69M    0 |   5  1.03 |   0     0 |  69M    0 
79.1%  568M  768K| 554  6.03    67M    0 |   6  1.25 |   0     0 |  67M    0 
74.8%  570M  768K| 583  5.81    71M    0 |   7  1.15 |   0     0 |  71M    0 
77.6%  570M  768K| 568  5.90    68M    0 |   5  1.01 |   0     0 |  68M    0 
76.4%  572M  768K| 564  5.96    68M    0 |   4  1.12 |   0     0 |  68M    0 
76.1%  574M  768K| 567  5.90    69M    0 |   5  0.94 |   0     0 |  69M    0 
73.4%  576M  768K| 566  5.91    69M    0 |   4  0.95 |   0     0 |  69M    0 
76.7%  578M  768K| 576  5.86    69M    0 |   5  1.02 |   0     0 |  70M    0 
78.2%  580M  768K| 582  5.82    71M    0 |   5  1.08 |   0     0 |  70M    0 
73.4%  583M  768K| 571  5.88    69M    0 |   4  1.10 |   0     0 |  69M    0 
97.8%  585M  768K| 576  5.87    70M    0 |   7  1.04 |   0     0 |  70M    0 
68.5%  585M  768K| 568  5.90    69M    0 |   4  0.94 |   0     0 |  69M    0 
78.4%  585M  768K| 559  6.00    68M    0 |   6  1.19 |   0     0 |  68M    0 
69.8%  585M  768K| 576  5.91    70M    0 |   5  0.95 |   0     0 |  70M    0 
77.6%  585M  768K| 571  5.89    69M    0 |   4  1.23 |   0     0 |  69M    0 
79.6%  585M  768K| 555  5.99    67M    0 |   5  1.12 |   0     0 |  67M    0 
76.8%  585M  768K| 561  5.97    68M    0 |   4  1.04 |   0     0 |  68M    0 
73.9%  585M  768K| 579  5.83    70M    0 |   5  0.89 |   0     0 |  70M    0 
76.3%  585M  768K| 564  5.96    68M    0 |   5  1.02 |   0     0 |  68M    0 
74.0%  585M  768K| 568  5.95    69M    0 |   4  0.89 |   0     0 |  69M    0 
74.0%  585M  768K| 572  5.85    69M    0 |   5  0.98 |   0     0 |  69M    0 
76.4%  585M  640K| 575  5.84    70M    0 |   4  1.10 |   0     0 |  70M    0 
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
70.1%  585M  512K| 577  5.85    70M    0 |  10  0.96 |   0     0 |  70M    0 
74.1%  585M  768K| 576  5.85    70M    0 |   5  1.12 |   0     0 |  70M    0 
73.8%  585M  768K| 567  5.93    69M    0 |   4  1.06 |   0     0 |  69M    0 
76.4%  585M  768K| 577  5.88    70M    0 |   5  1.05 |   0     0 |  70M    0 
74.1%  585M  768K| 572  5.93    69M    0 |   4  1.16 |   0     0 |  69M    0 
79.3%  585M  768K| 575  5.85    69M    0 |   5  1.05 |   0     0 |  69M    0 
73.9%  585M  768K| 578  5.85    70M    0 |   5  1.01 |   0     0 |  70M    0 
77.5%  585M  768K| 573  5.84    70M    0 |   4  0.96 |   0     0 |  70M    0 
72.6%  585M  768K| 578  5.87    70M    0 |   7  0.87 |   0     0 |  70M    0 
77.7%  585M  768K| 567  5.92    69M    0 |   4  1.01 |   0     0 |  69M    0 
72.8%  585M  768K| 574  5.86    69M    0 |   7  0.84 |   0     0 |  69M    0 
74.1%  585M  768K| 575  5.88    69M    0 |   8  1.00 |   0     0 |  69M    0 
70.1%  585M  768K| 581  5.85    70M    0 |   4  1.02 |   0     0 |  70M    0 
75.3%  585M  768K| 569  5.89    69M    0 |   5  1.03 |   0     0 |  69M    0 
76.6%  585M  768K| 556  5.96    67M    0 |   6  0.97 |   0     0 |  67M    0 
71.1%  585M  768K| 577  5.87    70M    0 |   5  0.93 |   0     0 |  70M    0 
75.0%  585M  768K| 570  5.88    69M    0 |   5  1.04 |   0     0 |  69M    0 
71.9%  585M  768K| 575  5.87    70M    0 |   4  0.87 |   0     0 |  70M    0 
79.1%  585M  768K| 573  5.89    69M    0 |   5  1.03 |   0     0 |  69M    0 
72.7%  585M  768K| 572  5.89    69M    0 |   4  1.09 |   0     0 |  69M    0 
81.1%  585M  768K| 552  6.03    67M    0 |   7  0.97 |   0     0 |  67M    0 
73.6%  585M  768K| 579  5.81    70M    0 |   6  1.13 |   0     0 |  70M    0 
71.6%  585M  768K| 583  5.80    71M    0 |   6  1.05 |   0     0 |  71M    0 
75.7%  585M  768K| 561  5.94    67M    0 |   7  1.11 |   0     0 |  68M    0 
75.1%  585M  768K| 559  5.96    68M    0 |   6  0.89 |   0     0 |  68M    0 
78.2%  585M  768K| 557  6.03    67M    0 |   7  0.97 |   0     0 |  67M    0 
77.6%  585M  768K| 574  5.89    69M    0 |   5  1.09 |   0     0 |  69M    0 
74.3%  585M  768K| 577  5.85    70M    0 |   4  1.15 |   0     0 |  70M    0 
76.5%  585M  768K| 564  5.97    68M    0 |   5  1.10 |   0     0 |  68M    0 
