------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0% 1199M 8192K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
87.9% 1227M  314M|2939  0.58     0   320M| 365  1.11 |   0     0 |   0  7936K
 151% 1247M  595M|3177  36.5     0   392M|  23  3.20 |   0     0 |   0   112M
 189% 1284M  600M| 940   132     0   114M| 761  7.91 |   0     0 |   0   111M
 143% 1304M  598M| 916   140     0   110M| 416  2.46 |   0     0 |   0   112M
 140% 1325M  600M| 932   135     0   113M| 426  2.31 |   0     0 |   0   112M
 159% 1345M  594M| 883   146     0   106M| 442  2.68 |   0     0 |   0   111M
 183% 1367M  600M| 959   141     0   116M| 522  2.99 |   0     0 |   0   110M
 185% 1389M  599M| 908   137     0   109M| 558  2.75 |   0     0 |   0   111M
 154% 1408M  599M| 925   129     0   112M| 452  2.54 |   0     0 |   0   112M
 144% 1426M  594M| 876   143     0   105M| 451  2.37 |   0     0 |   0   111M
 156% 1445M  599M| 961   143     0   116M| 443  2.54 |   0     0 |   0   111M
 166% 1463M  596M| 893   139     0   108M| 443  2.79 |   0     0 |   0   112M
 175% 1482M  594M| 901   147     0   108M| 460  2.88 |   0     0 |   0   111M
 165% 1503M  596M| 930   122     0   113M| 450  2.75 |   0     0 |   0   111M
 151% 1522M  591M| 920   151     0   111M| 451  2.42 |   0     0 |   0   112M
 143% 1542M  597M| 946   141     0   114M| 438  2.30 |   0     0 |   0   111M
 149% 1561M  591M| 878   127     0   106M| 449  2.46 |   0     0 |   0   111M
 180% 1583M  598M| 967   140     0   117M| 450  2.92 |   0     0 |   0   110M
 171% 1600M  594M| 895   138     0   108M| 444  2.81 |   0     0 |   0   111M
 153% 1621M  599M| 961   136     0   116M| 445  2.51 |   0     0 |   0   111M
 140% 1640M  592M| 871   147     0   105M| 448  2.34 |   0     0 |   0   111M
 143% 1660M  600M| 973   140     0   118M| 449  2.33 |   0     0 |   0   111M
 164% 1679M  594M| 884   137     0   106M| 453  2.65 |   0     0 |   0   112M
