------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0% 1120M 8192K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
 2.8% 1120M 8192K|  23  0.69     0     0 |  10  1.32 |   0     0 |   0     0 
 1.8% 1120M 8192K|  22  0.64     0     0 |   9  1.20 |   0     0 |   0     0 
 3.3% 1120M 8192K|  25  0.68     0     0 |  13  1.21 |   0     0 |   0     0 
 2.8% 1120M 8192K|  24  0.71     0     0 |  11  1.26 |   0     0 |   0     0 
 2.1% 1120M 8192K|  24  0.77     0     0 |  11  1.37 |   0     0 |   0     0 
 2.9% 1120M 8192K|  22  0.78     0     0 |   9  1.53 |   0     0 |   0     0 
 2.7% 1120M 8192K|  23  0.74     0     0 |  10  1.35 |   0     0 |   0     0 
 2.6% 1120M 8192K|  24  0.69     0     0 |  11  1.28 |   0     0 |   0     0 
 2.4% 1120M 8192K|  24  0.76     0     0 |  11  1.37 |   0     0 |   0     0 
 2.6% 1120M 8192K|  24  0.74     0     0 |  11  1.33 |   0     0 |   0     0 
 3.1% 1120M 8192K|  24  0.78     0     0 |  11  1.40 |   0     0 |   0     0 
 3.0% 1120M 8192K|  25  0.77     0     0 |  12  1.36 |   0     0 |   0     0 
 2.3% 1120M 8192K|  24  0.77     0     0 |  12  1.39 |   0     0 |   0     0 
 2.4% 1120M 8192K|  22  0.65     0     0 |   9  1.30 |   0     0 |   0     0 
 3.3% 1120M 8192K|  24  0.78     0     0 |  11  1.39 |   0     0 |   0     0 
 2.9% 1120M 8192K|  23  0.73     0     0 |  10  1.35 |   0     0 |   0     0 
10.0% 1120M 8192K| 105  1.20     0     0 |  91  1.33 |   0     0 |   0     0 
 116% 1147M   95M| 684  54.4    30M    0 | 645  1.15 |   0     0 |  53M 3840K
 151% 1172M  149M| 505   246    50M    0 | 276  0.66 |   0     0 | 109M 9216K
 161% 1174M  154M| 489   241    50M    0 | 236  0.74 |   0     0 | 112M 9984K
 164% 1178M  151M| 478   264    46M    0 | 232  0.76 |   0     0 | 110M   14M
 166% 1180M  152M| 529   236    53M    0 | 227  0.83 |   0     0 | 111M 9472K
 170% 1181M  151M| 511   263    50M    0 | 203  0.86 |   0     0 | 110M 8960K
 157% 1183M  152M| 517   249    53M    0 | 193  0.78 |   0     0 | 110M 7936K
 140% 1183M  148M| 492   248    51M    0 | 156  0.69 |   0     0 | 110M 5632K
 158% 1184M  147M| 517   242    52M    0 | 172  0.75 |   0     0 | 111M 5888K
 168% 1186M  147M| 497   244    52M    0 | 148  0.79 |   0     0 | 110M 9472K
 167% 1188M  149M| 480   244    50M    0 | 138  0.83 |   0     0 | 112M 7424K
 170% 1189M  145M| 486   270    50M    0 | 125  0.82 |   0     0 | 111M   10M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 148% 1190M  146M| 500   244    50M    0 | 141  0.72 |   0     0 | 110M   10M
 149% 1191M  145M| 506   252    52M    0 | 126  0.70 |   0     0 | 110M 5888K
 170% 1192M  148M| 516   258    53M    0 | 125  0.82 |   0     0 | 111M 7168K
 172% 1194M  148M| 499   252    51M    0 | 118  0.78 |   0     0 | 111M 9216K
 175% 1194M  146M| 476   270    49M    0 | 104  0.78 |   0     0 | 111M 7424K
 148% 1194M  146M| 491   256    50M    0 | 112  0.75 |   0     0 | 110M 9984K
 138% 1195M  147M| 462   273    48M    0 |  94  0.70 |   0     0 | 110M   11M
 156% 1196M  147M| 498   251    52M    0 |  95  0.75 |   0     0 | 112M   10M
 162% 1196M  148M| 509   265    52M    0 | 103  0.82 |   0     0 | 111M 7168K
 151% 1196M  145M| 479   272    49M    0 |  89  0.75 |   0     0 | 111M 8960K
 159% 1196M  146M| 490   250    51M    0 |  88  0.79 |   0     0 | 111M 8448K
 144% 1196M  142M| 446   282    46M    0 |  75  0.80 |   0     0 | 109M   15M
 134% 1196M  148M| 501   273    50M    0 |  99  0.66 |   0     0 | 109M 8960K
 145% 1196M  148M| 481   242    50M    0 |  74  0.73 |   0     0 | 110M   11M
 165% 1197M  146M| 494   261    51M    0 |  91  0.80 |   0     0 | 111M 9472K
 165% 1197M  144M| 497   259    51M    0 |  90  0.80 |   0     0 | 111M 7168K
 164% 1197M  144M| 517   257    53M    0 |  93  0.79 |   0     0 | 111M 8192K
 156% 1197M  146M| 522   236    55M    0 |  84  0.74 |   0     0 | 110M 4096K
 133% 1197M  146M| 478   265    50M    0 |  75  0.69 |   0     0 | 110M 4608K
 161% 1197M  144M| 490   273    51M    0 |  77  0.78 |   0     0 | 111M 7680K
 154% 1198M  149M| 483   281    49M    0 |  79  0.77 |   0     0 | 110M 9984K
 154% 1198M  149M| 538   240    55M    0 |  90  0.74 |   0     0 | 111M 6400K
 163% 1198M  147M| 510   232    53M    0 |  76  0.80 |   0     0 | 111M 7680K
 141% 1198M  145M| 462   260    48M    0 |  67  0.71 |   0     0 | 109M 9728K
 149% 1198M  147M| 501   260    51M    0 |  74  0.74 |   0     0 | 111M 6400K
