------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0% 1884M 8192K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
64.0% 1899M   49M| 862  2.52  3200K   40M| 651  1.00 |   0     0 |5376K   19M
 232% 1909M  123M| 789   129    44M   38M| 438  1.78 |   0     0 |  92M   54M
 225% 1910M  138M| 912   137    49M   42M| 523  1.68 |   0     0 | 104M   57M
 197% 1910M  140M| 854   165    46M   38M| 476  1.50 |   0     0 | 103M   51M
 186% 1910M  147M| 879   149    44M   43M| 462  1.44 |   0     0 |  98M   48M
 179% 1910M  144M| 910   134    47M   45M| 497  1.31 |   0     0 | 101M   54M
 196% 1911M  146M| 859   149    43M   43M| 476  1.57 |   0     0 | 101M   54M
 234% 1911M  142M| 924   138    50M   43M| 505  1.67 |   0     0 | 105M   54M
 216% 1911M  145M| 864   149    50M   37M| 445  1.61 |   0     0 | 105M   43M
 194% 1911M  143M| 876   145    42M   45M| 483  1.55 |   0     0 |  98M   51M
 186% 1911M  145M| 917   134    47M   46M| 489  1.44 |   0     0 | 101M   54M
 186% 1912M  143M| 981   127    47M   53M| 552  1.43 |   0     0 | 101M   66M
 195% 1912M  146M| 872   142    42M   48M| 453  1.71 |   0     0 |  99M   57M
 216% 1912M  144M| 957   134    47M   52M| 508  1.84 |   0     0 |  98M   56M
 216% 1913M  144M| 928   132    45M   51M| 496  1.83 |   0     0 |  99M   60M
 192% 1913M  142M| 816   161    45M   38M| 451  1.53 |   0     0 | 100M   50M
 184% 1913M  147M| 958   139    44M   54M| 493  1.42 |   0     0 |  99M   59M
 186% 1913M  144M| 914   136    48M   45M| 503  1.41 |   0     0 | 103M   55M
 205% 1913M  143M| 861   147    43M   44M| 455  1.75 |   0     0 |  99M   50M
 217% 1913M  139M| 867   138    49M   40M| 473  1.69 |   0     0 | 102M   52M
 181% 1913M  141M| 817   160    44M   38M| 426  1.47 |   0     0 | 100M   45M
 201% 1913M  151M| 919   134    45M   49M| 471  1.56 |   0     0 | 101M   57M
 169% 1913M  136M| 848   152    43M   43M| 484  1.38 |   0     0 |  98M   54M
 198% 1913M  141M| 896   151    46M   44M| 472  1.56 |   0     0 | 101M   53M
 222% 1913M  143M| 889   138    43M   49M| 471  1.94 |   0     0 |  99M   61M
 225% 1914M  145M| 945   137    48M   48M| 485  1.71 |   0     0 | 102M   54M
 210% 1914M  141M| 818   160    43M   40M| 466  1.73 |   0     0 | 101M   55M
 187% 1914M  142M| 891   148    46M   45M| 463  1.50 |   0     0 |  99M   52M
 171% 1914M  141M| 845   158    47M   37M| 474  1.27 |   0     0 | 101M   46M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 193% 1914M  140M| 849   146    44M   42M| 465  1.54 |   0     0 | 102M   53M
 231% 1914M  146M| 999   130    50M   52M| 511  1.81 |   0     0 | 103M   54M
 209% 1914M  144M| 809   156    47M   35M| 440  1.60 |   0     0 | 104M   50M
 208% 1914M  143M| 925   130    46M   47M| 483  1.60 |   0     0 | 102M   51M
 190% 1914M  146M| 922   144    46M   50M| 481  1.53 |   0     0 | 100M   58M
 190% 1914M  137M| 833   157    44M   40M| 482  1.53 |   0     0 | 104M   55M
 219% 1914M  145M| 924   140    48M   46M| 461  1.77 |   0     0 | 102M   54M
 222% 1914M  141M| 934   125    41M   54M| 495  1.94 |   0     0 |  97M   61M
 190% 1914M  143M| 812   160    43M   41M| 450  1.65 |   0     0 |  99M   56M
 193% 1914M  140M| 972   132    45M   54M| 514  1.58 |   0     0 |  97M   60M
 172% 1915M  142M| 872   151    44M   45M| 465  1.45 |   0     0 |  98M   54M
 187% 1915M  141M| 931   142    45M   50M| 496  1.51 |   0     0 | 100M   57M
 223% 1915M  141M| 949   133    47M   50M| 520  1.75 |   0     0 | 100M   59M
 218% 1915M  144M| 926   150    46M   48M| 499  1.82 |   0     0 |  99M   52M
 193% 1915M  143M| 995   129    49M   53M| 532  1.54 |   0     0 | 100M   59M
 185% 1915M  140M| 821   139    44M   39M| 462  1.47 |   0     0 | 102M   55M
 166% 1916M  141M| 893   130    47M   44M| 447  1.33 |   0     0 | 102M   46M
 190% 1916M  147M| 839   160    45M   39M| 442  1.52 |   0     0 | 103M   48M
 219% 1917M  144M| 935   133    48M   47M| 501  1.79 |   0     0 |  98M   54M
 263% 1808M  146M| 942   124    46M   50M| 505  1.86 |   0     0 |  99M   56M
 216% 1710M  144M| 843   169    45M   40M| 462  1.59 |   0     0 | 101M   51M
 181% 1714M  145M| 910   142    46M   46M| 489  1.41 |   0     0 | 101M   52M
 192% 1716M  143M| 925   153    45M   49M| 520  1.48 |   0     0 |  98M   59M
 220% 1717M  142M| 950   131    46M   50M| 497  1.75 |   0     0 | 101M   54M
 223% 1718M  147M| 936   128    46M   50M| 485  1.81 |   0     0 | 102M   60M
 210% 1718M  140M| 939   135    49M   47M| 538  1.66 |   0     0 | 104M   57M
 206% 1718M  144M| 916   140    49M   46M| 483  1.58 |   0     0 | 103M   49M
 163% 1718M  140M| 792   154    43M   37M| 420  1.31 |   0     0 |  96M   45M
 174% 1719M  144M| 883   151    44M   47M| 456  1.52 |   0     0 |  98M   55M
 214% 1719M  140M| 878   132    46M   43M| 484  1.71 |   0     0 |  99M   49M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 210% 1719M  140M| 864   161    42M   46M| 473  1.90 |   0     0 |  97M   59M
 195% 1719M   98M| 933   148    48M   41M| 455  1.59 |   0     0 | 103M   56M
 101% 1719M   12M| 361   186    17M    0 |  15  1.55 |   0     0 |  93M   50M
96.0% 1719M   11M|  42  0.28     0     0 |   3  0.72 |   0     0 |  77M   78M
 132% 1719M 8960K|  43  0.29     0     0 |   4  0.72 |   0     0 |  55M   56M
69.7% 1719M 8192K|  43  0.31     0     0 |   4  0.79 |   0     0 |2816K 3072K
 4.1% 1719M 8192K|  43  0.34     0     0 |   4  0.82 |   0     0 |   0     0 
 6.1% 1719M 8192K|  42  0.28     0     0 |   3  0.80 |   0     0 |   0     0 
 3.6% 1719M 8192K|  43  0.26     0     0 |   5  0.94 |   0     0 |   0     0 
 3.3% 1719M 8192K|  43  0.29     0     0 |   4  0.86 |   0     0 |   0     0 
 3.2% 1719M 8192K|  43  0.31     0     0 |   4  0.89 |   0     0 |   0     0 
 3.4% 1719M 8192K|  43  0.31     0     0 |   4  0.83 |   0     0 |   0     0 
 3.3% 1719M 8192K|  42  0.28     0     0 |   3  0.84 |   0     0 |   0     0 
 2.8% 1719M 8192K|  43  0.30     0     0 |   4  0.87 |   0     0 |   0     0 
 3.2% 1719M 8192K|  43  0.28     0     0 |   4  0.73 |   0     0 |   0     0 
 3.2% 1719M 8192K|  43  0.31     0     0 |   4  0.95 |   0     0 |   0     0 
 3.7% 1719M 8192K|  43  0.30     0     0 |   4  0.81 |   0     0 |   0     0 
45.3% 1277M 8192K|  43  0.50     0     0 |   4  0.96 |   0     0 |   0     0 
24.4%  769M 8192K|  42  0.30     0     0 |   3  0.81 |   0     0 |   0     0 
 2.6%  769M 8192K|  43  0.26     0     0 |   5  1.03 |   0     0 |   0     0 
 3.7%  769M 8192K|  43  0.29     0     0 |   4  0.74 |   0     0 |   0     0 
 3.3%  769M 8192K|  43  0.31     0     0 |   4  0.88 |   0     0 |   0     0 
 3.7%  769M 8192K|  42  0.29     0     0 |   3  0.82 |   0     0 |   0     0 
 2.8%  769M 8192K|  43  0.31     0     0 |   4  0.89 |   0     0 |   0     0 
 3.3%  769M 8192K|  43  0.28     0     0 |   4  0.78 |   0     0 |   0     0 
 2.5%  769M 8192K|  43  0.28     0     0 |   4  0.84 |   0     0 |   0     0 
