---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
28.0% 1022M  600M    0 | 403  40.3     0    48M|   4  2.21     2  3.35     0 |   0     0 |   0     0     0    48M  194   763     0     0 
37.2% 1022M  592M    0 | 574  30.1     0    70M|   5  3.33     4  3.80     0 |   0     0 |   0     0     0    77M  313   568     0     0 
46.0% 1022M  565M    0 | 590  26.8     0    72M|   8  3.02     8  3.70     0 |   0     0 |   0     0     0    97M  394   403     0     0 
41.9% 1022M  600M    0 | 753  16.1     0    92M|   3  1.98     1  3.76     0 |   0     0 |   0     0     0    59M  236   247     0     0 
29.5% 1022M  588M    0 | 505  38.9     0    61M|   7  2.80     6  3.12     0 |   0     0 |   0     0     0    73M  294   812     0     0 
28.9% 1022M  600M    0 | 509  30.2     0    61M|   8  2.97     6  3.65     0 |   0     0 |   0     0     0    49M  200   524     0     0 
22.5% 1022M  600M    0 | 352  33.3     0    42M|   2  2.69     1  4.38     0 |   0     0 |   0     0     0    42M  170   634     0     0 
38.7% 1022M  600M    0 | 631  32.5     0    77M|   3  1.17     0     0     0 |   0     0 |   0     0     0    77M  309   736     0     0 
24.9% 1022M  593M    0 | 360  44.6     0    43M|   5  2.22     2  3.46     0 |   0     0 |   0     0     0    49M  200   628     0     0 
31.5% 1022M  600M    0 | 604  25.0     0    73M|   4  2.38     3  2.80     0 |   0     0 |   0     0     0    66M  269   594     0     0 
56.7% 1022M  598M    0 |1030  15.6     0   127M|  10  2.66     8  3.09     0 |   0     0 |   0     0     0   129M  516   319     0     0 
30.4% 1022M  571M    0 | 281  53.8     0    33M|   3  2.89     2  3.84     0 |   0     0 |   0     0     0    60M  243   650     0     0 
33.9% 1022M  600M    0 | 622  25.7     0    76M|   3  1.97     1  3.71     0 |   0     0 |   0     0     0    47M  188   646     0     0 
26.1% 1022M  592M    0 | 361  28.2     0    43M|   4  2.37     2  3.81     0 |   0     0 |   0     0     0    52M  258   594     0     0 
35.2% 1022M  568M    0 | 502  45.7     0    60M|   6  2.96     7  3.12     0 |   0     0 |   0     0     0    83M  289   628     0     0 
24.6% 1022M  598M    0 | 602  23.7     0    74M|   6  2.12     4  2.74     0 |   0     0 |   0     0     0    44M  177   637     0     0 
27.9% 1022M  561M    0 | 353  46.7     0    42M|   7  3.21     6  3.57     0 |   0     0 |   0     0     0    79M  318   631     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
44.9% 1022M  574M    0 | 743  22.8     0    91M|   3  1.98     1  3.13     0 |   0     0 |   0     0     0    78M  314   403     0     0 
35.6% 1022M  591M    0 | 523  28.8     0    63M|   4  2.11     1  4.04     0 |   0     0 |   0     0     0    48M  192   658     0     0 
29.3% 1022M  600M    0 | 484  27.2     0    58M|   3  3.19     2  4.15     0 |   0     0 |   0     0     0    48M  196   711     0     0 
35.1% 1022M  600M    0 | 613  31.5     0    74M|   5  2.65     3  3.73     0 |   0     0 |   0     0     0    74M  300   602     0     0 
22.4% 1022M  593M    0 | 372  40.6     0    44M|   5  2.75     4  3.20     0 |   0     0 |   0     0     0    51M  207   601     0     0 
32.1% 1022M  596M    0 | 552  28.0     0    67M|   7  2.92     5  3.74     0 |   0     0 |   0     0     0    63M  257   647     0     0 
29.5% 1022M  592M    0 | 450  36.5     0    54M|   3  1.99     1  3.96     0 |   0     0 |   0     0     0    58M  233   621     0     0 
30.1% 1022M  600M    0 | 501  29.8     0    61M|   4  3.08     3  3.78     0 |   0     0 |   0     0     0    54M  217   615     0     0 
73.6% 1022M  600M    0 |1073  15.5     0   132M|   9  3.04     9  3.55     0 |   0     0 |   0     0     0   131M  530   297     0     0 
23.4% 1022M  598M    0 | 360  41.0     0    43M|   4  2.80     3  3.32     0 |   0     0 |   0     0     0    46M  184   841     0     0 
25.3% 1022M  587M    0 | 374  45.1     0    44M|   6  2.25     3  3.11     0 |   0     0 |   0     0     0    55M  220   699     0     0 
46.7% 1022M  581M    0 | 730  23.5     0    90M|   5  2.68     3  3.70     0 |   0     0 |   0     0     0    96M  385   450     0     0 
38.4% 1022M  563M    0 | 434  18.4     0    52M|   6  3.30     5  3.75     0 |   0     0 |   0     0     0    70M  284   595     0     0 
33.7% 1022M  600M    0 | 642  35.7     0    78M|   5  2.78     3  3.85     0 |   0     0 |   0     0     0    42M  169   628     0     0 
33.1% 1022M  565M    0 | 434  25.5     0    52M|  11  3.12    10  3.34     0 |   0     0 |   0     0     0    87M  351   544     0     0 
31.4% 1022M  577M    0 | 601  36.2     0    73M|   5  2.33     3  3.18     0 |   0     0 |   0     0     0    60M  243   553     0     0 
29.2% 1022M  600M    0 | 561  23.0     0    68M|   4  2.47     2  3.83     0 |   0     0 |   0     0     0    46M  188   599     0     0 
26.9% 1022M  592M    0 | 423  32.2     0    51M|   2  2.54     1  3.84     0 |   0     0 |   0     0     0    58M  239   563     0     0 
37.6% 1022M  600M    0 | 645  31.1     0    78M|   8  3.13     6  3.72     0 |   0     0 |   0     0     0    71M  283   615     0     0 
49.9% 1022M  597M    0 | 736  19.3     0    90M|   6  3.41     5  3.84     0 |   0     0 |   0     0     0    93M  374   366     0     0 
24.8% 1022M  600M    0 | 387  39.4     0    46M|   5  2.33     2  3.88     0 |   0     0 |   0     0     0    43M  175   755     0     0 
26.1% 1022M  562M    0 | 351  32.7     0    42M|   6  2.42     6  2.93     0 |   0     0 |   0     0     0    79M  321   697     0     0 
30.1% 1022M  600M    0 | 657  33.8     0    80M|   3  2.79     2  3.61     0 |   0     0 |   0     0     0    43M  174   625     0     0 
28.1% 1022M  600M    0 | 397  34.5     0    47M|   5  2.53     3  3.61     0 |   0     0 |   0     0     0    47M  191   638     0     0 
43.9% 1022M  570M    0 | 581  33.8     0    70M|   4  3.14     3  3.91     0 |   0     0 |   0     0     0   100M  404   513     0     0 
48.8% 1022M  598M    0 | 818  13.7     0   100M|   5  2.46     3  3.46     0 |   0     0 |   0     0     0    72M  291   267     0     0 
22.8% 1022M  600M    0 | 375  45.6     0    45M|   8  2.52     6  3.04     0 |   0     0 |   0     0     0    43M  176   836     0     0 
34.5% 1022M  600M    0 | 641  29.7     0    78M|   7  2.53     6  2.77     0 |   0     0 |   0     0     0    78M  314   681     0     0 
21.9% 1022M  600M    0 | 342  29.5     0    41M|   2  1.10     0     0     0 |   0     0 |   0     0     0    40M  163   557     0     0 
39.2% 1022M  590M    0 | 580  38.2     0    70M|   6  3.07     5  3.49     0 |   0     0 |   0     0     0    80M  321   644     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
29.1% 1022M  600M    0 | 462  27.9     0    56M|   8  2.89     5  3.82     0 |   0     0 |   0     0     0    46M  188   626     0     0 
25.2% 1022M  600M    0 | 414  33.7     0    50M|   4  2.25     2  3.42     0 |   0     0 |   0     0     0    49M  200   600     0     0 
37.8% 1022M  600M    0 | 720  23.9     0    88M|   3  2.70     4  3.16     0 |   0     0 |   0     0     0    88M  356   421     0     0 
32.9% 1022M  579M    0 | 491  40.0     0    59M|   8  2.63     6  3.15     0 |   0     0 |   0     0     0    79M  320   718     0     0 
29.0% 1022M  600M    0 | 556  25.0     0    67M|   1  1.24     0     0     0 |   0     0 |   0     0     0    47M  188   607     0     0 
24.9% 1022M  594M    0 | 358  32.8     0    43M|   9  2.85     7  3.33     0 |   0     0 |   0     0     0    48M  197   617     0     0 
46.2% 1022M  564M    0 | 582  32.0     0    71M|   8  2.90     6  3.56     0 |   0     0 |   0     0     0   100M  405   551     0     0 
26.9% 1022M  600M    0 | 622  29.0     0    76M|   2  2.25     1  3.30     0 |   0     0 |   0     0     0    41M  165   682     0     0 
21.8% 1022M  593M    0 | 381  43.2     0    45M|   3  1.88     1  3.83     0 |   0     0 |   0     0     0    53M  212   600     0     0 
55.0% 1022M  578M    0 | 776  21.2     0    95M|   9  3.52     8  3.81     0 |   0     0 |   0     0     0   109M  440   427     0     0 
73.6% 1022M  599M    0 |1074  14.4     0   132M|   8  2.79     5  3.64     0 |   0     0 |   0     0     0   112M  450   263     0     0 
31.2% 1022M  596M    0 | 412  39.6     0    49M|   6  2.62     4  3.41     0 |   0     0 |   0     0     0    52M  209   863     0     0 
26.0% 1022M  600M    0 | 431  36.4     0    52M|   1  1.19     0     0     0 |   0     0 |   0     0     0    49M  196   575     0     0 
34.5% 1022M  600M    0 | 652  19.2     0    79M|   7  2.47     5  3.05     0 |   0     0 |   0     0     0    79M  321   427     0     0 
23.4% 1022M  600M    0 | 385  33.1     0    46M|   4  2.71     5  3.15     0 |   0     0 |   0     0     0    46M  184   730     0     0 
41.0% 1023M  585M    0 | 614  36.8     0    75M|  13  2.83    11  3.10     0 |   0     0 |   0     0     0    89M  361   629     0     0 
28.0% 1023M  600M    0 | 502  29.7     0    61M|   5  2.76     3  3.76     0 |   0     0 |   0     0     0    46M  185   620     0     0 
25.9% 1023M  595M    0 | 369  45.3     0    44M|   2  2.63     1  4.08     0 |   0     0 |   0     0     0    50M  201   656     0     0 
32.5% 1023M  600M    0 | 583  27.1     0    71M|   3  1.72     1  3.44     0 |   0     0 |   0     0     0    66M  264   685     0     0 
25.0% 1023M  600M    0 | 499  27.8     0    60M|   4  2.44     3  2.86     0 |   0     0 |   0     0     0    60M  243   462     0     0 
31.4% 1023M  586M    0 | 458  37.4     0    55M|   7  2.69     4  3.73     0 |   0     0 |   0     0     0    68M  277   717     0     0 
30.7% 1023M  600M    0 | 482  32.8     0    58M|   6  2.75     4  3.54     0 |   0     0 |   0     0     0    45M  184   672     0     0 
37.2% 1023M  594M    0 | 535  32.0     0    66M|   6  3.95     5  4.50     0 |   0     0 |   0     0     0    72M  289   631     0     0 
24.7% 1023M  590M    0 | 400  37.9     0    46M|   3  2.13     1  4.07     0 |   0     0 |   0     0     0    51M  205   612     0     0 
32.4% 1023M  600M    0 | 639  21.9     0    78M|   3  2.84     2  3.69     0 |   0     0 |   0     0     0    68M  275   511     0     0 
24.4% 1023M  598M    0 | 401  46.4     0    48M|   5  2.34     3  3.14     0 |   0     0 |   0     0     0    56M  231   652     0     0 
35.0% 1023M  600M    0 | 581  26.1     0    70M|   7  2.99     7  3.70     0 |   0     0 |   0     0     0    62M  248   640     0     0 
31.8% 1023M  562M    0 | 365  37.9     0    44M|   7  3.21     7  3.53     0 |   0     0 |   0     0     0    81M  327   602     0     0 
31.1% 1023M  600M    0 | 637  29.2     0    77M|   3  1.78     0     0     0 |   0     0 |   0     0     0    40M  162   579     0     0 
32.8% 1023M  593M    0 | 500  30.1     0    60M|   4  5.17     3  6.36     0 |   0     0 |   0     0     0    67M  272   651     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
29.4% 1023M  600M    0 | 453  35.3     0    54M|   6  2.52     3  3.75     0 |   0     0 |   0     0     0    48M  193   613     0     0 
32.1% 1023M  600M    0 | 527  28.8     0    64M|   6  2.77     4  3.57     0 |   0     0 |   0     0     0    64M  258   619     0     0 
34.0% 1023M  594M    0 | 394  40.8     0    47M|   7  3.53     6  3.87     0 |   0     0 |   0     0     0    53M  216   691     0     0 
38.6% 1023M  593M    0 | 524  28.8     0    63M|   7  2.89     5  3.58     0 |   0     0 |   0     0     0    64M  261   640     0     0 
33.0% 1023M  600M    0 | 525  34.2     0    64M|   5  3.00     4  3.55     0 |   0     0 |   0     0     0    57M  231   614     0     0 
41.5% 1023M  598M    0 | 645  25.1     0    78M|   5  2.34     3  3.33     0 |   0     0 |   0     0     0    79M  319   522     0     0 
19.9% 1023M  600M    0 | 348  31.2     0    41M|   6  2.28     4  2.87     0 |   0     0 |   0     0     0    40M  162   613     0     0 
40.3% 1023M  583M    0 | 539  38.9     0    64M|   7  2.77     6  3.00     0 |   0     0 |   0     0     0    81M  326   629     0     0 
32.8% 1023M  600M    0 | 507  26.3     0    62M|   4  2.37     4  3.29     0 |   0     0 |   0     0     0    45M  184   574     0     0 
62.3% 1023M  600M    0 | 949  18.5     0   117M|   4  3.08     3  3.70     0 |   0     0 |   0     0     0   116M  469   379     0     0 
24.6% 1023M  600M    0 | 348  44.4     0    41M|   6  2.25     3  3.12     0 |   0     0 |   0     0     0    42M  168   842     0     0 
23.4% 1023M  600M    0 | 413  37.5     0    49M|   6  2.51     4  3.25     0 |   0     0 |   0     0     0    49M  200   593     0     0 
35.3% 1023M  593M    0 | 608  29.1     0    74M|   8  2.99     7  3.29     0 |   0     0 |   0     0     0    80M  325   633     0     0 
58.3% 1023M  600M    0 | 839  15.2     0   103M|   6  2.82     4  3.61     0 |   0     0 |   0     0     0    96M  387   227     0     0 
25.7% 1023M  600M    0 | 385  42.1     0    46M|   4  3.09     3  3.75     0 |   0     0 |   0     0     0    46M  187   868     0     0 
36.0% 1023M  573M    0 | 469  39.9     0    56M|   8  2.84     6  3.42     0 |   0     0 |   0     0     0    83M  334   629     0     0 
45.6% 1023M  569M    0 | 737  21.4     0    90M|   8  2.67     6  3.22     0 |   0     0 |   0     0     0    95M  382   376     0     0 
27.3% 1023M  591M    0 | 605  26.4     0    74M|   6  2.81     5  3.08     0 |   0     0 |   0     0     0    52M  210   698     0     0 
27.3% 1023M  597M    0 | 446  35.7     0    54M|   5  2.95     3  4.16     0 |   0     0 |   0     0     0    47M  189   605     0     0 
32.7% 1023M  570M    0 | 429  36.7     0    52M|   5  3.06     4  3.61     0 |   0     0 |   0     0     0    79M  319   645     0     0 
52.9% 1023M  600M    0 | 946  15.6     0   116M|   6  2.50     5  3.57     0 |   0     0 |   0     0     0    86M  347   304     0     0 
24.9% 1023M  600M    0 | 394  39.0     0    47M|   4  2.18     2  3.13     0 |   0     0 |   0     0     0    47M  191   783     0     0 
22.9% 1023M  600M    0 | 385  31.6     0    46M|   2  2.22     1  3.46     0 |   0     0 |   0     0     0    46M  188   628     0     0 
32.8% 1023M  600M    0 | 641  33.2     0    78M|  13  2.49    11  2.71     0 |   0     0 |   0     0     0    77M  313   631     0     0 
22.4% 1023M  600M    0 | 316  40.8     0    37M|   1  1.29     0     0     0 |   0     0 |   0     0     0    38M  155   810     0     0 
34.3% 1023M  570M    0 | 430  44.2     0    52M|   4  2.51     2  3.84     0 |   0     0 |   0     0     0    82M  329   597     0     0 
29.8% 1023M  600M    0 | 615  23.4     0    75M|   3  1.95     1  3.83     0 |   0     0 |   0     0     0    44M  180   629     0     0 
36.5% 1023M  559M    0 | 436  39.9     0    52M|   6  3.29     5  3.74     0 |   0     0 |   0     0     0    93M  375   506     0     0 
41.8% 1023M  600M    0 | 846  13.5     0   104M|   8  2.69     6  3.26     0 |   0     0 |   0     0     0    63M  253   241     0     0 
24.1% 1023M  600M    0 | 380  37.7     0    45M|   3  2.65     2  3.35     0 |   0     0 |   0     0     0    46M  186   802     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
40.8% 1023M  592M    0 | 631  34.7     0    75M|   6  2.40     3  3.34     0 |   0     0 |   0     0     0    83M  336   635     0     0 
24.7% 1023M  600M    0 | 410  30.1     0    51M|   2  1.07     0     0     0 |   0     0 |   0     0     0    43M  172   647     0     0 
26.2% 1023M  600M    0 | 405  42.3     0    49M|   4  2.72     5  3.34     0 |   0     0 |   0     0     0    48M  196   636     0     0 
37.9% 1023M  595M    0 | 650  28.0     0    79M|   9  2.80     7  3.26     0 |   0     0 |   0     0     0    84M  339   647     0     0 
22.1% 1023M  599M    0 | 445  35.8     0    54M|   6  2.56     5  2.85     0 |   0     0 |   0     0     0    48M  195   599     0     0 
 108% 1023M  597M    0 | 959  16.5     0   118M|   7  3.18     5  3.99     0 |   0     0 |   0     0     0   120M  484   365     0     0 
53.1% 1023M  600M    0 | 607  18.3     0    74M|   4  2.46     2  3.85     0 |   0     0 |   0     0     0    71M  288   301     0     0 
33.6% 1024M  600M    0 | 440  45.6     0    53M|   6  3.40     5  3.82     0 |   0     0 |   0     0     0    53M  213   822     0     0 
49.8% 1024M  580M    0 | 507  32.7     0    61M|   8  3.13     6  3.79     0 |   0     0 |   0     0     0    81M  327   653     0     0 
26.9% 1024M  599M    0 | 474  30.7     0    57M|   1  0.83     0     0     0 |   0     0 |   0     0     0    39M  157   750     0     0 
27.3% 1024M  595M    0 | 342  39.4     0    41M|   5  2.46     2  4.01     0 |   0     0 |   0     0     0    45M  180   691     0     0 
46.7% 1024M  600M    0 | 585  30.9     0    71M|   5  2.87     3  3.94     0 |   0     0 |   0     0     0    67M  282   627     0     0 
56.8% 1024M  571M    0 | 605  28.9     0    74M|   8  3.15     7  3.40     0 |   0     0 |   0     0     0   101M  397   431     0     0 
43.0% 1024M  600M    0 | 626  18.1     0    76M|   6  2.68     4  3.53     0 |   0     0 |   0     0     0    47M  192   302     0     0 
45.2% 1024M  592M    0 | 569  36.0     0    69M|   4  2.91     5  3.63     0 |   0     0 |   0     0     0    78M  315   737     0     0 
24.7% 1024M  600M    0 | 419  29.5     0    50M|   3  1.69     1  3.21     0 |   0     0 |   0     0     0    42M  172   647     0     0 
36.5% 1024M  581M    0 | 536  36.2     0    65M|   6  2.67     4  3.50     0 |   0     0 |   0     0     0    83M  334   588     0     0 
27.1% 1024M  600M    0 | 498  29.0     0    60M|   2  2.46     1  3.81     0 |   0     0 |   0     0     0    42M  168   650     0     0 
35.5% 1024M  586M    0 | 537  32.3     0    65M|   7  2.71     5  3.37     0 |   0     0 |   0     0     0    79M  317   616     0     0 
27.6% 1024M  600M    0 | 518  29.2     0    63M|   9  2.88     8  3.12     0 |   0     0 |   0     0     0    48M  198   581     0     0 
30.9% 1024M  563M    0 | 373  38.5     0    44M|   7  2.80     4  3.93     0 |   0     0 |   0     0     0    81M  328   610     0     0 
28.3% 1024M  596M    0 | 661  26.3     0    80M|   6  2.34     4  2.96     0 |   0     0 |   0     0     0    47M  192   601     0     0 
21.8% 1024M  600M    0 | 372  32.1     0    44M|   1  1.23     0     0     0 |   0     0 |   0     0     0    41M  165   624     0     0 
40.2% 1024M  600M    0 | 624  30.6     0    76M|   5  2.63     3  3.71     0 |   0     0 |   0     0     0    76M  307   636     0     0 
26.9% 1024M  597M    0 | 393  43.2     0    47M|   7  3.26     6  3.59     0 |   0     0 |   0     0     0    48M  198   640     0     0 
38.3% 1024M  596M    0 | 575  28.7     0    69M|   6  2.84     4  3.70     0 |   0     0 |   0     0     0    71M  287   544     0     0 
23.5% 1024M  600M    0 | 425  37.0     0    52M|   4  2.27     4  3.24     0 |   0     0 |   0     0     0    48M  195   646     0     0 
33.0% 1024M  600M    0 | 589  16.9     0    72M|   4  2.73     3  3.22     0 |   0     0 |   0     0     0    72M  289   438     0     0 
38.9% 1024M  594M    0 | 577  38.3     0    70M|   4  2.57     2  3.94     0 |   0     0 |   0     0     0    76M  305   763     0     0 
23.3% 1024M  596M    0 | 374  35.8     0    45M|   8  2.63     7  2.84     0 |   0     0 |   0     0     0    42M  173   622     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
45.4% 1024M  573M    0 | 686  26.8     0    84M|   7  2.38     4  3.29     0 |   0     0 |   0     0     0   107M  431   460     0     0 
31.4% 1024M  562M    0 | 452  17.4     0    54M|   6  2.67     4  3.54     0 |   0     0 |   0     0     0    64M  260   598     0     0 
25.8% 1024M  598M    0 | 617  36.3     0    75M|   3  2.12     2  2.60     0 |   0     0 |   0     0     0    40M  162   727     0     0 
32.7% 1024M  596M    0 | 500  34.8     0    60M|   4  2.40     2  3.75     0 |   0     0 |   0     0     0    62M  252   621     0     0 
59.4% 1024M  588M    0 | 896  17.7     0   110M|  11  3.40    10  3.60     0 |   0     0 |   0     0     0   117M  472   323     0     0 
37.2% 1024M  600M    0 | 499  28.4     0    61M|   5  2.65     3  3.70     0 |   0     0 |   0     0     0    49M  198   338     0     0 
36.2% 1024M  585M    0 | 541  32.6     0    65M|  11  2.87     9  3.30     0 |   0     0 |   0     0     0    80M  324   758     0     0 
24.0% 1024M  600M    0 | 463  27.3     0    56M|   2  2.25     1  3.48     0 |   0     0 |   0     0     0    42M  168   626     0     0 
40.1% 1024M  570M    0 | 605  31.8     0    73M|   9  2.74     9  3.16     0 |   0     0 |   0     0     0   103M  416   476     0     0 
32.2% 1024M  592M    0 | 589  26.9     0    72M|   2  2.71     1  4.21     0 |   0     0 |   0     0     0    50M  200   709     0     0 
26.7% 1024M  600M    0 | 458  31.5     0    55M|   7  2.77     4  3.87     0 |   0     0 |   0     0     0    47M  192   595     0     0 
25.8% 1024M  600M    0 | 380  34.7     0    45M|   5  2.84     3  3.96     0 |   0     0 |   0     0     0    45M  183   619     0     0 
33.2% 1024M  577M    0 | 499  40.3     0    60M|   3  3.14     2  4.10     0 |   0     0 |   0     0     0    83M  334   686     0     0 
26.4% 1024M  595M    0 | 606  26.4     0    72M|   2  0.95     0     0     0 |   0     0 |   0     0     0    54M  216   573     0     0 
24.8% 1024M  600M    0 | 423  28.9     0    53M|   2  2.50     1  3.72     0 |   0     0 |   0     0     0    49M  198   543     0     0 
41.0% 1024M  584M    0 | 612  31.8     0    74M|  11  2.95     9  3.35     0 |   0     0 |   0     0     0    89M  360   595     0     0 
28.7% 1024M  583M    0 | 459  31.8     0    55M|   6  2.74     4  3.67     0 |   0     0 |   0     0     0    56M  227   664     0     0 
25.3% 1024M  597M    0 | 454  30.5     0    55M|   4  2.93     3  3.47     0 |   0     0 |   0     0     0    42M  170   626     0     0 
34.9% 1024M  600M    0 | 617  31.0     0    75M|   3  1.85     1  3.54     0 |   0     0 |   0     0     0    72M  288   623     0     0 
38.4% 1024M  566M    0 | 596  26.2     0    72M|  10  2.99     9  3.23     0 |   0     0 |   0     0     0   106M  428   423     0     0 
52.7% 1024M  597M    0 | 932  13.3     0   114M|   6  2.93     4  3.78     0 |   0     0 |   0     0     0    83M  335   265     0     0 
25.4% 1024M  600M    0 | 359  43.2     0    43M|   6  2.39     5  3.50     0 |   0     0 |   0     0     0    41M  166   817     0     0 
39.8% 1024M  594M    0 | 597  33.8     0    73M|   7  3.19     6  3.50     0 |   0     0 |   0     0     0    78M  314   627     0     0 
47.4% 1024M  587M    0 | 750  21.2     0    92M|   6  2.44     4  3.16     0 |   0     0 |   0     0     0    98M  396   391     0     0 
44.7% 1024M  599M    0 | 743  18.6     0    91M|   6  2.60     5  2.88     0 |   0     0 |   0     0     0    79M  321   299     0     0 
22.3% 1024M  600M    0 | 371  46.3     0    44M|   5  2.60     3  3.57     0 |   0     0 |   0     0     0    44M  178   860     0     0 
43.3% 1024M  598M    0 | 681  24.5     0    83M|   7  2.87     5  3.52     0 |   0     0 |   0     0     0    86M  347   560     0     0 
23.9% 1024M  600M    0 | 411  29.8     0    49M|   2  2.57     1  3.78     0 |   0     0 |   0     0     0    46M  186   605     0     0 
34.8% 1024M  583M    0 | 496  39.6     0    60M|   3  1.90     1  3.42     0 |   0     0 |   0     0     0    77M  310   666     0     0 
25.7% 1024M  598M    0 | 488  26.8     0    59M|   5  2.70     4  3.03     0 |   0     0 |   0     0     0    44M  178   606     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
28.8% 1024M  584M    0 | 479  39.0     0    59M|   5  2.19     3  2.92     0 |   0     0 |   0     0     0    72M  292   666     0     0 
27.6% 1024M  600M    0 | 460  31.0     0    54M|   7  2.32     4  2.92     0 |   0     0 |   0     0     0    39M  158   681     0     0 
35.3% 1024M  587M    0 | 469  35.0     0    57M|   5  2.70     6  3.21     0 |   0     0 |   0     0     0    70M  283   636     0     0 
27.7% 1024M  600M    0 | 481  29.7     0    58M|   3  1.83     1  3.10     0 |   0     0 |   0     0     0    45M  180   628     0     0 
37.2% 1024M  599M    0 | 562  33.3     0    68M|   4  3.19     3  3.91     0 |   0     0 |   0     0     0    70M  283   629     0     0 
26.6% 1024M  600M    0 | 389  39.6     0    46M|   5  2.56     3  3.64     0 |   0     0 |   0     0     0    45M  181   666     0     0 
31.3% 1024M  596M    0 | 557  27.9     0    67M|   6  2.37     4  3.08     0 |   0     0 |   0     0     0    71M  288   627     0     0 
28.5% 1024M  594M    0 | 432  38.9     0    52M|   3  2.72     2  3.52     0 |   0     0 |   0     0     0    54M  219   616     0     0 
55.5% 1024M  591M    0 | 891  17.9     0   109M|  10  2.77     8  3.22     0 |   0     0 |   0     0     0   111M  448   378     0     0 
27.5% 1024M  600M    0 | 440  36.0     0    54M|   2  2.54     1  3.84     0 |   0     0 |   0     0     0    45M  183   778     0     0 
22.7% 1024M  600M    0 | 339  29.3     0    40M|   8  2.61     5  3.51     0 |   0     0 |   0     0     0    40M  162   640     0     0 
33.5% 1024M  600M    0 | 654  32.6     0    80M|   8  2.72     6  3.29     0 |   0     0 |   0     0     0    80M  322   618     0     0 
22.6% 1024M  600M    0 | 390  39.3     0    47M|   3  2.88     2  3.63     0 |   0     0 |   0     0     0    47M  190   608     0     0 
33.7% 1024M  567M    0 | 391  43.9     0    47M|   7  3.11     5  3.97     0 |   0     0 |   0     0     0    79M  320   666     0     0 
33.0% 1024M  600M    0 | 648  23.0     0    79M|   1  1.18     2  3.39     0 |   0     0 |   0     0     0    47M  188   595     0     0 
35.9% 1024M  560M    0 | 378  44.6     0    45M|  10  3.18     8  3.69     0 |   0     0 |   0     0     0    84M  341   547     0     0 
39.4% 1024M  563M    0 | 620  12.9     0    75M|   4  2.47     2  4.01     0 |   0     0 |   0     0     0    73M  293   529     0     0 
26.7% 1024M  600M    0 | 622  36.1     0    76M|   3  2.32     2  2.85     0 |   0     0 |   0     0     0    40M  160   708     0     0 
32.5% 1024M  573M    0 | 425  40.6     0    51M|   7  2.48     5  3.00     0 |   0     0 |   0     0     0    77M  313   550     0     0 
50.8% 1024M  582M    0 | 794  20.0     0    97M|   3  3.08     2  4.02     0 |   0     0 |   0     0     0    87M  351   398     0     0 
34.4% 1024M  572M    0 | 446  35.6     0    54M|  13  3.11    11  3.46     0 |   0     0 |   0     0     0    65M  262   653     0     0 
30.0% 1024M  600M    0 | 577  24.0     0    70M|   5  2.31     2  3.83     0 |   0     0 |   0     0     0    42M  170   609     0     0 
22.0% 1024M  600M    0 | 394  35.9     0    47M|   3  3.16     2  4.23     0 |   0     0 |   0     0     0    47M  189   612     0     0 
56.6% 1024M  599M    0 |1031  17.9     0   127M|   8  2.51     6  2.99     0 |   0     0 |   0     0     0   127M  514   359     0     0 
24.8% 1024M  600M    0 | 363  39.7     0    43M|   4  2.82     3  3.29     0 |   0     0 |   0     0     0    43M  173   836     0     0 
32.5% 1024M  565M    0 | 398  46.8     0    48M|  12  2.74    10  3.08     0 |   0     0 |   0     0     0    82M  331   617     0     0 
43.3% 1024M  573M    0 | 750  21.2     0    92M|   4  2.30     4  3.48     0 |   0     0 |   0     0     0    83M  336   425     0     0 
31.6% 1024M  567M    0 | 445  35.6     0    54M|   3  2.82     2  3.72     0 |   0     0 |   0     0     0    60M  242   628     0     0 
