---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
53.4% 1004M  599M    0 | 907  19.2     0   111M|   8  2.91     6  3.34     0 |   0     0 |   0     0     0   108M  435   374     0     0 
33.5% 1004M  600M    0 | 420  32.2     0    50M|   2  1.04     0     0     0 |   0     0 |   0     0     0    49M  198   332     0     0 
41.8% 1004M  600M    0 | 653  27.5     0    80M|   7  3.33     6  3.67     0 |   0     0 |   0     0     0    80M  323   733     0     0 
30.3% 1004M  600M    0 | 463  34.8     0    56M|   4  2.57     2  4.19     0 |   0     0 |   0     0     0    56M  226   471     0     0 
71.0% 1004M  600M    0 |1147  13.3     0   141M|   6  2.50     4  3.25     0 |   0     0 |   0     0     0   141M  567   303     0     0 
23.6% 1004M  600M    0 | 388  40.3     0    46M|   7  2.60     6  2.82     0 |   0     0 |   0     0     0    46M  188   854     0     0 
23.6% 1004M  600M    0 | 409  38.1     0    49M|   3  1.94     1  3.55     0 |   0     0 |   0     0     0    49M  197   599     0     0 
40.6% 1004M  572M    0 | 624  27.5     0    76M|   6  2.87     5  3.22     0 |   0     0 |   0     0     0   104M  418   476     0     0 
50.0% 1004M  600M    0 | 771  15.8     0    94M|   3  2.16     1  4.02     0 |   0     0 |   0     0     0    66M  268   263     0     0 
29.3% 1005M  600M    0 | 410  47.6     0    49M|   8  3.27     8  3.80     0 |   0     0 |   0     0     0    49M  199   880     0     0 
37.4% 1005M  590M    0 | 608  26.2     0    74M|   5  3.11     4  3.58     0 |   0     0 |   0     0     0    83M  337   597     0     0 
58.6% 1006M  600M    0 | 904  17.6     0   111M|   6  2.76     3  4.17     0 |   0     0 |   0     0     0   102M  410   346     0     0 
30.0% 1006M  600M    0 | 390  25.0     0    47M|   1  0.92     0     0     0 |   0     0 |   0     0     0    47M  190   282     0     0 
45.0% 1006M  596M    0 | 651  33.9     0    79M|   6  3.05     4  3.83     0 |   0     0 |   0     0     0    82M  331   766     0     0 
27.7% 1006M  600M    0 | 362  32.6     0    43M|   2  1.15     0     0     0 |   0     0 |   0     0     0    40M  162   636     0     0 
79.8% 1006M  600M    0 |1096  18.0     0   135M|  10  3.03     9  3.21     0 |   0     0 |   0     0     0   135M  544   317     0     0 
32.6% 1006M  600M    0 | 430  25.0     0    52M|   2  1.13     0     0     0 |   0     0 |   0     0     0    51M  206   311     0     0 
45.2% 1006M  588M    0 | 561  38.0     0    67M|   8  3.10     7  3.36     0 |   0     0 |   0     0     0    79M  319   817     0     0 
39.0% 1007M  555M    0 | 456  28.0     0    56M|   7  2.50     5  3.15     0 |   0     0 |   0     0     0    88M  349   487     0     0 
51.4% 1007M  586M    0 | 741  25.7     0    89M|   2  1.20     0     0     0 |   0     0 |   0     0     0    59M  244   573     0     0 
35.0% 1007M  600M    0 | 489  30.1     0    60M|   8  2.84     6  3.35     0 |   0     0 |   0     0     0    46M  186   639     0     0 
33.9% 1007M  600M    0 | 323  35.1     0    38M|   5  3.01     5  3.86     0 |   0     0 |   0     0     0    38M  157   718     0     0 
72.6% 1007M  594M    0 |1060  20.4     0   130M|   5  3.05     4  3.47     0 |   0     0 |   0     0     0   136M  547   376     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
42.2% 1007M  596M    0 | 507  22.6     0    61M|   3  2.16     1  4.34     0 |   0     0 |   0     0     0    60M  242   316     0     0 
29.7% 1007M  600M    0 | 428  35.1     0    51M|   4  2.16     2  3.21     0 |   0     0 |   0     0     0    47M  191   822     0     0 
53.9% 1007M  600M    0 | 681  30.0     0    83M|  10  3.46     9  3.66     0 |   0     0 |   0     0     0    83M  334   622     0     0 
66.5% 1007M  598M    0 | 931  17.5     0   114M|   3  2.22     1  4.25     0 |   0     0 |   0     0     0   117M  470   325     0     0 
25.4% 1007M  575M    0 | 272  59.8     0    32M|   3  2.90     2  3.81     0 |   0     0 |   0     0     0    54M  217   755     0     0 
28.6% 1007M  600M    0 | 537  24.2     0    65M|   4  2.56     2  3.81     0 |   0     0 |   0     0     0    41M  166   629     0     0 
33.1% 1007M  561M    0 | 430  42.9     0    52M|  12  2.57    10  2.93     0 |   0     0 |   0     0     0    90M  365   583     0     0 
67.8% 1007M  599M    0 |1131  12.7     0   139M|   2  2.36     1  3.18     0 |   0     0 |   0     0     0   101M  406   225     0     0 
27.6% 1007M  600M    0 | 354  44.5     0    42M|   4  2.19     1  4.35     0 |   0     0 |   0     0     0    42M  170   931     0     0 
38.1% 1007M  578M    0 | 493  36.5     0    60M|   5  3.61     4  4.20     0 |   0     0 |   0     0     0    81M  328   567     0     0 
52.9% 1007M  590M    0 | 881  17.9     0   108M|   9  2.90     9  3.31     0 |   0     0 |   0     0     0    97M  390   358     0     0 
25.3% 1007M  600M    0 | 475  27.3     0    57M|   2  1.01     0     0     0 |   0     0 |   0     0     0    47M  189   640     0     0 
26.7% 1007M  592M    0 | 432  43.9     0    52M|   5  3.18     4  3.78     0 |   0     0 |   0     0     0    59M  239   711     0     0 
39.4% 1007M  600M    0 | 597  24.7     0    72M|   6  2.87     4  3.63     0 |   0     0 |   0     0     0    65M  262   509     0     0 
25.0% 1007M  600M    0 | 424  35.0     0    51M|   4  2.97     3  3.53     0 |   0     0 |   0     0     0    51M  206   562     0     0 
36.1% 1007M  593M    0 | 638  28.2     0    78M|   4  2.43     2  3.75     0 |   0     0 |   0     0     0    84M  339   618     0     0 
23.4% 1007M  600M    0 | 415  36.6     0    50M|   2  0.83     0     0     0 |   0     0 |   0     0     0    44M  176   633     0     0 
32.2% 1007M  578M    0 | 478  34.8     0    57M|   8  3.27     7  3.55     0 |   0     0 |   0     0     0    79M  320   618     0     0 
36.9% 1007M  585M    0 | 604  26.4     0    74M|   4  2.01     1  3.43     0 |   0     0 |   0     0     0    67M  270   504     0     0 
30.3% 1007M  600M    0 | 475  30.4     0    57M|   4  3.17     3  3.81     0 |   0     0 |   0     0     0    42M  170   765     0     0 
27.2% 1007M  600M    0 | 408  37.8     0    49M|   2  1.16     0     0     0 |   0     0 |   0     0     0    50M  200   626     0     0 
32.5% 1007M  592M    0 | 578  30.9     0    70M|   7  2.53     5  3.18     0 |   0     0 |   0     0     0    78M  313   663     0     0 
58.2% 1007M  598M    0 | 942  16.3     0   116M|   9  2.93    10  3.20     0 |   0     0 |   0     0     0   109M  441   314     0     0 
25.8% 1007M  599M    0 | 394  41.6     0    47M|   2  0.98     0     0     0 |   0     0 |   0     0     0    46M  185   789     0     0 
28.4% 1007M  597M    0 | 377  31.6     0    45M|   5  3.42     4  3.96     0 |   0     0 |   0     0     0    47M  191   629     0     0 
33.7% 1007M  564M    0 | 370  53.9     0    44M|   5  2.68     3  3.82     0 |   0     0 |   0     0     0    77M  311   654     0     0 
29.0% 1007M  599M    0 | 617  23.6     0    75M|   5  2.58     3  3.71     0 |   0     0 |   0     0     0    39M  160   727     0     0 
15.9% 1007M  600M    0 | 313  36.5     0    37M|   2  2.21     1  3.19     0 |   0     0 |   0     0     0    37M  151   685     0     0 
29.0% 1007M  586M    0 | 457  45.1     0    55M|   9  2.56     6  3.28     0 |   0     0 |   0     0     0    69M  279   772     0     0 
23.8% 1008M  600M    0 | 482  30.7     0    58M|   6  2.71     5  2.98     0 |   0     0 |   0     0     0    44M  178   658     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
21.7% 1008M  600M    0 | 333  43.2     0    39M|   2  1.11     0     0     0 |   0     0 |   0     0     0    38M  156   747     0     0 
27.2% 1008M  580M    0 | 342  48.5     0    41M|   6  3.04     4  3.98     0 |   0     0 |   0     0     0    63M  253   747     0     0 
29.4% 1008M  599M    0 | 610  29.0     0    74M|   6  2.69     5  3.02     0 |   0     0 |   0     0     0    54M  220   755     0     0 
21.5% 1008M  598M    0 | 321  40.3     0    38M|   2  0.81     2  2.86     0 |   0     0 |   0     0     0    39M  157   747     0     0 
26.1% 1008M  574M    0 | 412  49.4     0    49M|   5  2.75     4  3.14     0 |   0     0 |   0     0     0    75M  301   709     0     0 
21.7% 1008M  571M    0 | 302  52.9     0    36M|   3  2.19     1  4.19     0 |   0     0 |   0     0     0    38M  155   903     0     0 
27.6% 1008M  600M    0 | 553  23.6     0    67M|   2  1.06     0     0     0 |   0     0 |   0     0     0    38M  154   712     0     0 
20.6% 1008M  600M    0 | 307  42.7     0    36M|   4  2.81     3  3.41     0 |   0     0 |   0     0     0    37M  150   801     0     0 
25.8% 1008M  600M    0 | 491  43.2     0    59M|   8  2.40     5  3.11     0 |   0     0 |   0     0     0    59M  239   730     0     0 
29.2% 1008M  600M    0 | 545  25.4     0    66M|   5  2.68     4  3.14     0 |   0     0 |   0     0     0    66M  267   555     0     0 
18.6% 1008M  600M    0 | 313  41.8     0    37M|   6  2.62     4  3.33     0 |   0     0 |   0     0     0    37M  151   877     0     0 
32.5% 1008M  567M    0 | 365  58.2     0    43M|   2  1.06     0     0     0 |   0     0 |   0     0     0    76M  307   737     0     0 
29.2% 1008M  600M    0 | 580  24.9     0    70M|   5  3.37     4  3.88     0 |   0     0 |   0     0     0    38M  152   714     0     0 
45.3% 1008M  598M    0 | 647  20.7     0    79M|  12  2.88    10  3.24     0 |   0     0 |   0     0     0    80M  325   380     0     0 
20.9% 1008M  600M    0 | 352  45.2     0    42M|   3  2.67     2  3.35     0 |   0     0 |   0     0     0    40M  161   808     0     0 
32.7% 1008M  573M    0 | 509  38.9     0    61M|  10  2.52     8  2.87     0 |   0     0 |   0     0     0    89M  359   632     0     0 
35.6% 1008M  590M    0 | 645  20.5     0    78M|   5  2.55     5  3.41     0 |   0     0 |   0     0     0    61M  247   510     0     0 
28.2% 1008M  595M    0 | 425  40.7     0    51M|   9  3.34     8  3.64     0 |   0     0 |   0     0     0    46M  188   688     0     0 
58.8% 1008M  581M    0 | 869  19.8     0   106M|   8  2.95     5  3.88     0 |   0     0 |   0     0     0   121M  486   377     0     0 
26.2% 1008M  583M    0 | 419  30.6     0    50M|   5  2.87     4  3.39     0 |   0     0 |   0     0     0    47M  192   762     0     0 
30.0% 1008M  590M    0 | 523  36.3     0    63M|   5  2.44     3  3.40     0 |   0     0 |   0     0     0    57M  232   628     0     0 
29.5% 1008M  600M    0 | 570  27.3     0    69M|   6  2.56     4  3.36     0 |   0     0 |   0     0     0    59M  239   613     0     0 
27.4% 1008M  592M    0 | 372  40.7     0    44M|   1  1.30     0     0     0 |   0     0 |   0     0     0    52M  211   692     0     0 
33.9% 1008M  597M    0 | 516  32.9     0    63M|   7  3.02     5  3.85     0 |   0     0 |   0     0     0    59M  240   649     0     0 
30.8% 1008M  594M    0 | 472  30.9     0    56M|   3  2.66     2  3.41     0 |   0     0 |   0     0     0    58M  236   619     0     0 
37.7% 1008M  568M    0 | 575  30.0     0    70M|   7  2.52     5  3.11     0 |   0     0 |   0     0     0    95M  383   478     0     0 
61.0% 1008M  595M    0 |1127  14.0     0   139M|   6  2.30     4  3.10     0 |   0     0 |   0     0     0   112M  451   251     0     0 
29.3% 1008M  600M    0 | 420  37.2     0    50M|   2  2.55     1  3.85     0 |   0     0 |   0     0     0    45M  183   879     0     0 
26.0% 1008M  600M    0 | 329  39.5     0    39M|   9  2.86     8  3.56     0 |   0     0 |   0     0     0    39M  158   722     0     0 
64.7% 1008M  590M    0 |1037  18.4     0   128M|   7  3.15     6  3.49     0 |   0     0 |   0     0     0   137M  552   345     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
62.7% 1008M  598M    0 | 977  16.2     0   120M|  14  2.94    12  3.26     0 |   0     0 |   0     0     0   111M  451   293     0     0 
31.6% 1008M  600M    0 | 444  28.6     0    53M|   5  2.31     3  3.25     0 |   0     0 |   0     0     0    51M  208   362     0     0 
32.3% 1008M  592M    0 | 592  32.2     0    72M|   7  2.74     6  3.03     0 |   0     0 |   0     0     0    80M  323   776     0     0 
64.3% 1008M  596M    0 | 968  15.6     0   119M|   3  2.25     1  4.30     0 |   0     0 |   0     0     0   115M  461   290     0     0 
28.9% 1008M  597M    0 | 416  40.1     0    50M|   5  3.05     4  3.52     0 |   0     0 |   0     0     0    49M  198   784     0     0 
28.0% 1008M  600M    0 | 408  36.5     0    49M|   7  2.95     5  3.68     0 |   0     0 |   0     0     0    47M  189   611     0     0 
23.0% 1008M  600M    0 | 402  41.4     0    48M|   3  1.91     1  3.71     0 |   0     0 |   0     0     0    48M  195   635     0     0 
64.0% 1008M  600M    0 |1082  13.0     0   133M|   2  2.29     1  3.53     0 |   0     0 |   0     0     0   133M  535   352     0     0 
25.4% 1008M  600M    0 | 358  43.6     0    43M|   6  2.18     3  3.07     0 |   0     0 |   0     0     0    42M  172   850     0     0 
34.5% 1008M  565M    0 | 380  48.4     0    45M|   4  2.96     3  3.63     0 |   0     0 |   0     0     0    80M  323   625     0     0 
39.9% 1008M  595M    0 | 744  21.3     0    91M|   5  2.62     3  3.54     0 |   0     0 |   0     0     0    61M  246   503     0     0 
27.7% 1008M  600M    0 | 438  32.3     0    53M|   7  2.32     7  2.97     0 |   0     0 |   0     0     0    48M  195   690     0     0 
22.1% 1008M  597M    0 | 341  37.5     0    41M|   2  2.64     1  3.54     0 |   0     0 |   0     0     0    43M  173   655     0     0 
42.9% 1008M  599M    0 | 718  29.1     0    88M|   6  2.47     4  3.15     0 |   0     0 |   0     0     0    86M  347   587     0     0 
59.9% 1008M  592M    0 | 739  21.3     0    92M|   7  3.53     6  3.89     0 |   0     0 |   0     0     0    99M  398   382     0     0 
31.8% 1008M  586M    0 | 372  40.3     0    42M|   3  2.07     1  4.07     0 |   0     0 |   0     0     0    49M  198   796     0     0 
29.7% 1008M  600M    0 | 465  35.9     0    56M|   5  2.57     3  3.55     0 |   0     0 |   0     0     0    42M  169   638     0     0 
42.0% 1008M  600M    0 | 585  27.1     0    71M|   6  3.06     5  3.44     0 |   0     0 |   0     0     0    71M  289   624     0     0 
77.9% 1008M  599M    0 |1079  14.4     0   133M|   7  2.87     5  3.65     0 |   0     0 |   0     0     0   134M  538   262     0     0 
28.3% 1008M  600M    0 | 384  41.9     0    46M|   7  2.87     5  3.36     0 |   0     0 |   0     0     0    45M  181   838     0     0 
28.0% 1008M  600M    0 | 337  37.7     0    40M|   5  2.59     3  3.44     0 |   0     0 |   0     0     0    40M  164   634     0     0 
51.9% 1009M  571M    0 | 637  30.5     0    77M|   6  2.98     4  3.90     0 |   0     0 |   0     0     0   107M  430   521     0     0 
50.0% 1009M  578M    0 | 589  26.9     0    72M|   1  0.74     2  2.88     0 |   0     0 |   0     0     0    65M  263   589     0     0 
30.8% 1009M  600M    0 | 556  24.9     0    67M|   4  1.96     2  2.70     0 |   0     0 |   0     0     0    45M  181   565     0     0 
42.1% 1009M  573M    0 | 495  36.5     0    60M|   9  2.83     8  3.03     0 |   0     0 |   0     0     0    86M  349   547     0     0 
41.7% 1009M  600M    0 | 639  23.2     0    78M|   5  2.79     3  3.92     0 |   0     0 |   0     0     0    51M  207   587     0     0 
27.9% 1010M  600M    0 | 365  41.2     0    43M|   2  1.22     0     0     0 |   0     0 |   0     0     0    43M  174   657     0     0 
38.3% 1010M  587M    0 | 477  37.4     0    58M|   2  2.52     1  3.78     0 |   0     0 |   0     0     0    77M  310   687     0     0 
32.7% 1010M  600M    0 | 509  31.1     0    61M|   4  2.28     2  3.66     0 |   0     0 |   0     0     0    42M  171   553     0     0 
66.1% 1011M  600M    0 |1019  14.9     0   125M|  12  2.95    10  3.28     0 |   0     0 |   0     0     0   125M  508   341     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
21.5% 1012M  600M    0 | 321  45.4     0    38M|   6  2.98     4  3.92     0 |   0     0 |   0     0     0    39M  155   993     0     0 
34.2% 1012M  588M    0 | 448  39.2     0    54M|   5  3.18     3  4.44     0 |   0     0 |   0     0     0    66M  271   616     0     0 
30.6% 1012M  600M    0 | 490  28.2     0    59M|   3  3.15     2  3.96     0 |   0     0 |   0     0     0    47M  186   640     0     0 
36.7% 1013M  590M    0 | 531  31.7     0    64M|   5  2.90     3  4.18     0 |   0     0 |   0     0     0    74M  300   603     0     0 
24.6% 1013M  591M    0 | 445  39.0     0    54M|   4  3.10     5  3.11     0 |   0     0 |   0     0     0    51M  208   622     0     0 
56.9% 1015M  600M    0 | 593  26.7     0    72M|   7  3.01     5  3.74     0 |   0     0 |   0     0     0    63M  255   616     0     0 
47.0% 1015M  588M    0 | 807  19.8     0    99M|   5  2.65     3  3.71     0 |   0     0 |   0     0     0   112M  449   362     0     0 
34.1% 1015M  600M    0 | 481  25.0     0    58M|   1  1.29     0     0     0 |   0     0 |   0     0     0    47M  188   269     0     0 
37.9% 1015M  579M    0 | 524  37.9     0    63M|   5  3.08     3  4.18     0 |   0     0 |   0     0     0    83M  336   757     0     0 
32.1% 1015M  600M    0 | 555  24.9     0    68M|   8  3.20     6  3.71     0 |   0     0 |   0     0     0    47M  192   611     0     0 
36.5% 1015M  598M    0 | 638  28.1     0    78M|   7  2.48     5  3.01     0 |   0     0 |   0     0     0    78M  317   453     0     0 
22.0% 1015M  600M    0 | 376  40.2     0    45M|   4  2.40     2  3.87     0 |   0     0 |   0     0     0    44M  179   759     0     0 
34.9% 1015M  573M    0 | 461  36.2     0    56M|   5  3.04     4  3.55     0 |   0     0 |   0     0     0    82M  329   643     0     0 
30.5% 1015M  600M    0 | 599  23.9     0    73M|   5  2.54     3  3.42     0 |   0     0 |   0     0     0    47M  189   590     0     0 
35.6% 1015M  600M    0 | 539  32.3     0    65M|   8  3.31     7  3.64     0 |   0     0 |   0     0     0    65M  263   420     0     0 
32.6% 1015M  600M    0 | 542  28.4     0    66M|   8  2.81     6  3.37     0 |   0     0 |   0     0     0    66M  266   742     0     0 
32.8% 1015M  591M    0 | 516  32.1     0    62M|   6  2.74     6  3.57     0 |   0     0 |   0     0     0    70M  282   612     0     0 
28.2% 1015M  593M    0 | 491  31.1     0    59M|   4  2.59     3  3.07     0 |   0     0 |   0     0     0    57M  233   593     0     0 
35.1% 1015M  600M    0 | 532  29.8     0    64M|   4  2.78     2  4.34     0 |   0     0 |   0     0     0    58M  235   588     0     0 
32.1% 1015M  587M    0 | 446  35.3     0    54M|   5  3.30     3  4.38     0 |   0     0 |   0     0     0    66M  268   634     0     0 
30.0% 1015M  600M    0 | 509  32.6     0    61M|   7  3.13     5  3.91     0 |   0     0 |   0     0     0    48M  196   610     0     0 
31.8% 1015M  592M    0 | 515  28.5     0    62M|   8  2.71     6  3.20     0 |   0     0 |   0     0     0    71M  286   619     0     0 
23.1% 1015M  595M    0 | 400  39.9     0    48M|   2  2.51     1  3.81     0 |   0     0 |   0     0     0    46M  184   637     0     0 
34.6% 1015M  599M    0 | 601  28.6     0    73M|   2  1.18     0     0     0 |   0     0 |   0     0     0    70M  280   610     0     0 
40.6% 1015M  596M    0 | 600  26.6     0    72M|   5  3.60     4  4.20     0 |   0     0 |   0     0     0    74M  300   543     0     0 
58.3% 1015M  600M    0 | 919  14.7     0   114M|   9  3.04     7  3.62     0 |   0     0 |   0     0     0   110M  442   273     0     0 
26.4% 1015M  600M    0 | 365  47.0     0    43M|   7  3.44     5  4.43     0 |   0     0 |   0     0     0    44M  176   835     0     0 
28.4% 1015M  588M    0 | 474  35.7     0    57M|   2  2.15     1  3.36     0 |   0     0 |   0     0     0    69M  277   682     0     0 
35.8% 1015M  563M    0 | 534  29.9     0    64M|   6  2.56     6  3.34     0 |   0     0 |   0     0     0    89M  359   459     0     0 
42.4% 1015M  600M    0 | 709  19.5     0    88M|   4  2.87     2  4.04     0 |   0     0 |   0     0     0    51M  205   248     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
40.8% 1016M  600M    0 | 624  28.6     0    76M|  15  3.11    13  3.40     0 |   0     0 |   0     0     0    75M  306   751     0     0 
24.8% 1016M  600M    0 | 368  35.5     0    44M|   7  2.87     5  3.52     0 |   0     0 |   0     0     0    44M  177   566     0     0 
36.6% 1016M  599M    0 | 655  28.6     0    80M|   4  3.11     3  3.78     0 |   0     0 |   0     0     0    81M  327   568     0     0 
24.2% 1016M  600M    0 | 443  30.5     0    53M|   4  1.97     2  3.10     0 |   0     0 |   0     0     0    52M  212   614     0     0 
23.2% 1016M  600M    0 | 401  44.4     0    48M|   3  3.02     2  3.95     0 |   0     0 |   0     0     0    48M  193   686     0     0 
37.0% 1016M  580M    0 | 499  33.0     0    60M|   6  2.87     4  3.76     0 |   0     0 |   0     0     0    81M  325   633     0     0 
65.7% 1016M  599M    0 |1067  14.3     0   131M|  10  3.22     8  3.76     0 |   0     0 |   0     0     0   111M  449   311     0     0 
27.7% 1016M  599M    0 | 387  42.4     0    46M|   2  2.40     1  3.82     0 |   0     0 |   0     0     0    47M  189   763     0     0 
19.9% 1016M  600M    0 | 344  33.3     0    41M|   2  1.05     0     0     0 |   0     0 |   0     0     0    41M  164   631     0     0 
40.7% 1016M  574M    0 | 637  32.0     0    78M|   6  2.86     5  3.20     0 |   0     0 |   0     0     0   103M  416   526     0     0 
71.0% 1016M  599M    0 |1113  14.0     0   137M|   8  2.66     7  3.32     0 |   0     0 |   0     0     0   112M  450   271     0     0 
33.8% 1016M  567M    0 | 309  52.5     0    36M|  10  3.05     8  3.57     0 |   0     0 |   0     0     0    68M  275   681     0     0 
34.1% 1016M  600M    0 | 644  22.8     0    79M|   2  2.57     1  3.92     0 |   0     0 |   0     0     0    46M  186   610     0     0 
37.2% 1016M  580M    0 | 551  30.8     0    67M|   7  2.37     5  3.01     0 |   0     0 |   0     0     0    87M  352   468     0     0 
49.8% 1017M  599M    0 | 851  14.7     0   104M|   2  2.26     1  3.74     0 |   0     0 |   0     0     0    84M  339   295     0     0 
21.3% 1017M  600M    0 | 358  42.8     0    43M|   7  2.36     5  2.92     0 |   0     0 |   0     0     0    42M  170   863     0     0 
39.5% 1017M  600M    0 | 608  32.3     0    74M|   7  2.99     5  3.77     0 |   0     0 |   0     0     0    74M  300   683     0     0 
60.8% 1017M  596M    0 | 952  16.8     0   118M|   3  2.72     2  3.51     0 |   0     0 |   0     0     0   122M  491   296     0     0 
29.7% 1017M  585M    0 | 388  41.3     0    45M|   3  2.04     1  3.79     0 |   0     0 |   0     0     0    57M  229   678     0     0 
27.5% 1017M  600M    0 | 501  27.4     0    60M|   8  2.76     6  3.10     0 |   0     0 |   0     0     0    45M  183   597     0     0 
36.2% 1017M  597M    0 | 643  28.0     0    78M|   7  2.53     5  3.18     0 |   0     0 |   0     0     0    81M  327   595     0     0 
24.6% 1017M  600M    0 | 387  38.3     0    46M|   3  2.04     1  3.58     0 |   0     0 |   0     0     0    44M  177   641     0     0 
33.1% 1017M  597M    0 | 520  32.9     0    63M|   2  2.59     3  3.52     0 |   0     0 |   0     0     0    66M  267   651     0     0 
28.3% 1017M  600M    0 | 428  32.7     0    51M|   3  2.01     1  3.65     0 |   0     0 |   0     0     0    49M  196   651     0     0 
36.6% 1017M  600M    0 | 586  29.8     0    71M|   4  2.91     3  3.52     0 |   0     0 |   0     0     0    71M  287   615     0     0 
24.8% 1017M  593M    0 | 371  40.8     0    44M|   5  2.42     3  3.25     0 |   0     0 |   0     0     0    51M  206   609     0     0 
30.9% 1017M  597M    0 | 558  28.2     0    67M|   5  2.34     3  3.15     0 |   0     0 |   0     0     0    64M  257   640     0     0 
29.6% 1017M  590M    0 | 429  38.4     0    52M|   3  3.19     2  4.13     0 |   0     0 |   0     0     0    58M  236   631     0     0 
30.9% 1018M  600M    0 | 520  27.0     0    63M|   7  3.14     5  3.90     0 |   0     0 |   0     0     0    53M  214   610     0     0 
32.5% 1018M  587M    0 | 439  39.5     0    53M|   5  3.19     4  3.73     0 |   0     0 |   0     0     0    65M  265   608     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
26.6% 1018M  600M    0 | 536  26.9     0    65M|   4  1.93     1  3.28     0 |   0     0 |   0     0     0    52M  210   698     0     0 
31.5% 1018M  600M    0 | 587  31.5     0    71M|   9  2.58     7  3.02     0 |   0     0 |   0     0     0    72M  290   619     0     0 
21.9% 1018M  600M    0 | 371  30.2     0    44M|   3  2.81     2  3.61     0 |   0     0 |   0     0     0    44M  179   570     0     0 
30.7% 1018M  562M    0 | 378  42.5     0    45M|   6  2.56     4  3.45     0 |   0     0 |   0     0     0    83M  334   648     0     0 
31.9% 1018M  600M    0 | 651  29.9     0    79M|   1  1.14     2  3.43     0 |   0     0 |   0     0     0    41M  165   696     0     0 
27.2% 1018M  595M    0 | 375  42.0     0    45M|   7  2.92     5  3.60     0 |   0     0 |   0     0     0    50M  202   568     0     0 
31.4% 1018M  597M    0 | 565  30.3     0    68M|   6  2.91     4  3.87     0 |   0     0 |   0     0     0    67M  270   719     0     0 
20.8% 1018M  597M    0 | 365  41.2     0    45M|   4  2.76     3  3.29     0 |   0     0 |   0     0     0    44M  179   652     0     0 
32.2% 1018M  600M    0 | 581  25.6     0    69M|   5  2.57     3  3.61     0 |   0     0 |   0     0     0    67M  271   634     0     0 
39.4% 1018M  590M    0 | 600  29.5     0    73M|   3  3.25     2  4.21     0 |   0     0 |   0     0     0    82M  331   525     0     0 
28.2% 1018M  600M    0 | 472  29.7     0    57M|   7  2.86     4  3.86     0 |   0     0 |   0     0     0    47M  192   603     0     0 
23.0% 1018M  600M    0 | 351  47.0     0    42M|   5  2.51     3  3.49     0 |   0     0 |   0     0     0    41M  167   667     0     0 
33.0% 1018M  588M    0 | 574  30.1     0    70M|   8  2.78     7  3.04     0 |   0     0 |   0     0     0    83M  333   644     0     0 
24.5% 1018M  600M    0 | 488  30.4     0    59M|   3  1.95     1  3.76     0 |   0     0 |   0     0     0    47M  189   597     0     0 
24.0% 1018M  600M    0 | 351  46.9     0    42M|   4  3.17     3  3.85     0 |   0     0 |   0     0     0    41M  167   715     0     0 
38.4% 1018M  598M    0 | 647  25.4     0    79M|   8  2.65     6  3.13     0 |   0     0 |   0     0     0    81M  326   650     0     0 
25.0% 1018M  600M    0 | 384  32.2     0    46M|   6  2.67     4  3.48     0 |   0     0 |   0     0     0    44M  177   604     0     0 
35.2% 1018M  597M    0 | 627  31.0     0    76M|   9  2.90    10  3.10     0 |   0     0 |   0     0     0    79M  318   632     0     0 
18.9% 1018M  600M    0 | 363  39.6     0    43M|   4  1.90     2  2.82     0 |   0     0 |   0     0     0    41M  164   661     0     0 
29.1% 1019M  569M    0 | 384  45.4     0    46M|   8  3.31     7  3.62     0 |   0     0 |   0     0     0    78M  313   656     0     0 
33.4% 1019M  600M    0 | 670  22.5     0    82M|   4  2.41     2  3.69     0 |   0     0 |   0     0     0    50M  202   582     0     0 
23.8% 1019M  600M    0 | 353  37.7     0    42M|   4  2.07     1  4.06     0 |   0     0 |   0     0     0    43M  174   616     0     0 
