---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
29.4%  599M  300M    0 | 577  1.62     0    70M|   3  2.62     2  3.53     0 |   0     0 |   0     0     0    72M  289   673     0     0 
21.6%  599M  302M    0 | 351  2.71     0    42M|   2  0.94     0     0     0 |   0     0 |   0     0     0    40M  161   656     0     0 
27.0%  600M  301M    0 | 494  1.91     0    60M|   2  2.38     1  3.75     0 |   0     0 |   0     0     0    60M  243   689     0     0 
22.5%  600M  301M    0 | 428  2.22     0    51M|   3  2.00     1  3.70     0 |   0     0 |   0     0     0    51M  207   678     0     0 
28.1%  600M  301M    0 | 498  1.90     0    60M|   2  2.37     1  3.66     0 |   0     0 |   0     0     0    60M  243   662     0     0 
22.5%  601M  301M    0 | 430  2.21     0    52M|   4  1.99     1  3.55     0 |   0     0 |   0     0     0    51M  207   651     0     0 
27.9%  601M  300M    0 | 490  1.91     0    59M|   2  2.41     1  3.74     0 |   0     0 |   0     0     0    60M  243   715     0     0 
23.8%  601M  300M    0 | 428  2.23     0    51M|   2  0.98     0     0     0 |   0     0 |   0     0     0    51M  207   688     0     0 
22.6%  601M  300M    0 | 412  2.30     0    49M|   2  2.47     1  4.15     0 |   0     0 |   0     0     0    49M  198   692     0     0 
26.9%  601M  301M    0 | 505  1.85     0    61M|   3  2.17     1  4.20     0 |   0     0 |   0     0     0    60M  242   693     0     0 
24.8%  601M  300M    0 | 420  2.26     0    50M|   3  1.77     3  3.34     0 |   0     0 |   0     0     0    52M  209   676     0     0 
25.3%  601M  301M    0 | 506  1.87     0    61M|   3  1.92     1  3.41     0 |   0     0 |   0     0     0    60M  241   674     0     0 
25.3%  602M  300M    0 | 425  2.22     0    51M|   2  2.67     1  4.36     0 |   0     0 |   0     0     0    52M  209   648     0     0 
26.5%  602M  301M    0 | 503  1.87     0    61M|   3  1.80     1  4.04     0 |   0     0 |   0     0     0    60M  241   682     0     0 
18.2%  602M  303M    0 | 344  2.80     0    41M|   1  0.91     0     0     0 |   0     0 |   0     0     0    40M  160   680     0     0 
35.0%  606M  273M    0 | 511  1.86     0    61M|   5  2.28     2  3.98     0 |   0     0 |   0     0     0    91M  366   631     0     0 
31.8%  612M  301M    0 | 574  1.61     0    71M|   1  1.22     0     0     0 |   0     0 |   0     0     0    42M  170   610     0     0 
24.4%  612M  304M    0 | 355  2.74     0    42M|   3  2.13     1  4.13     0 |   0     0 |   0     0     0    39M  158   733     0     0 
37.8%  613M  301M    0 | 592  1.55     0    72M|   3  1.95     1  3.66     0 |   0     0 |   0     0     0    75M  302   685     0     0 
22.3%  613M  301M    0 | 340  2.83     0    40M|   2  1.86     1  2.86     0 |   0     0 |   0     0     0    40M  163   720     0     0 
27.5%  614M  300M    0 | 468  2.03     0    56M|   3  1.87     1  3.51     0 |   0     0 |   0     0     0    57M  229   670     0     0 
24.9%  614M  301M    0 | 457  2.06     0    55M|   2  2.23     1  3.47     0 |   0     0 |   0     0     0    55M  221   707     0     0 
24.7%  614M  290M    0 | 387  2.47     0    46M|   2  1.38     1  3.48     0 |   0     0 |   0     0     0    57M  229   684     0     0 
27.2%  614M  301M    0 | 542  1.72     0    66M|   2  2.33     2  3.13     0 |   0     0 |   0     0     0    55M  221   646     0     0 
22.3%  614M  301M    0 | 388  2.47     0    46M|   4  2.01     1  3.79     0 |   0     0 |   0     0     0    46M  187   650     0     0 
34.3%  614M  297M    0 | 490  1.91     0    59M|   2  1.02     0     0     0 |   0     0 |   0     0     0    63M  253   622     0     0 
30.7%  614M  300M    0 | 526  1.78     0    64M|   1  1.16     0     0     0 |   0     0 |   0     0     0    61M  244   418     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
30.3%  614M  301M    0 | 480  1.98     0    58M|   2  0.95     0     0     0 |   0     0 |   0     0     0    57M  228   246     0     0 
28.0%  614M  300M    0 | 439  2.14     0    53M|   1  1.09     0     0     0 |   0     0 |   0     0     0    54M  219   135     0     0 
20.1%  614M  237M    0 |  14  0.40     0     0 |   7  3.15     5  3.32     0 |   0     0 |   0     0     0    63M  251  1912     0     0 
17.1%  614M  177M    0 |  14  0.40     0     0 |   3  1.84     1  3.61     0 |   0     0 |   0     0     0    60M  242   558     0     0 
11.7%  614M  134M    0 |  13  0.37     0     0 |   1  1.05     0     0     0 |   0     0 |   0     0     0    42M  169   645     0     0 
11.1%  614M   91M    0 |  14  0.43     0     0 |   3  2.00     1  3.78     0 |   0     0 |   0     0     0    43M  173   712     0     0 
15.9%  614M   14M    0 |  13  0.33     0     0 |   2  2.27     1  3.58     0 |   0     0 |   0     0     0    76M  307   721     0     0 
 4.1%  615M  256K    0 |  17   300     0     0 |   4  1.98     3  3.45     0 |   0     0 |   0     0     0    14M   58   262     0     0 
 1.8%  615M  256K    0 |  14  0.41     0     0 |   2  1.17     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  615M  256K    0 |  13  0.41     0     0 |   1  1.02     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  615M  256K    0 |  14  0.35     0     0 |   2  0.83     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  615M  256K    0 |  13  0.31     0     0 |   1  0.88     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  615M  256K    0 |  14  0.46     0     0 |   2  1.19     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  615M  256K    0 |  14  0.37     0     0 |   2  0.95     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  615M  256K    0 |  13  0.30     0     0 |   1  0.84     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2%  615M  256K    0 |  14  0.41     0     0 |   2  1.03     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  615M  256K    0 |  14  0.38     0     0 |   2  1.00     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  615M  256K    0 |  13  0.32     0     0 |   1  0.95     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  616M  256K    0 |  14  0.42     0     0 |   3  1.21     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  616M  256K    0 |  13  0.32     0     0 |   1  0.73     1  3.40     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9%  616M  256K    0 |  14  0.38     0     0 |   2  1.06     1  2.56     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  616M  256K    0 |  13  0.37     0     0 |   1  0.96     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  616M  256K    0 |  14  0.39     0     0 |   2  0.81     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  616M  256K    0 |  14  0.40     0     0 |   2  0.98     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  616M  256K    0 |  13  0.36     0     0 |   1  0.90     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  616M  256K    0 |  14  0.36     0     0 |   2  0.83     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  616M  256K    0 |  13  0.37     0     0 |   1  0.98     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9%  616M  256K    0 |  14  0.36     0     0 |   3  1.24     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2%  616M  256K    0 |  14  0.39     0     0 |   2  0.90     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  617M  256K    0 |  14  0.36     0     0 |   2  0.97     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
