stock	rc=0	max_read=262144	  WRITE: bw=548MiB/s (575MB/s), 548MiB/s-548MiB/s (575MB/s-575MB/s), io=64.3GiB (69.0GB), run=120020-120020msec
patched	rc=0	max_read=262144	  WRITE: bw=542MiB/s (568MB/s), 542MiB/s-542MiB/s (568MB/s-568MB/s), io=64.5GiB (69.3GB), run=121944-121944msec
