bash: warning: setlocale: LC_ALL: cannot change locale (zh_CN.utf8)
Linux 5.15.0-181-generic (ceph-node2) 	07/08/26 	_x86_64_	(64 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.36    0.00    0.31    0.38    0.00   98.95

Device            r/s     rkB/s   rrqm/s  %rrqm r_await rareq-sz     w/s     wkB/s   wrqm/s  %wrqm w_await wareq-sz     d/s     dkB/s   drqm/s  %drqm d_await dareq-sz     f/s f_await  aqu-sz  %util
dm-0             0.10      6.20     0.00   0.00    1.81    64.01    2.00     44.91     0.00   0.00   66.34    22.50    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.13   0.27
dm-1            11.78    681.02     0.00   0.00   13.31    57.83  309.07   4193.84     0.00   0.00    2.57    13.57    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.95  26.52
dm-2             0.00      0.06     0.00   0.00    0.03    44.94    0.02      0.37     0.00   0.00    0.66    20.03    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
dm-3             0.00      0.06     0.00   0.00    0.02    44.19    0.03      0.39     0.00   0.00    0.43    14.77    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop0            0.00      0.07     0.00   0.00    0.33   117.68    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop1            0.00      0.07     0.00   0.00    0.33    96.51    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop10           0.00      0.01     0.00   0.00    0.06    28.39    0.22      0.56     0.00   0.00    0.07     2.60    0.00      0.00     0.00   0.00    0.00     0.00    0.08    0.02    0.00   0.01
loop2            0.00      0.06     0.00   0.00    0.43   114.73    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop20           0.00      0.07     0.00   0.00    0.07    41.20   15.39     43.15     0.00   0.00    0.05     2.80    0.00      0.00     0.00   0.00    0.00     0.00    5.04    0.01    0.00   0.18
loop21           0.00      0.07     0.00   0.00    0.06    39.61   16.32     45.47     0.00   0.00    0.05     2.79    0.00      0.00     0.00   0.00    0.00     0.00    5.42    0.01    0.00   0.18
loop3            0.00      0.07     0.00   0.00    0.41   114.89    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop4            0.00      0.05     0.00   0.00    0.23    81.58    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop5            0.00      0.12     0.00   0.00    0.25    65.73    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop6            0.00      0.06     0.00   0.00    0.28    59.59    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
loop7            0.00      0.01     0.00   0.00    0.15    77.12    0.00      0.00     0.00   0.00    0.00     0.00    0.00      0.00     0.00   0.00    0.00     0.00    0.00    0.00    0.00   0.00
