Linux 5.15.0-181-generic (tikv-node) 	07/09/26 	_x86_64_	(64 CPU)

18:47:47      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
18:47:48        0    824504   92.00   57.00    0.00    0.00  149.00    58  juicefs.v1.3.1
18:47:49        0    824504  130.00   81.00    0.00    0.00  211.00    34  juicefs.v1.3.1
18:47:50        0    824504  165.00   91.00    0.00    0.00  256.00    34  juicefs.v1.3.1
18:47:51        0    824504  142.00   99.00    0.00    0.00  241.00     8  juicefs.v1.3.1
18:47:52        0    824504  133.00   97.00    0.00    0.00  230.00    14  juicefs.v1.3.1
18:47:53        0    824504  116.00   76.00    0.00    0.00  192.00    14  juicefs.v1.3.1
18:47:54        0    824504  140.00   93.00    0.00    0.00  233.00    55  juicefs.v1.3.1
18:47:55        0    824504  146.00   88.00    0.00    0.00  234.00    12  juicefs.v1.3.1
18:47:56        0    824504  164.00  106.00    0.00    0.00  270.00    14  juicefs.v1.3.1
18:47:57        0    824504  143.00   84.00    0.00    0.00  227.00    16  juicefs.v1.3.1
18:47:58        0    824504  130.00   95.00    0.00    0.00  225.00    16  juicefs.v1.3.1
18:47:59        0    824504  114.00   74.00    0.00    0.00  188.00    28  juicefs.v1.3.1
18:48:00        0    824504  140.00   88.00    0.00    0.00  228.00    34  juicefs.v1.3.1
18:48:01        0    824504  181.00   95.00    0.00    0.00  276.00    38  juicefs.v1.3.1
18:48:02        0    824504  151.00   92.00    0.00    0.00  243.00    26  juicefs.v1.3.1
18:48:03        0    824504  143.00   95.00    0.00    0.00  238.00    44  juicefs.v1.3.1
18:48:04        0    824504  138.00   94.00    0.00    0.00  232.00    38  juicefs.v1.3.1
18:48:05        0    824504  129.00   81.00    0.00    0.00  210.00    20  juicefs.v1.3.1
18:48:06        0    824504  129.00   93.00    0.00    0.00  222.00    36  juicefs.v1.3.1
18:48:07        0    824504  156.00  100.00    0.00    0.00  256.00    12  juicefs.v1.3.1
18:48:08        0    824504  138.00   97.00    0.00    0.00  235.00    33  juicefs.v1.3.1
18:48:09        0    824504  151.00   92.00    0.00    0.00  243.00    30  juicefs.v1.3.1
18:48:10        0    824504  116.00   81.00    0.00    0.00  197.00    36  juicefs.v1.3.1
18:48:11        0    824504  117.00   85.00    0.00    0.00  202.00    36  juicefs.v1.3.1
18:48:12        0    824504  143.00  106.00    0.00    0.00  249.00    36  juicefs.v1.3.1
18:48:13        0    824504  143.00  105.00    0.00    0.00  248.00    38  juicefs.v1.3.1
18:48:14        0    824504  160.00   97.00    0.00    0.00  257.00     3  juicefs.v1.3.1
18:48:15        0    824504  136.00   91.00    0.00    0.00  227.00    32  juicefs.v1.3.1
