Linux 5.15.0-181-generic (tikv-node) 	07/09/26 	_x86_64_	(64 CPU)

18:22:23      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
18:22:24        0   4018153   23.00    7.00    0.00    0.00   30.00    50  juicefs.v1.3.1
18:22:25        0   4018153   67.00   81.00    0.00    0.00  148.00    54  juicefs.v1.3.1
18:22:26        0   4018153   67.00   82.00    0.00    0.00  149.00    54  juicefs.v1.3.1
18:22:27        0   4018153   71.00   95.00    0.00    0.00  166.00    42  juicefs.v1.3.1
18:22:28        0   4018153   68.00   95.00    0.00    0.00  163.00    22  juicefs.v1.3.1
18:22:29        0   4018153   74.00   91.00    0.00    0.00  165.00    42  juicefs.v1.3.1
18:22:30        0   4018153   73.00   69.00    0.00    0.00  142.00    46  juicefs.v1.3.1
18:22:31        0   4018153   57.00   73.00    0.00    0.00  130.00    46  juicefs.v1.3.1
18:22:32        0   4018153   79.00   78.00    0.00    0.00  157.00    46  juicefs.v1.3.1
18:22:33        0   4018153   81.00   90.00    0.00    0.00  171.00    46  juicefs.v1.3.1
18:22:34        0   4018153   76.00   90.00    0.00    0.00  166.00    42  juicefs.v1.3.1
18:22:35        0   4018153   76.00   84.00    0.00    0.00  160.00    42  juicefs.v1.3.1
18:22:36        0   4018153   62.00   82.00    0.00    0.00  144.00    52  juicefs.v1.3.1
18:22:37        0   4018153   61.00   69.00    0.00    0.00  130.00    52  juicefs.v1.3.1
18:22:38        0   4018153   67.00   90.00    0.00    0.00  157.00    52  juicefs.v1.3.1
18:22:39        0   4018153   72.00   89.00    0.00    0.00  161.00    52  juicefs.v1.3.1
18:22:40        0   4018153   78.00   84.00    0.00    0.00  162.00    44  juicefs.v1.3.1
18:22:41        0   4018153   67.00   83.00    0.00    0.00  150.00    44  juicefs.v1.3.1
18:22:42        0   4018153   60.00   72.00    0.00    0.00  132.00    44  juicefs.v1.3.1
18:22:43        0   4018153   62.00   73.00    0.00    0.00  135.00     0  juicefs.v1.3.1
18:22:44        0   4018153   77.00   86.00    0.00    0.00  163.00     0  juicefs.v1.3.1
18:22:45        0   4018153   80.00   84.00    0.00    0.00  164.00    44  juicefs.v1.3.1
18:22:46        0   4018153   77.00   85.00    0.00    0.00  162.00    44  juicefs.v1.3.1
18:22:47        0   4018153   73.00   69.00    0.00    0.00  142.00    44  juicefs.v1.3.1
18:22:48        0   4018153   64.00   69.00    0.00    0.00  133.00     0  juicefs.v1.3.1
18:22:49        0   4018153   73.00   83.00    0.00    0.00  156.00     0  juicefs.v1.3.1
18:22:50        0   4018153   81.00   83.00    0.00    0.00  164.00    44  juicefs.v1.3.1
18:22:51        0   4018153   81.00   78.00    0.00    0.00  159.00    44  juicefs.v1.3.1
18:22:52        0   4018153   73.00   89.00    0.00    0.00  162.00     0  juicefs.v1.3.1
18:22:53        0   4018153   63.00   79.00    0.00    0.00  142.00    34  juicefs.v1.3.1
18:22:54        0   4018153   66.00   72.00    0.00    0.00  138.00    34  juicefs.v1.3.1
18:22:55        0   4018153   80.00   83.00    0.00    0.00  163.00     0  juicefs.v1.3.1
18:22:56        0   4018153   70.00   94.00    0.00    0.00  164.00     0  juicefs.v1.3.1
18:22:57        0   4018153   70.00   96.00    0.00    0.00  166.00     0  juicefs.v1.3.1
18:22:58        0   4018153   81.00   78.00    0.00    0.00  159.00    34  juicefs.v1.3.1
18:22:59        0   4018153   56.00   76.00    0.00    0.00  132.00    34  juicefs.v1.3.1
18:23:00        0   4018153   59.00   69.00    0.00    0.00  128.00     0  juicefs.v1.3.1
18:23:01        0   4018153   80.00   89.00    0.00    0.00  169.00     0  juicefs.v1.3.1
18:23:02        0   4018153   79.00   82.00    0.00    0.00  161.00     0  juicefs.v1.3.1
18:23:03        0   4018153   77.00   93.00    0.00    0.00  170.00     0  juicefs.v1.3.1
18:23:04        0   4018153   71.00   76.00    0.00    0.00  147.00    34  juicefs.v1.3.1
18:23:05        0   4018153   56.00   70.00    0.00    0.00  126.00     0  juicefs.v1.3.1
18:23:06        0   4018153   70.00   81.00    0.00    0.00  151.00    34  juicefs.v1.3.1
18:23:07        0   4018153   73.00   93.00    0.00    0.00  166.00    34  juicefs.v1.3.1
18:23:08        0   4018153   79.00   84.00    0.00    0.00  163.00    34  juicefs.v1.3.1
18:23:09        0   4018153   74.00   93.00    0.00    0.00  167.00    34  juicefs.v1.3.1
18:23:10        0   4018153   60.00   82.00    0.00    0.00  142.00    34  juicefs.v1.3.1
18:23:11        0   4018153   61.00   79.00    0.00    0.00  140.00    34  juicefs.v1.3.1
18:23:12        0   4018153   67.00   91.00    0.00    0.00  158.00     0  juicefs.v1.3.1
18:23:13        0   4018153   73.00   92.00    0.00    0.00  165.00     0  juicefs.v1.3.1
18:23:14        0   4018153   78.00   88.00    0.00    0.00  166.00     2  juicefs.v1.3.1
