Linux 5.15.0-181-generic (tikv-node) 	07/09/26 	_x86_64_	(64 CPU)

18:23:31      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
18:23:32        0   4018153   16.00    7.00    0.00    0.00   23.00     0  juicefs.v1.3.1
18:23:33        0   4018153   66.00   65.00    0.00    0.00  131.00     0  juicefs.v1.3.1
18:23:34        0   4018153   74.00   90.00    0.00    0.00  164.00     4  juicefs.v1.3.1
18:23:35        0   4018153   80.00   85.00    0.00    0.00  165.00     0  juicefs.v1.3.1
18:23:36        0   4018153   79.00   84.00    0.00    0.00  163.00     2  juicefs.v1.3.1
18:23:37        0   4018153   67.00   82.00    0.00    0.00  149.00     2  juicefs.v1.3.1
18:23:38        0   4018153   65.00   86.00    0.00    0.00  151.00     0  juicefs.v1.3.1
18:23:39        0   4018153   60.00   76.00    0.00    0.00  136.00     0  juicefs.v1.3.1
18:23:40        0   4018153   73.00   93.00    0.00    0.00  166.00     0  juicefs.v1.3.1
18:23:41        0   4018153   78.00   89.00    0.00    0.00  167.00     0  juicefs.v1.3.1
18:23:42        0   4018153   83.00   81.00    0.00    0.00  164.00     2  juicefs.v1.3.1
18:23:43        0   4018153   74.00   88.00    0.00    0.00  162.00     0  juicefs.v1.3.1
18:23:44        0   4018153   61.00   72.00    0.00    0.00  133.00     0  juicefs.v1.3.1
18:23:45        0   4018153   59.00   71.00    0.00    0.00  130.00     0  juicefs.v1.3.1
18:23:46        0   4018153   77.00   88.00    0.00    0.00  165.00     0  juicefs.v1.3.1
18:23:47        0   4018153   69.00   82.00    0.00    0.00  151.00     0  juicefs.v1.3.1
18:23:48        0   4018153   77.00   86.00    0.00    0.00  163.00     4  juicefs.v1.3.1
18:23:49        0   4018153   66.00   81.00    0.00    0.00  147.00     4  juicefs.v1.3.1
18:23:50        0   4018153   63.00   73.00    0.00    0.00  136.00     4  juicefs.v1.3.1
18:23:51        0   4018153   72.00   76.00    0.00    0.00  148.00     4  juicefs.v1.3.1
18:23:52        0   4018153   72.00   89.00    0.00    0.00  161.00     2  juicefs.v1.3.1
18:23:53        0   4018153   72.00   87.00    0.00    0.00  159.00     2  juicefs.v1.3.1
18:23:54        0   4018153   79.00   89.00    0.00    0.00  168.00     6  juicefs.v1.3.1
18:23:55        0   4018153  103.00   80.00    0.00    0.00  183.00     6  juicefs.v1.3.1
18:23:56        0   4018153   62.00   69.00    0.00    0.00  131.00     6  juicefs.v1.3.1
18:23:57        0   4018153   75.00   86.00    0.00    0.00  161.00     6  juicefs.v1.3.1
18:23:58        0   4018153   81.00   82.00    0.00    0.00  163.00     6  juicefs.v1.3.1
18:23:59        0   4018153   78.00   87.00    0.00    0.00  165.00     6  juicefs.v1.3.1
18:24:00        0   4018153   77.00   82.00    0.00    0.00  159.00     2  juicefs.v1.3.1
18:24:01        0   4018153   65.00   85.00    0.00    0.00  150.00     4  juicefs.v1.3.1
18:24:02        0   4018153   64.00   72.00    0.00    0.00  136.00     2  juicefs.v1.3.1
18:24:03        0   4018153   69.00   90.00    0.00    0.00  159.00     2  juicefs.v1.3.1
18:24:04        0   4018153   72.00   86.00    0.00    0.00  158.00    57  juicefs.v1.3.1
18:24:05        0   4018153   80.00   87.00    0.00    0.00  167.00    57  juicefs.v1.3.1
18:24:06        0   4018153   68.00   88.00    0.00    0.00  156.00    57  juicefs.v1.3.1
18:24:07        0   4018153   64.00   82.00    0.00    0.00  146.00     6  juicefs.v1.3.1
18:24:08        0   4018153   69.00   81.00    0.00    0.00  150.00     6  juicefs.v1.3.1
18:24:09        0   4018153   73.00   90.00    0.00    0.00  163.00     0  juicefs.v1.3.1
18:24:10        0   4018153   73.00   93.00    0.00    0.00  166.00     0  juicefs.v1.3.1
18:24:11        0   4018153   63.00   99.00    0.00    0.00  162.00     8  juicefs.v1.3.1
18:24:12        0   4018153   68.00   75.00    0.00    0.00  143.00     8  juicefs.v1.3.1
18:24:13        0   4018153   64.00   62.00    0.00    0.00  126.00     8  juicefs.v1.3.1
18:24:14        0   4018153   63.00   92.00    0.00    0.00  155.00    13  juicefs.v1.3.1
18:24:15        0   4018153   79.00   95.00    0.00    0.00  174.00     8  juicefs.v1.3.1
18:24:16        0   4018153   80.00   83.00    0.00    0.00  163.00     8  juicefs.v1.3.1
18:24:17        0   4018153   72.00   82.00    0.00    0.00  154.00    10  juicefs.v1.3.1
18:24:18        0   4018153   71.00   64.00    0.00    0.00  135.00     8  juicefs.v1.3.1
18:24:19        0   4018153   63.00   69.00    0.00    0.00  132.00    10  juicefs.v1.3.1
18:24:20        0   4018153   69.31   81.19    0.00    0.00  150.50    10  juicefs.v1.3.1
18:24:21        0   4018153   81.00   84.00    0.00    0.00  165.00    12  juicefs.v1.3.1
18:24:22        0   4018153   77.00   92.00    0.00    0.00  169.00    12  juicefs.v1.3.1
18:24:23        0   4018153   67.00   86.00    0.00    0.00  153.00    10  juicefs.v1.3.1
18:24:24        0   4018153   64.00   72.00    0.00    0.00  136.00    36  juicefs.v1.3.1
18:24:25        0   4018153   66.00   86.00    0.00    0.00  152.00    36  juicefs.v1.3.1
18:24:26        0   4018153   71.00   85.00    0.00    0.00  156.00    36  juicefs.v1.3.1
18:24:27        0   4018153   71.00   90.00    0.00    0.00  161.00    12  juicefs.v1.3.1
18:24:28        0   4018153   74.00   89.00    0.00    0.00  163.00    12  juicefs.v1.3.1
18:24:29        0   4018153   64.00   79.00    0.00    0.00  143.00    12  juicefs.v1.3.1
18:24:30        0   4018153   57.00   69.00    0.00    0.00  126.00     4  juicefs.v1.3.1
18:24:31        0   4018153   68.00   82.00    0.00    0.00  150.00    12  juicefs.v1.3.1
18:24:32        0   4018153   77.00   83.00    0.00    0.00  160.00    12  juicefs.v1.3.1
