Linux 5.15.0-181-generic (tikv-node) 	07/09/26 	_x86_64_	(64 CPU)

18:43:15      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
18:43:16        0    824504  155.00   82.00    0.00    0.00  237.00    10  juicefs.v1.3.1
18:43:17        0    824504  103.00   93.00    0.00    0.00  196.00    10  juicefs.v1.3.1
18:43:18        0    824504   82.00   85.00    0.00    0.00  167.00    10  juicefs.v1.3.1
18:43:19        0    824504   82.00   91.00    0.00    0.00  173.00    10  juicefs.v1.3.1
18:43:20        0    824504   69.00   77.00    0.00    0.00  146.00    10  juicefs.v1.3.1
18:43:21        0    824504   88.00   92.00    0.00    0.00  180.00    10  juicefs.v1.3.1
18:43:22        0    824504   90.00   95.00    0.00    0.00  185.00    10  juicefs.v1.3.1
18:43:23        0    824504   90.00   89.00    0.00    0.00  179.00    10  juicefs.v1.3.1
18:43:24        0    824504   87.00   94.00    0.00    0.00  181.00    10  juicefs.v1.3.1
18:43:25        0    824504   80.00   79.00    0.00    0.00  159.00    10  juicefs.v1.3.1
18:43:26        0    824504   73.00   76.00    0.00    0.00  149.00    10  juicefs.v1.3.1
18:43:27        0    824504   83.00  101.00    0.00    0.00  184.00    10  juicefs.v1.3.1
18:43:28        0    824504   95.00   91.00    0.00    0.00  186.00    10  juicefs.v1.3.1
18:43:29        0    824504   85.00   98.00    0.00    0.00  183.00    10  juicefs.v1.3.1
18:43:30        0    824504   90.00   87.00    0.00    0.00  177.00    10  juicefs.v1.3.1
18:43:31        0    824504   83.00   66.00    0.00    0.00  149.00    10  juicefs.v1.3.1
18:43:32        0    824504   81.00   77.00    0.00    0.00  158.00    10  juicefs.v1.3.1
18:43:33        0    824504   87.00   95.00    0.00    0.00  182.00    10  juicefs.v1.3.1
18:43:34        0    824504   90.00   96.00    0.00    0.00  186.00    10  juicefs.v1.3.1
18:43:35        0    824504   91.00   87.00    0.00    0.00  178.00    10  juicefs.v1.3.1
18:43:36        0    824504   84.00   84.00    0.00    0.00  168.00    10  juicefs.v1.3.1
18:43:37        0    824504   69.00   80.00    0.00    0.00  149.00    10  juicefs.v1.3.1
18:43:38        0    824504   94.00   87.00    0.00    0.00  181.00    10  juicefs.v1.3.1
18:43:39        0    824504   83.00  104.00    0.00    0.00  187.00    10  juicefs.v1.3.1
18:43:40        0    824504   95.00   89.00    0.00    0.00  184.00    10  juicefs.v1.3.1
18:43:41        0    824504   86.00   94.00    0.00    0.00  180.00    10  juicefs.v1.3.1
18:43:42        0    824504   77.00   84.00    0.00    0.00  161.00    10  juicefs.v1.3.1
18:43:43        0    824504   79.00   73.00    0.00    0.00  152.00    10  juicefs.v1.3.1
18:43:44        0    824504  103.00   87.00    0.00    0.00  190.00    10  juicefs.v1.3.1
18:43:45        0    824504   87.00   98.00    0.00    0.00  185.00    10  juicefs.v1.3.1
18:43:46        0    824504   95.00   96.00    0.00    0.00  191.00    10  juicefs.v1.3.1
18:43:47        0    824504   84.00   89.00    0.00    0.00  173.00    10  juicefs.v1.3.1
18:43:48        0    824504   76.00   79.00    0.00    0.00  155.00    10  juicefs.v1.3.1
18:43:49        0    824504   84.00   80.00    0.00    0.00  164.00    10  juicefs.v1.3.1
18:43:50        0    824504   90.00   98.00    0.00    0.00  188.00    10  juicefs.v1.3.1
18:43:51        0    824504   97.00   88.00    0.00    0.00  185.00    10  juicefs.v1.3.1
18:43:52        0    824504   85.00   91.00    0.00    0.00  176.00    10  juicefs.v1.3.1
18:43:53        0    824504   90.00   90.00    0.00    0.00  180.00    10  juicefs.v1.3.1
18:43:54        0    824504   72.00   70.00    0.00    0.00  142.00    10  juicefs.v1.3.1
18:43:55        0    824504   87.00   84.00    0.00    0.00  171.00    10  juicefs.v1.3.1
18:43:56        0    824504   88.00   97.00    0.00    0.00  185.00    10  juicefs.v1.3.1
18:43:57        0    824504  103.00   86.00    0.00    0.00  189.00    10  juicefs.v1.3.1
18:43:58        0    824504   92.00   82.00    0.00    0.00  174.00    10  juicefs.v1.3.1
18:43:59        0    824504   77.00   90.00    0.00    0.00  167.00    10  juicefs.v1.3.1
18:44:00        0    824504   75.00   66.00    0.00    0.00  141.00    10  juicefs.v1.3.1
18:44:01        0    824504   98.00   90.00    0.00    0.00  188.00    10  juicefs.v1.3.1
18:44:02        0    824504   91.00   99.00    0.00    0.00  190.00    10  juicefs.v1.3.1
18:44:03        0    824504   87.00   87.00    0.00    0.00  174.00    10  juicefs.v1.3.1
18:44:04        0    824504   90.00   89.00    0.00    0.00  179.00    10  juicefs.v1.3.1
18:44:05        0    824504   73.00   77.00    0.00    0.00  150.00    10  juicefs.v1.3.1
18:44:06        0    824504   77.00   81.00    0.00    0.00  158.00    10  juicefs.v1.3.1
18:44:07        0    824504   84.00   98.00    0.00    0.00  182.00    10  juicefs.v1.3.1
18:44:08        0    824504   84.00   98.00    0.00    0.00  182.00    10  juicefs.v1.3.1
18:44:09        0    824504   85.00  102.00    0.00    0.00  187.00    10  juicefs.v1.3.1
18:44:10        0    824504   94.00   88.00    0.00    0.00  182.00    10  juicefs.v1.3.1
18:44:11        0    824504   67.00   77.00    0.00    0.00  144.00    10  juicefs.v1.3.1
18:44:12        0    824504   85.00   80.00    0.00    0.00  165.00    10  juicefs.v1.3.1
18:44:13        0    824504   93.00   93.00    0.00    0.00  186.00    10  juicefs.v1.3.1
18:44:14        0    824504   88.00   99.00    0.00    0.00  187.00    10  juicefs.v1.3.1
18:44:15        0    824504   86.00   96.00    0.00    0.00  182.00    10  juicefs.v1.3.1
18:44:16        0    824504   81.00   94.00    0.00    0.00  175.00    10  juicefs.v1.3.1
