Linux 5.15.0-181-generic (tikv-node) 	07/09/26 	_x86_64_	(64 CPU)

18:25:48      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
18:25:49        0   4018153   32.00   16.00    0.00    0.00   48.00    16  juicefs.v1.3.1
18:25:50        0   4018153   89.00   69.00    0.00    0.00  158.00    17  juicefs.v1.3.1
18:25:51        0   4018153  131.00   98.00    0.00    0.00  229.00     2  juicefs.v1.3.1
18:25:52        0   4018153  115.00   92.00    0.00    0.00  207.00     2  juicefs.v1.3.1
18:25:53        0   4018153  111.00  104.00    0.00    0.00  215.00    40  juicefs.v1.3.1
18:25:54        0   4018153  113.00   83.00    0.00    0.00  196.00    43  juicefs.v1.3.1
18:25:55        0   4018153  107.00   94.00    0.00    0.00  201.00    43  juicefs.v1.3.1
18:25:56        0   4018153  106.00   87.00    0.00    0.00  193.00    43  juicefs.v1.3.1
18:25:57        0   4018153  114.00   84.00    0.00    0.00  198.00     0  juicefs.v1.3.1
18:25:58        0   4018153  114.00   96.00    0.00    0.00  210.00     0  juicefs.v1.3.1
18:25:59        0   4018153  114.00  102.00    0.00    0.00  216.00     2  juicefs.v1.3.1
18:26:00        0   4018153   93.00   88.00    0.00    0.00  181.00     0  juicefs.v1.3.1
18:26:01        0   4018153  105.00   73.00    0.00    0.00  178.00     2  juicefs.v1.3.1
18:26:02        0   4018153  125.00   88.00    0.00    0.00  213.00     4  juicefs.v1.3.1
18:26:03        0   4018153  105.00  107.00    0.00    0.00  212.00     2  juicefs.v1.3.1
18:26:04        0   4018153  123.00   87.00    0.00    0.00  210.00     2  juicefs.v1.3.1
18:26:05        0   4018153  116.00   95.00    0.00    0.00  211.00     4  juicefs.v1.3.1
18:26:06        0   4018153  100.00   77.00    0.00    0.00  177.00     2  juicefs.v1.3.1
18:26:07        0   4018153  106.00   71.00    0.00    0.00  177.00     2  juicefs.v1.3.1
18:26:08        0   4018153  122.00   95.00    0.00    0.00  217.00     2  juicefs.v1.3.1
