Linux 5.15.0-181-generic (tikv-node) 	07/09/26 	_x86_64_	(64 CPU)

18:46:39      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
18:46:40        0    824504  118.00   60.00    0.00    0.00  178.00     5  juicefs.v1.3.1
18:46:41        0    824504  124.00   91.00    0.00    0.00  215.00    11  juicefs.v1.3.1
18:46:42        0    824504  154.00  107.00    0.00    0.00  261.00    35  juicefs.v1.3.1
18:46:43        0    824504  159.00  101.00    0.00    0.00  260.00    46  juicefs.v1.3.1
18:46:44        0    824504  133.00   82.00    0.00    0.00  215.00    38  juicefs.v1.3.1
18:46:45        0    824504  117.00   74.00    0.00    0.00  191.00    20  juicefs.v1.3.1
18:46:46        0    824504  143.00   85.00    0.00    0.00  228.00    47  juicefs.v1.3.1
18:46:47        0    824504  143.00   95.00    0.00    0.00  238.00     3  juicefs.v1.3.1
18:46:48        0    824504  131.00   80.00    0.00    0.00  211.00     3  juicefs.v1.3.1
18:46:49        0    824504  160.00   98.00    0.00    0.00  258.00    16  juicefs.v1.3.1
18:46:50        0    824504  121.00   80.00    0.00    0.00  201.00    18  juicefs.v1.3.1
18:46:51        0    824504  119.00   78.00    0.00    0.00  197.00    52  juicefs.v1.3.1
18:46:52        0    824504  147.00   99.00    0.00    0.00  246.00    36  juicefs.v1.3.1
18:46:53        0    824504  139.00   91.00    0.00    0.00  230.00    18  juicefs.v1.3.1
18:46:54        0    824504  159.00   88.00    0.00    0.00  247.00    16  juicefs.v1.3.1
18:46:55        0    824504  140.00   95.00    0.00    0.00  235.00    45  juicefs.v1.3.1
18:46:56        0    824504  120.00   75.00    0.00    0.00  195.00    18  juicefs.v1.3.1
18:46:57        0    824504  116.00   84.00    0.00    0.00  200.00    24  juicefs.v1.3.1
18:46:58        0    824504  164.00  105.00    0.00    0.00  269.00    24  juicefs.v1.3.1
18:46:59        0    824504  135.00  102.00    0.00    0.00  237.00    22  juicefs.v1.3.1
