stock	rc=0	max_read=262144	  WRITE: bw=1379MiB/s (1446MB/s), 1379MiB/s-1379MiB/s (1446MB/s-1446MB/s), io=163GiB (175GB), run=121071-121071msec
patched	rc=0	max_read=262144	  WRITE: bw=891MiB/s (935MB/s), 891MiB/s-891MiB/s (935MB/s-935MB/s), io=114GiB (122GB), run=130627-130627msec
