archive_sha256_match	YES
tar_readable	YES
member_set_exact	YES
manifest_coverage_exact	YES
manifest_check_before_archive	YES
manifest_check_after_extract	YES
forbidden_large_members_absent	YES
required_evidence_present	YES
runner_exit_rc_zero	PENDING
launch_log_sha_recorded	PENDING
