------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0%  328M 8192K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
59.8%  328M 8192K| 940  0.77     0     0 | 714  1.00 |   0     0 |   0     0 
 281%  931M  600M|5529  8.35     0   649M| 279  1.06 |   0     0 |   0    64M
57.6%  931M  600M| 876   154     0   107M|   1  1.20 |   0     0 |   0   109M
72.4%  932M  598M| 910   127     0   112M|   3  1.48 |   0     0 |   0   112M
73.0%  933M  599M| 906   145     0   111M|   1  1.21 |   0     0 |   0   111M
68.7%  934M  599M| 909   120     0   111M|   2  1.14 |   0     0 |   0   112M
67.4%  936M  599M| 901   162     0   111M|   1  0.98 |   0     0 |   0   111M
61.9%  937M  600M| 883   143     0   108M|   2  0.84 |   0     0 |   0   110M
65.4%  937M  598M| 844   124     0   103M|   1  1.23 |   0     0 |   0   111M
73.3%  937M  597M| 915   167     0   112M|   2  1.22 |   0     0 |   0   111M
69.7%  937M  600M| 940   142     0   115M|   3  2.09 |   0     0 |   0   112M
81.6%  941M  596M| 914   127     0   112M|  78  2.77 |   0     0 |   0   112M
69.6%  943M  600M| 872   150     0   107M|  52  2.54 |   0     0 |   0   111M
61.1%  945M  600M| 910   121     0   112M|   2  1.34 |   0     0 |   0   110M
72.3%  946M  595M| 870   144     0   107M|   2  1.33 |   0     0 |   0   111M
74.4%  947M  598M| 940   157     0   115M|   2  1.18 |   0     0 |   0   112M
89.6%  950M  593M| 953   131     0   117M|  73  3.08 |   0     0 |   0   111M
80.2%  953M  599M| 877   139     0   107M|  59  2.98 |   0     0 |   0   112M
58.8%  953M  600M| 906   142     0   111M|   4  2.49 |   0     0 |   0   112M
63.4%  954M  599M| 915   144     0   112M|   3  2.08 |   0     0 |   0   110M
70.5%  955M  599M| 886   153     0   109M|   2  1.12 |   0     0 |   0   111M
83.8%  957M  594M| 939   119     0   115M|  63  3.04 |   0     0 |   0   111M
79.2%  959M  597M| 894   156     0   110M|  63  2.83 |   0     0 |   0   112M
61.9%  960M  600M| 895   134     0   110M|   2  1.42 |   0     0 |   0   111M
62.1%  962M  597M| 903   144     0   111M|   6  2.42 |   0     0 |   0   111M
71.2%  963M  598M| 901   150     0   110M|   3  2.11 |   0     0 |   0   111M
81.9%  965M  599M| 943   130     0   116M|  41  3.08 |   0     0 |   0   110M
89.3%  969M  596M| 853   152     0   104M|  79  3.08 |   0     0 |   0   112M
74.9%  974M  600M| 940   141     0   115M|   7  2.71 |   0     0 |   0   111M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
65.6%  980M  596M| 867   130     0   106M|   4  2.35 |   0     0 |   0   111M
64.5%  982M  599M| 920   136     0   113M|   5  2.44 |   0     0 |   0   112M
79.1%  985M  599M| 949   149     0   116M|  34  3.19 |   0     0 |   0   112M
98.4%  990M  598M| 895   122     0   110M|  84  3.07 |   0     0 |   0   111M
71.8%  992M  600M| 891   167     0   109M|  10  3.05 |   0     0 |   0   110M
62.6%  992M  596M| 879   135     0   108M|   5  2.23 |   0     0 |   0   111M
59.7%  992M  599M| 922   148     0   113M|   4  2.15 |   0     0 |   0   112M
71.2%  993M  600M| 928   124     0   114M|  19  3.26 |   0     0 |   0   111M
 142% 1002M  596M| 897   150     0   110M|  82  3.18 |   0     0 |   0   112M
81.5% 1003M  598M| 900   143     0   110M|  26  3.19 |   0     0 |   0   111M
68.2% 1003M  594M| 877   144     0   107M|   6  3.14 |   0     0 |   0   111M
62.7% 1003M  598M| 936   140     0   115M|   3  1.24 |   0     0 |   0   111M
61.4% 1003M  599M| 914   133     0   112M|  19  2.70 |   0     0 |   0   111M
86.7% 1003M  591M| 900   139     0   110M|  76  3.03 |   0     0 |   0   112M
79.4% 1003M  599M| 899   145     0   110M|  31  3.11 |   0     0 |   0   112M
74.6% 1004M  599M| 915   139     0   112M|   6  2.86 |   0     0 |   0   111M
62.6% 1004M  599M| 912   126     0   112M|   4  2.02 |   0     0 |   0   111M
56.4% 1004M  599M| 902   166     0   111M|   6  2.73 |   0     0 |   0   112M
73.2% 1004M  600M| 986   130     0   121M|  64  2.62 |   0     0 |   0   111M
80.9% 1004M  597M| 828   126     0   101M|  54  3.04 |   0     0 |   0   111M
75.4% 1004M  598M| 914   156     0   112M|   8  3.20 |   0     0 |   0   112M
71.1% 1005M  600M| 917   136     0   112M|   4  2.41 |   0     0 |   0   111M
60.5% 1005M  596M| 868   145     0   106M|   2  2.28 |   0     0 |   0   111M
71.3% 1005M  599M| 991   141     0   122M|  65  2.52 |   0     0 |   0   112M
77.5% 1005M  597M| 859   128     0   105M|  57  2.77 |   0     0 |   0   112M
74.8% 1006M  598M| 911   141     0   112M|   9  3.09 |   0     0 |   0   111M
73.7% 1006M  598M| 894   148     0   110M|   4  2.72 |   0     0 |   0   111M
67.7% 1006M  595M| 888   125     0   109M|   3  2.84 |   0     0 |   0   111M
72.0% 1007M  598M| 943   150     0   116M|  44  2.54 |   0     0 |   0   111M
80.9% 1007M  600M| 920   146     0   113M|  69  2.71 |   0     0 |   0   111M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
75.8% 1007M  598M| 870   148     0   107M|  15  3.28 |   0     0 |   0   111M
75.5% 1007M  598M| 917   137     0   112M|   4  2.65 |   0     0 |   0   111M
71.8% 1007M  594M| 870   145     0   107M|   4  3.16 |   0     0 |   0   111M
73.1% 1007M  598M| 941   140     0   115M|  36  2.81 |   0     0 |   0   111M
74.0% 1007M  600M| 930   135     0   114M|  67  2.57 |   0     0 |   0   112M
69.5% 1007M  595M| 843   151     0   103M|  28  2.73 |   0     0 |   0   111M
75.2% 1008M  599M| 936   145     0   115M|   4  2.62 |   0     0 |   0   111M
76.0% 1008M  597M| 888   140     0   109M|   8  3.37 |   0     0 |   0   111M
77.6% 1008M  597M| 923   130     0   113M|  27  3.03 |   0     0 |   0   112M
 113% 1008M  600M| 948   139     0   116M|  57  2.66 |   0     0 |   0   110M
63.4% 1009M  594M| 826   153     0   101M|  36  2.57 |   0     0 |   0   111M
75.9% 1009M  599M| 956   131     0   117M|  17  3.23 |   0     0 |   0   112M
75.6% 1009M  600M| 897   145     0   110M|  14  3.47 |   0     0 |   0   111M
80.1% 1009M  597M| 892   150     0   109M|  27  3.20 |   0     0 |   0   112M
80.6% 1009M  599M| 933   143     0   115M|  50  2.90 |   0     0 |   0   112M
68.3% 1009M  597M| 876   132     0   107M|  37  2.83 |   0     0 |   0   110M
66.1% 1009M  598M| 921   140     0   113M|  20  2.78 |   0     0 |   0   111M
77.6% 1009M  594M| 885   150     0   109M|  26  3.24 |   0     0 |   0   112M
79.5% 1009M  598M| 932   140     0   114M|  17  3.32 |   0     0 |   0   111M
84.6% 1009M  600M| 931   143     0   114M|  52  3.11 |   0     0 |   0   112M
73.0% 1009M  597M| 873   143     0   107M|  33  2.83 |   0     0 |   0   111M
63.4% 1009M  600M| 935   120     0   115M|  24  2.71 |   0     0 |   0   111M
69.7% 1009M  598M| 891   150     0   109M|  21  3.01 |   0     0 |   0   111M
81.4% 1009M  599M| 936   132     0   115M|  23  3.29 |   0     0 |   0   113M
81.3% 1009M  599M| 916   148     0   112M|  29  3.18 |   0     0 |   0   110M
82.8% 1010M  600M| 925   128     0   113M|  41  3.16 |   0     0 |   0   111M
64.3% 1010M  598M| 887   164     0   109M|  21  2.71 |   0     0 |   0   112M
61.4% 1010M  600M| 899   130     0   110M|  25  2.58 |   0     0 |   0   110M
76.7% 1010M  597M| 901   145     0   110M|  24  3.13 |   0     0 |   0   112M
82.4% 1010M  600M| 918   146     0   113M|  35  3.22 |   0     0 |   0   111M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
80.6% 1010M  597M| 896   129     0   110M|  32  3.20 |   0     0 |   0   111M
