------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0% 1211M 8192K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
61.1% 1211M   42M| 629  16.6    13M    0 | 643  1.08 |   0     0 |  17M  512K
 170% 1211M   44M| 831   141    96M    0 | 412  0.70 |   0     0 | 110M   15M
 193% 1211M   44M| 874   142    96M    0 | 372  0.84 |   0     0 | 111M   15M
 194% 1211M   45M| 885   142    95M    0 | 302  0.87 |   0     0 | 110M   13M
 188% 1211M   44M| 890   146    97M    0 | 282  0.85 |   0     0 | 110M   13M
 178% 1211M   45M| 825   156    90M    0 | 254  0.83 |   0     0 | 108M   17M
 148% 1211M   46M| 818   150    87M    0 | 209  0.71 |   0     0 | 108M   20M
 154% 1211M   47M| 886   147    97M    0 | 212  0.69 |   0     0 | 110M   12M
 177% 1211M   46M| 868   148    94M    0 | 191  0.82 |   0     0 | 111M   16M
 179% 1211M   47M| 897   141    97M    0 | 169  0.83 |   0     0 | 111M   13M
 173% 1211M   47M| 875   145    96M    0 | 163  0.84 |   0     0 | 109M   13M
 165% 1211M   47M| 856   148    94M    0 | 137  0.81 |   0     0 | 109M   15M
 147% 1211M   45M| 871   150    95M    0 | 137  0.72 |   0     0 | 108M   14M
 170% 1211M   46M| 826   154    88M    0 | 123  0.78 |   0     0 | 110M   20M
 180% 1211M   46M| 912   138   100M    0 | 126  0.83 |   0     0 | 111M   11M
 224% 1211M   46M| 862   150    94M    0 | 117  0.87 |   0     0 | 109M   15M
 164% 1211M   45M| 867   147    94M    0 | 123  0.83 |   0     0 | 109M   17M
 146% 1211M   45M| 902   141    97M    0 | 130  0.67 |   0     0 | 109M   12M
 135% 1211M   45M| 843   149    91M    0 | 115  0.64 |   0     0 | 109M   17M
 163% 1211M   45M| 883   150    96M    0 | 106  0.78 |   0     0 | 111M   15M
 169% 1211M   44M| 872   149    93M    0 | 127  0.81 |   0     0 | 110M   18M
 169% 1211M   45M| 873   142    97M    0 |  97  0.82 |   0     0 | 111M   13M
 156% 1211M   46M| 894   145    97M    0 | 106  0.74 |   0     0 | 110M   13M
 142% 1211M   46M| 835   156    90M    0 | 100  0.70 |   0     0 | 107M   16M
 144% 1211M   46M| 870   144    95M    0 |  97  0.69 |   0     0 | 109M   13M
 178% 1211M   46M| 878   145    95M    0 | 111  0.82 |   0     0 | 111M   15M
 173% 1211M   46M| 889   144    97M    0 | 103  0.82 |   0     0 | 110M   13M
 168% 1211M   45M| 870   149    95M    0 |  98  0.81 |   0     0 | 110M   16M
 146% 1211M   45M| 830   152    90M    0 | 101  0.73 |   0     0 | 108M   18M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 137% 1211M   44M| 861   150    93M    0 | 105  0.66 |   0     0 | 108M   15M
 161% 1211M   45M| 861   151    94M    0 |  99  0.75 |   0     0 | 111M   16M
 171% 1211M   45M| 895   141    97M    0 |  98  0.81 |   0     0 | 110M   12M
 169% 1211M   45M| 845   149    91M    0 | 101  0.83 |   0     0 | 110M   18M
 165% 1211M   45M| 850   148    93M    0 |  95  0.80 |   0     0 | 110M   17M
 156% 1211M   44M| 866   143    93M    0 | 105  0.72 |   0     0 | 108M   15M
 143% 1211M   46M| 855   152    93M    0 |  97  0.68 |   0     0 | 110M   15M
 166% 1211M   45M| 866   149    94M    0 |  97  0.79 |   0     0 | 109M   16M
 171% 1211M   46M| 850   149    92M    0 | 100  0.83 |   0     0 | 110M   16M
 163% 1211M   45M| 865   147    94M    0 | 101  0.76 |   0     0 | 110M   17M
 162% 1211M   43M| 876   148    94M    0 | 107  0.77 |   0     0 | 109M   17M
 141% 1211M   44M| 863   149    93M    0 | 100  0.64 |   0     0 | 109M   15M
 146% 1211M   45M| 883   143    96M    0 |  99  0.69 |   0     0 | 109M   11M
 178% 1211M   44M| 895   145    98M    0 | 100  0.78 |   0     0 | 111M   13M
 184% 1211M   44M| 931   139   101M    0 | 106  0.80 |   0     0 | 111M   10M
 170% 1211M   43M| 905   139   101M    0 |  86  0.79 |   0     0 | 111M   10M
 160% 1211M   42M| 933   137   102M    0 | 102  0.68 |   0     0 | 110M 8960K
 143% 1211M   42M| 950   137   105M    0 | 100  0.64 |   0     0 | 109M 4608K
 152% 1211M   41M| 921   136   101M    0 |  97  0.66 |   0     0 | 111M   10M
 177% 1211M   41M| 959   135   106M    0 |  96  0.79 |   0     0 | 112M 5376K
 180% 1211M   41M| 985   135   108M    0 | 105  0.77 |   0     0 | 111M 2816K
 174% 1211M   40M| 986   126   110M    0 |  91  0.76 |   0     0 | 111M 2048K
 155% 1211M   40M| 957   133   107M    0 |  89  0.69 |   0     0 | 109M 2560K
 147% 1211M   40M| 998   133   110M    0 | 106  0.63 |   0     0 | 110M  768K
 159% 1211M   40M|1010   127   112M    0 |  98  0.74 |   0     0 | 112M    0 
 177% 1211M   40M| 997   126   112M    0 |  90  0.82 |   0     0 | 112M    0 
 169% 1211M   40M|1010   123   112M    0 |  98  0.76 |   0     0 | 112M    0 
 172% 1211M   40M| 995   129   111M    0 |  94  0.80 |   0     0 | 111M    0 
 154% 1211M   40M| 998   131   110M    0 | 106  0.71 |   0     0 | 110M    0 
 146% 1211M   40M|1013   128   111M    0 | 107  0.67 |   0     0 | 111M    0 
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 171% 1211M   40M| 997   125   112M    0 |  89  0.77 |   0     0 | 112M    0 
 182% 1211M   40M|1012   127   112M    0 |  98  0.85 |   0     0 | 112M    0 
 177% 1211M   40M|1005   128   111M    0 |  98  0.80 |   0     0 | 111M    0 
 166% 1211M   40M| 982   129   110M    0 |  89  0.75 |   0     0 | 110M    0 
 149% 1211M   40M| 996   128   110M    0 | 103  0.69 |   0     0 | 110M    0 
 164% 1211M   40M|1010   129   111M    0 | 105  0.70 |   0     0 | 111M    0 
 184% 1211M   40M|1008   126   112M    0 |  94  0.81 |   0     0 | 112M    0 
 180% 1211M   40M| 999   125   112M    0 |  93  0.80 |   0     0 | 112M    0 
 177% 1211M   40M|1009   128   111M    0 | 101  0.77 |   0     0 | 112M    0 
 160% 1211M   40M|1001   129   110M    0 | 105  0.70 |   0     0 | 110M    0 
 143% 1211M   40M| 989   128   110M    0 |  94  0.80 |   0     0 | 110M    0 
 174% 1211M   40M|1017   128   112M    0 | 105  0.90 |   0     0 | 112M    0 
 175% 1211M   40M| 996   127   112M    0 |  88  0.94 |   0     0 | 112M    0 
 179% 1211M   40M|1007   130   112M    0 |  97  0.90 |   0     0 | 112M    0 
 177% 1211M   40M|1006   124   111M    0 | 100  0.89 |   0     0 | 111M    0 
 144% 1211M   40M| 989   128   109M    0 | 105  0.73 |   0     0 | 109M    0 
 155% 1211M   40M|1003   128   111M    0 |  95  0.78 |   0     0 | 111M    0 
 171% 1211M   40M| 991   133   112M    0 |  86  0.81 |   0     0 | 112M    0 
 176% 1211M   40M|1015   124   112M    0 | 101  0.82 |   0     0 | 112M    0 
 164% 1211M   40M|1015   125   112M    0 | 104  0.75 |   0     0 | 112M    0 
 165% 1211M   40M| 988   131   110M    0 |  97  0.76 |   0     0 | 110M    0 
 141% 1211M   40M| 976   129   110M    0 |  85  0.70 |   0     0 | 110M    0 
 152% 1211M   40M|1016   129   112M    0 | 106  0.71 |   0     0 | 112M    0 
 178% 1211M   40M|1010   122   112M    0 |  96  0.80 |   0     0 | 112M    0 
 172% 1211M   40M|1004   130   112M    0 |  93  1.00 |   0     0 | 112M    0 
 162% 1212M   40M| 999   127   111M    0 |  98  0.77 |   0     0 | 111M    0 
 148% 1212M   40M| 997   130   110M    0 | 100  0.74 |   0     0 | 110M    0 
 144% 1214M   40M| 993   129   110M    0 |  99  0.94 |   0     0 | 110M    0 
 163% 1215M   40M|1003   125   112M    0 |  92  0.85 |   0     0 | 112M    0 
 173% 1215M   40M|1016   127   112M    0 | 102  0.81 |   0     0 | 112M    0 
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 162% 1217M   40M|1001   123   111M    0 |  94  0.73 |   0     0 | 111M    0 
 168% 1219M   40M|1011   128   112M    0 | 102  0.76 |   0     0 | 112M    0 
 155% 1221M   40M| 983   128   109M    0 |  94  0.73 |   0     0 | 109M    0 
 151% 1224M   40M|1010   132   111M    0 | 105  0.67 |   0     0 | 111M    0 
 174% 1228M   40M|1011   124   112M    0 |  96  0.80 |   0     0 | 112M    0 
 178% 1231M   40M|1001   127   112M    0 |  95  0.79 |   0     0 | 112M    0 
 161% 1233M   40M|1007   127   112M    0 |  98  0.72 |   0     0 | 112M    0 
 154% 1235M   40M|1001   131   111M    0 | 102  0.68 |   0     0 | 111M    0 
 151% 1239M   40M| 980   128   109M    0 |  91  0.66 |   0     0 | 109M    0 
 153% 1243M   40M|1012   125   112M    0 |  98  0.72 |   0     0 | 112M    0 
 182% 1246M   40M|1004   131   112M    0 |  96  0.79 |   0     0 | 112M    0 
 177% 1248M   40M|1011   126   112M    0 |  98  0.79 |   0     0 | 112M    0 
 164% 1252M   40M|1000   129   111M    0 |  98  0.71 |   0     0 | 111M    0 
 157% 1256M   40M| 989   129   110M    0 |  96  0.68 |   0     0 | 110M    0 
 156% 1258M   40M|1001   128   110M    0 | 104  0.69 |   0     0 | 110M    0 
 182% 1261M   40M|1009   130   112M    0 |  97  0.79 |   0     0 | 112M    0 
 183% 1266M   40M|1002   123   112M    0 |  93  0.80 |   0     0 | 112M    0 
 173% 1270M   40M|1008   126   112M    0 |  97  0.78 |   0     0 | 112M    0 
 162% 1273M   40M|1009   128   111M    0 | 107  0.71 |   0     0 | 111M    0 
 149% 1276M   40M| 990   127   110M    0 |  95  0.69 |   0     0 | 110M    0 
 156% 1279M   40M|1001   128   111M    0 | 100  0.71 |   0     0 | 111M    0 
 180% 1281M   40M|1006   129   112M    0 |  90  0.80 |   0     0 | 112M    0 
 177% 1285M   40M|1008   130   112M    0 | 102  0.82 |   0     0 | 112M    0 
 158% 1288M   40M| 998   123   111M    0 |  93  0.73 |   0     0 | 111M    0 
 148% 1292M   40M|1005   126   111M    0 | 101  0.68 |   0     0 | 111M    0 
 144% 1295M   40M| 987   133   109M    0 |  97  0.69 |   0     0 | 109M    0 
 140% 1298M   40M|1002   127   112M    0 |  93  0.66 |   0     0 | 112M    0 
 175% 1303M   40M|1013   125   112M    0 | 103  0.79 |   0     0 | 112M    0 
 178% 1306M   40M|1011   129   111M    0 | 100  0.79 |   0     0 | 111M    0 
 147% 1309M   40M| 994   127   111M    0 |  87  0.70 |   0     0 | 111M    0 
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 153% 1313M   40M| 991   126   110M    0 |  97  0.72 |   0     0 | 110M    0 
 145% 1317M   40M| 997   130   111M    0 |  99  0.67 |   0     0 | 111M    0 
 169% 1320M   40M|1004   130   111M    0 |  93  0.78 |   0     0 | 111M    0 
 183% 1323M   40M|1002   125   112M    0 |  91  0.81 |   0     0 | 112M    0 
 175% 1327M   40M|1013   129   112M    0 | 103  0.80 |   0     0 | 112M    0 
 150% 1328M   40M| 993   129   110M    0 |  95  0.70 |   0     0 | 110M    0 
 160% 1340M   40M|1003   123   110M    0 | 104  0.71 |   0     0 | 110M    0 
 155% 1346M   40M| 993   134   110M    0 |  97  0.69 |   0     0 | 110M    0 
 178% 1350M   40M|1004   123   112M    0 |  90  0.81 |   0     0 | 112M    0 
 191% 1356M   40M|1005   127   112M    0 |  93  0.83 |   0     0 | 112M    0 
 159% 1358M   40M|1008   127   111M    0 | 104  0.75 |   0     0 | 111M    0 
 150% 1359M   40M|1004   125   111M    0 | 104  0.67 |   0     0 | 111M    0 
 142% 1361M   40M| 985   130   110M    0 |  90  0.67 |   0     0 | 110M    0 
 151% 1363M   40M|1009   133   112M    0 | 101  0.69 |   0     0 | 112M    0 
 177% 1366M   40M|1012   121   112M    0 | 100  0.80 |   0     0 | 112M    0 
 177% 1369M   40M|1012   132   112M    0 | 100  0.80 |   0     0 | 112M    0 
 201% 1372M   40M| 999   123   111M    0 |  95  0.79 |   0     0 | 111M    0 
 151% 1373M   40M| 983   128   110M    0 |  89  0.70 |   0     0 | 110M    0 
 146% 1374M   40M|1004   129   111M    0 | 104  0.66 |   0     0 | 111M    0 
 156% 1375M   40M|1004   126   112M    0 |  94  0.73 |   0     0 | 112M    0 
 174% 1376M   40M|1005   126   112M    0 |  96  0.81 |   0     0 | 112M    0 
 180% 1377M   40M|1005   131   112M    0 |  93  0.80 |   0     0 | 112M    0 
