------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0%  464M 8192K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
62.2%  508M  119M|1196  1.02     0   113M| 288  1.65 |   0     0 |   0  6144K
 276% 1009M  597M|4891  19.6     0   595M| 115  0.91 |   0     0 |   0   111M
 191% 1069M  598M| 937   142     0   115M| 735  6.34 |   0     0 |   0   111M
 136% 1079M  593M| 849   150     0   104M| 393  2.51 |   0     0 |   0   110M
 159% 1092M  596M| 921   130     0   113M| 414  2.80 |   0     0 |   0   111M
 170% 1108M  596M| 917   153     0   113M| 405  3.06 |   0     0 |   0   111M
 184% 1129M  598M| 903   140     0   111M| 593  2.73 |   0     0 |   0   111M
 238% 1141M  594M| 880   136     0   108M| 570  2.48 |   0     0 |   0   111M
 156% 1142M  600M| 969   146     0   119M| 453  2.54 |   0     0 |   0   112M
 141% 1142M  593M| 842   148     0   103M| 444  2.41 |   0     0 |   0   111M
 158% 1142M  601M| 953   143     0   117M| 443  2.67 |   0     0 |   0   111M
 167% 1142M  595M| 867   130     0   106M| 444  2.86 |   0     0 |   0   110M
 150% 1148M  600M| 939   146     0   115M| 444  2.48 |   0     0 |   0   111M
 153% 1166M  594M| 862   143     0   106M| 457  2.59 |   0     0 |   0   112M
 165% 1183M  600M| 959   141     0   118M| 453  2.65 |   0     0 |   0   111M
 165% 1200M  597M| 874   128     0   107M| 441  2.80 |   0     0 |   0   110M
 178% 1218M  600M| 940   154     0   115M| 441  2.96 |   0     0 |   0   112M
 172% 1237M  597M| 863   109     0   106M| 446  2.95 |   0     0 |   0   110M
 150% 1255M  597M| 910   169     0   112M| 452  2.43 |   0     0 |   0   111M
 152% 1273M  592M| 873   149     0   107M| 444  2.50 |   0     0 |   0   112M
 161% 1292M  599M| 962   130     0   118M| 442  2.59 |   0     0 |   0   111M
 168% 1310M  592M| 849   149     0   104M| 453  2.82 |   0     0 |   0   111M
 178% 1329M  600M| 970   144     0   119M| 445  2.97 |   0     0 |   0   112M
 167% 1346M  595M| 870   130     0   107M| 445  2.78 |   0     0 |   0   111M
 144% 1365M  592M| 883   148     0   108M| 452  2.41 |   0     0 |   0   111M
 155% 1384M  597M| 947   134     0   116M| 439  2.58 |   0     0 |   0   111M
 148% 1403M  593M| 871   151     0   107M| 452  2.43 |   0     0 |   0   111M
 170% 1423M  599M| 958   135     0   118M| 443  2.85 |   0     0 |   0   111M
 175% 1441M  597M| 880   141     0   108M| 450  2.96 |   0     0 |   0   111M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 152% 1461M  601M| 940   143     0   115M| 447  2.46 |   0     0 |   0   111M
 157% 1480M  597M| 873   135     0   107M| 456  2.58 |   0     0 |   0   112M
 167% 1498M  600M| 939   144     0   115M| 453  2.58 |   0     0 |   0   111M
 168% 1515M  598M| 902   136     0   111M| 438  2.74 |   0     0 |   0   112M
 174% 1535M  598M| 897   141     0   110M| 442  2.96 |   0     0 |   0   110M
 169% 1554M  596M| 891   148     0   109M| 448  2.83 |   0     0 |   0   112M
 147% 1574M  597M| 924   138     0   113M| 454  2.39 |   0     0 |   0   111M
 168% 1592M  600M| 925   145     0   113M| 440  2.80 |   0     0 |   0   111M
 174% 1611M  596M| 882   133     0   108M| 457  2.73 |   0     0 |   0   112M
 170% 1631M  600M| 937   151     0   115M| 449  2.79 |   0     0 |   0   111M
 169% 1649M  597M| 878   133     0   108M| 451  2.83 |   0     0 |   0   112M
 163% 1667M  600M| 921   145     0   113M| 436  2.82 |   0     0 |   0   111M
 149% 1687M  594M| 874   142     0   107M| 454  2.46 |   0     0 |   0   111M
