------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0% 1277M 2560K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
 181% 1277M 2560K| 976  0.72     0     0 | 743  0.93 |   0     0 |   0     0 
 235% 1277M  599M|5459  7.69     0   644M| 258  1.01 |   0     0 |   0    61M
64.8% 1277M  599M| 913   136     0   112M|   1  1.02 |   0     0 |   0   111M
69.0% 1277M  600M| 922   126     0   113M|   2  0.96 |   0     0 |   0   112M
69.2% 1277M  597M| 880   162     0   108M|   2  1.66 |   0     0 |   0   111M
70.0% 1277M  598M| 898   143     0   110M|   2  1.06 |   0     0 |   0   111M
70.6% 1277M  598M| 848   147     0   104M|   1  1.09 |   0     0 |   0   105M
73.8% 1277M  599M| 933   122     0   114M|   4  2.51 |   0     0 |   0   116M
65.0% 1277M  598M| 874   169     0   107M|   9  2.83 |   0     0 |   0   111M
73.1% 1277M  600M| 930   138     0   114M|  10  3.00 |   0     0 |   0   111M
72.3% 1277M  594M| 846   102     0   104M|   6  2.68 |   0     0 |   0   112M
90.7% 1277M  598M|1019   163     0   125M|  76  3.15 |   0     0 |   0   111M
80.9% 1277M  600M| 865   144     0   106M|  48  3.01 |   0     0 |   0   110M
71.0% 1277M  593M| 858   145     0   105M|  10  2.92 |   0     0 |   0   112M
70.8% 1277M  599M| 953   142     0   117M|  15  2.90 |   0     0 |   0   110M
72.3% 1277M  600M| 903   143     0   111M|   4  2.66 |   0     0 |   0   112M
85.9% 1277M  597M| 958   136     0   118M|  54  3.13 |   0     0 |   0   111M
78.6% 1278M  600M| 846   145     0   104M|  42  3.00 |   0     0 |   0   111M
74.9% 1278M  598M| 897   132     0   110M|  14  3.03 |   0     0 |   0   112M
72.7% 1278M  598M| 903   144     0   111M|  19  3.06 |   0     0 |   0   111M
67.8% 1278M  594M| 869   152     0   106M|   7  2.73 |   0     0 |   0   112M
84.6% 1278M  598M| 996   139     0   122M|  45  3.02 |   0     0 |   0   111M
80.2% 1278M  596M| 848   127     0   104M|  47  2.98 |   0     0 |   0   112M
75.0% 1278M  598M| 931   140     0   114M|  16  3.19 |   0     0 |   0   111M
69.9% 1278M  600M| 903   142     0   111M|  18  3.11 |   0     0 |   0   112M
61.8% 1278M  598M| 881   142     0   108M|  11  2.54 |   0     0 |   0   111M
77.4% 1278M  599M| 958   145     0   118M|  31  3.09 |   0     0 |   0   112M
81.8% 1278M  593M| 850   148     0   104M|  60  2.92 |   0     0 |   0   111M
77.1% 1278M  599M| 946   124     0   116M|  19  3.03 |   0     0 |   0   112M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
75.1% 1278M  600M| 916   154     0   112M|  13  3.37 |   0     0 |   0   111M
70.6% 1278M  595M| 863   143     0   106M|  11  2.90 |   0     0 |   0   111M
68.5% 1278M  600M| 960   147     0   118M|  26  2.94 |   0     0 |   0   111M
84.2% 1278M  598M| 876   127     0   107M|  65  2.90 |   0     0 |   0   111M
75.8% 1278M  599M| 909   147     0   111M|  17  3.16 |   0     0 |   0   112M
70.7% 1278M  598M| 897   118     0   110M|  12  3.08 |   0     0 |   0   111M
71.7% 1278M  597M| 902   159     0   111M|  14  3.03 |   0     0 |   0   112M
71.1% 1278M  600M| 950   141     0   117M|  24  2.95 |   0     0 |   0   110M
83.5% 1278M  599M| 899   140     0   110M|  57  3.00 |   0     0 |   0   112M
74.1% 1278M  599M| 886   144     0   109M|  21  3.01 |   0     0 |   0   111M
72.7% 1278M  592M| 847   144     0   104M|  16  3.22 |   0     0 |   0   111M
77.1% 1279M  599M| 964   132     0   118M|  20  3.01 |   0     0 |   0   111M
71.2% 1279M  596M| 883   150     0   108M|   8  3.14 |   0     0 |   0   111M
76.0% 1279M  598M| 952   137     0   117M|  56  2.70 |   0     0 |   0   112M
72.6% 1279M  595M| 861   132     0   105M|  37  2.82 |   0     0 |   0   110M
71.1% 1279M  599M| 929   151     0   114M|  10  3.32 |   0     0 |   0   111M
68.9% 1279M  600M| 910   141     0   112M|  23  3.00 |   0     0 |   0   111M
69.9% 1279M  597M| 881   133     0   108M|   9  3.31 |   0     0 |   0   111M
80.0% 1279M  599M| 967   142     0   119M|  50  2.98 |   0     0 |   0   112M
72.7% 1279M  600M| 872   143     0   107M|  39  2.73 |   0     0 |   0   112M
75.6% 1279M  598M| 904   137     0   111M|  15  3.29 |   0     0 |   0   111M
72.8% 1279M  599M| 903   139     0   111M|  17  2.93 |   0     0 |   0   110M
75.1% 1279M  599M| 912   142     0   112M|  15  3.29 |   0     0 |   0   112M
78.0% 1279M  595M| 902   148     0   111M|  37  3.15 |   0     0 |   0   111M
78.4% 1279M  599M| 920   134     0   113M|  55  2.90 |   0     0 |   0   111M
67.8% 1279M  598M| 899   149     0   110M|  15  3.06 |   0     0 |   0   111M
73.7% 1279M  598M| 895   120     0   110M|  15  3.18 |   0     0 |   0   111M
70.0% 1279M  600M| 911   158     0   112M|  12  2.96 |   0     0 |   0   111M
80.6% 1279M  596M| 904   134     0   111M|  45  3.20 |   0     0 |   0   111M
80.3% 1280M  597M| 915   142     0   112M|  45  3.02 |   0     0 |   0   112M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
66.4% 1280M  600M| 912   146     0   112M|  11  3.02 |   0     0 |   0   110M
74.2% 1280M  593M| 847   146     0   104M|  24  3.16 |   0     0 |   0   111M
74.8% 1280M  600M| 952   135     0   117M|  17  3.41 |   0     0 |   0   111M
