---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
22.7%  488M  302M    0 | 452  2.09     0    56M|   2  2.62     1  4.29     0 |   0     0 |   0     0     0    50M  200   649     0     0 
22.7%  490M  301M    0 | 488  1.96     0    59M|   3  1.88     1  3.81     0 |   0     0 |   0     0     0    60M  240   666     0     0 
25.0%  491M  296M    0 | 424  2.26     0    52M|   2  2.24     1  3.39     0 |   0     0 |   0     0     0    54M  229   708     0     0 
28.7%  491M  301M    0 | 465  2.00     0    55M|   3  2.36     1  4.59     0 |   0     0 |   0     0     0    53M  200   671     0     0 
26.3%  492M  302M    0 | 475  1.99     0    57M|   3  2.00     1  4.07     0 |   0     0 |   0     0     0    57M  230   647     0     0 
27.1%  493M  300M    0 | 472  1.99     0    57M|   2  2.60     1  4.41     0 |   0     0 |   0     0     0    58M  234   693     0     0 
23.4%  494M  300M    0 | 472  2.02     0    57M|   3  1.52     1  2.72     0 |   0     0 |   0     0     0    57M  231   689     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
25.5%  495M  300M    0 | 481  1.96     0    58M|   2  2.42     1  3.95     0 |   0     0 |   0     0     0    58M  233   639     0     0 
30.4%  495M  300M    0 | 470  2.00     0    57M|   2  1.16     2  4.04     0 |   0     0 |   0     0     0    57M  229   652     0     0 
25.0%  496M  301M    0 | 404  2.36     0    48M|   4  1.91     1  4.22     0 |   0     0 |   0     0     0    47M  190   706     0     0 
25.6%  498M  301M    0 | 477  1.99     0    58M|   2  2.11     1  3.12     0 |   0     0 |   0     0     0    58M  234   675     0     0 
26.9%  498M  301M    0 | 479  1.99     0    58M|   3  2.16     1  4.62     0 |   0     0 |   0     0     0    58M  232   655     0     0 
19.3%  499M  302M    0 | 391  2.44     0    47M|   2  2.09     1  3.33     0 |   0     0 |   0     0     0    46M  185   701     0     0 
23.9%  501M  302M    0 | 445  2.16     0    53M|   2  1.19     0     0     0 |   0     0 |   0     0     0    53M  215   707     0     0 
29.9%  502M  301M    0 | 458  2.02     0    55M|   4  2.71     2  4.32     0 |   0     0 |   0     0     0    56M  224   685     0     0 
28.2%  503M  301M    0 | 491  1.91     0    59M|   2  2.10     1  3.35     0 |   0     0 |   0     0     0    60M  240   645     0     0 
24.5%  504M  302M    0 | 401  2.37     0    48M|   2  1.01     0     0     0 |   0     0 |   0     0     0    48M  192   719     0     0 
25.0%  505M  301M    0 | 474  1.99     0    57M|   2  2.45     1  4.11     0 |   0     0 |   0     0     0    57M  231   689     0     0 
24.3%  506M  301M    0 | 451  2.13     0    54M|   3  1.78     1  3.49     0 |   0     0 |   0     0     0    54M  219   676     0     0 
26.2%  507M  300M    0 | 476  2.00     0    57M|   4  1.71     1  3.42     0 |   0     0 |   0     0     0    59M  236   721     0     0 
27.3%  508M  297M    0 | 410  2.30     0    49M|   2  2.68     3  3.56     0 |   0     0 |   0     0     0    52M  210   677     0     0 
24.7%  508M  301M    0 | 435  2.17     0    52M|   3  1.94     1  4.02     0 |   0     0 |   0     0     0    49M  196   724     0     0 
23.6%  509M  300M    0 | 397  2.37     0    48M|   1  0.90     0     0     0 |   0     0 |   0     0     0    48M  194   776     0     0 
22.7%  510M  301M    0 | 462  2.05     0    56M|   3  1.72     1  3.33     0 |   0     0 |   0     0     0    55M  220   690     0     0 
23.5%  511M  301M    0 | 477  2.02     0    57M|   3  1.60     1  3.00     0 |   0     0 |   0     0     0    58M  233   667     0     0 
27.7%  512M  300M    0 | 452  2.07     0    54M|   2  2.86     1  4.43     0 |   0     0 |   0     0     0    56M  224   686     0     0 
25.1%  513M  301M    0 | 402  2.34     0    48M|   3  1.97     1  4.14     0 |   0     0 |   0     0     0    47M  188   735     0     0 
26.8%  513M  300M    0 | 478  1.97     0    58M|   2  2.36     1  3.91     0 |   0     0 |   0     0     0    59M  238   692     0     0 
22.5%  514M  302M    0 | 397  2.39     0    47M|   2  0.96     0     0     0 |   0     0 |   0     0     0    45M  182   657     0     0 
23.9%  515M  300M    0 | 475  2.01     0    57M|   4  1.68     1  3.54     0 |   0     0 |   0     0     0    59M  238   725     0     0 
24.6%  515M  296M    0 | 443  2.17     0    53M|   2  2.45     1  3.79     0 |   0     0 |   0     0     0    57M  230   704     0     0 
26.5%  516M  301M    0 | 418  2.26     0    50M|   3  2.06     3  3.80     0 |   0     0 |   0     0     0    45M  183   695     0     0 
22.2%  517M  303M    0 | 393  2.43     0    47M|   2  2.14     1  3.34     0 |   0     0 |   0     0     0    46M  185   731     0     0 
28.5%  519M  301M    0 | 470  2.01     0    57M|   3  2.03     1  3.99     0 |   0     0 |   0     0     0    59M  236   744     0     0 
24.8%  520M  300M    0 | 473  2.01     0    57M|   2  0.82     0     0     0 |   0     0 |   0     0     0    58M  233   687     0     0 
15.2%  520M  272M    0 | 162  2.25     0    18M|   2  2.14     1  3.06     0 |   0     0 |   0     0     0    46M  185   707     0     0 
23.1%  533M  222M    0 |  14  0.39     0     0 |   3  2.75     1  6.01     0 |   0     0 |   0     0     0    52M  208   749     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
22.7%  538M  170M    0 |  13  0.38     0     0 |   2  2.69     1  4.32     0 |   0     0 |   0     0     0    49M  199   698     0     0 
25.0%  541M  111M    0 |  14  0.40     0     0 |   3  2.15     1  4.36     0 |   0     0 |   0     0     0    59M  238   699     0     0 
25.6%  542M   52M    0 |  14  0.38     0     0 |   4  1.62     1  3.49     0 |   0     0 |   0     0     0    59M  236   664     0     0 
 8.0%  542M  256K    0 |  16   338     0     0 |   2  2.09     1  3.40     0 |   0     0 |   0     0     0    52M  208   686     0     0 
 1.6%  543M  256K    0 |  14  0.36     0     0 |   2  0.95     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  543M  256K    0 |  13  0.33     0     0 |   1  1.02     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.6%  544M  256K    0 |  14  0.39     0     0 |   2  0.82     2  2.70     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  545M  256K    0 |  14  0.40     0     0 |   2  1.03     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  545M  256K    0 |  13  0.35     0     0 |   1  0.86     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  546M  256K    0 |  14  0.39     0     0 |   2  1.05     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  546M  256K    0 |  13  0.33     0     0 |   1  1.30     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  547M  256K    0 |  14  0.44     0     0 |   2  1.20     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9%  547M  256K    0 |  14  0.39     0     0 |   3  1.12     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  548M  256K    0 |  13  0.33     0     0 |   1  0.95     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  548M  256K    0 |  14  0.38     0     0 |   2  0.95     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  549M  256K    0 |  13  0.33     0     0 |   1  0.98     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  549M  256K    0 |  14  0.38     0     0 |   2  0.98     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  550M  256K    0 |  14  0.39     0     0 |   2  0.98     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.4%  550M  256K    0 |  13  0.30     0     0 |   1  0.94     2  3.18     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.1%  551M  256K    0 |  14  0.37     0     0 |   2  0.80     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  552M  256K    0 |  13  0.33     0     0 |   1  0.96     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9%  553M  256K    0 |  14  0.46     0     0 |   2  1.14     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  553M  256K    0 |  14  0.41     0     0 |   3  1.30     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  553M  256K    0 |  13  0.34     0     0 |   1  1.00     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  554M  256K    0 |  14  0.44     0     0 |   2  1.00     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2%  555M  256K    0 |  13  0.33     0     0 |   1  0.89     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  555M  256K    0 |  14  0.32     0     0 |   2  0.95     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.1%  556M  256K    0 |  14  0.35     0     0 |   2  0.95     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  556M  256K    0 |  13  0.35     0     0 |   1  0.99     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  557M  256K    0 |  14  0.39     0     0 |   2  1.05     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
