---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
48.4%  969M  600M    0 | 445  33.9     0    53M|   6  2.78     4  3.53     0 |   0     0 |   0     0     0    54M  217   685     0     0 
27.1%  969M  600M    0 | 366  40.8     0    44M|   4  2.63     2  4.03     0 |   0     0 |   0     0     0    44M  177   710     0     0 
29.9%  969M  600M    0 | 496  33.2     0    60M|   3  2.00     3  3.20     0 |   0     0 |   0     0     0    60M  242   683     0     0 
29.0%  969M  600M    0 | 480  34.6     0    58M|   7  2.63     5  3.26     0 |   0     0 |   0     0     0    57M  233   638     0     0 
26.5%  969M  596M    0 | 397  38.8     0    48M|   4  2.92     3  3.52     0 |   0     0 |   0     0     0    49M  207   727     0     0 
31.3%  969M  600M    0 | 472  35.0     0    57M|   7  2.98     5  3.71     0 |   0     0 |   0     0     0    55M  215   686     0     0 
31.2%  969M  592M    0 | 427  38.6     0    51M|   6  2.83     4  3.77     0 |   0     0 |   0     0     0    59M  237   697     0     0 
30.0%  969M  588M    0 | 445  34.7     0    52M|   5  3.08     4  3.61     0 |   0     0 |   0     0     0    57M  228   676     0     0 
22.6%  969M  600M    0 | 457  32.6     0    56M|   4  1.99     2  3.02     0 |   0     0 |   0     0     0    45M  184   714     0     0 
29.5%  969M  600M    0 | 498  33.0     0    60M|   6  3.12     5  3.51     0 |   0     0 |   0     0     0    60M  242   655     0     0 
27.2%  969M  590M    0 | 397  34.7     0    47M|   5  2.81     3  3.93     0 |   0     0 |   0     0     0    57M  231   664     0     0 
27.8%  969M  600M    0 | 478  37.2     0    58M|   4  2.22     2  3.37     0 |   0     0 |   0     0     0    48M  194   685     0     0 
32.7%  969M  600M    0 | 476  34.2     0    57M|   9  3.34     7  3.82     0 |   0     0 |   0     0     0    57M  232   711     0     0 
31.7%  969M  600M    0 | 474  35.3     0    57M|   4  2.34     2  3.92     0 |   0     0 |   0     0     0    58M  233   657     0     0 
21.7%  969M  600M    0 | 383  35.7     0    46M|   2  2.26     3  2.98     0 |   0     0 |   0     0     0    46M  184   681     0     0 
29.7%  969M  600M    0 | 489  36.7     0    59M|   6  2.46     4  3.21     0 |   0     0 |   0     0     0    59M  239   688     0     0 
34.9%  969M  600M    0 | 489  31.7     0    59M|   4  2.44     2  3.76     0 |   0     0 |   0     0     0    59M  238   664     0     0 
33.7%  969M  600M    0 | 450  35.7     0    54M|   7  3.21     6  3.54     0 |   0     0 |   0     0     0    54M  220   674     0     0 
32.0%  969M  600M    0 | 445  35.6     0    53M|   5  2.69     3  3.70     0 |   0     0 |   0     0     0    54M  218   647     0     0 
28.9%  969M  600M    0 | 454  34.1     0    55M|   3  2.34     2  3.11     0 |   0     0 |   0     0     0    54M  219   704     0     0 
29.8%  969M  597M    0 | 464  36.5     0    56M|   5  2.57     3  3.57     0 |   0     0 |   0     0     0    59M  239   673     0     0 
27.1%  969M  597M    0 | 435  32.4     0    52M|   4  2.08     2  3.19     0 |   0     0 |   0     0     0    52M  209   690     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
33.2%  969M  592M    0 | 435  40.3     0    53M|   8  3.09     6  3.60     0 |   0     0 |   0     0     0    58M  234   682     0     0 
31.6%  969M  600M    0 | 462  31.7     0    55M|   7  3.03     5  3.82     0 |   0     0 |   0     0     0    51M  209   689     0     0 
32.8%  969M  588M    0 | 453  36.1     0    55M|   3  3.08     2  4.16     0 |   0     0 |   0     0     0    62M  250   635     0     0 
24.1%  970M  593M    0 | 446  37.8     0    55M|   5  2.27     3  3.22     0 |   0     0 |   0     0     0    50M  202   694     0     0 
30.6%  970M  598M    0 | 524  30.6     0    62M|   8  2.50     8  2.91     0 |   0     0 |   0     0     0    57M  232   661     0     0 
28.8%  970M  587M    0 | 398  34.5     0    48M|   4  2.35     2  3.59     0 |   0     0 |   0     0     0    58M  236   674     0     0 
29.8%  970M  600M    0 | 461  35.2     0    56M|   4  3.74     3  4.57     0 |   0     0 |   0     0     0    43M  175   675     0     0 
33.8%  970M  598M    0 | 479  37.1     0    58M|   6  2.93     4  3.71     0 |   0     0 |   0     0     0    59M  239   706     0     0 
28.4%  970M  600M    0 | 452  32.9     0    54M|   3  2.78     2  3.64     0 |   0     0 |   0     0     0    54M  218   681     0     0 
26.7%  970M  589M    0 | 401  34.5     0    48M|  10  2.83     8  3.31     0 |   0     0 |   0     0     0    58M  237   655     0     0 
26.5%  970M  600M    0 | 496  36.4     0    60M|   2  1.59     0     0     0 |   0     0 |   0     0     0    49M  199   657     0     0 
33.6%  970M  600M    0 | 488  33.4     0    59M|   4  2.60     2  4.22     0 |   0     0 |   0     0     0    59M  239   692     0     0 
30.8%  970M  591M    0 | 391  35.3     0    47M|   5  3.20     4  3.70     0 |   0     0 |   0     0     0    55M  225   660     0     0 
33.7%  970M  587M    0 | 461  34.4     0    55M|   4  2.61     2  4.12     0 |   0     0 |   0     0     0    60M  240   680     0     0 
25.4%  970M  600M    0 | 492  33.4     0    59M|   8  2.49     6  3.03     0 |   0     0 |   0     0     0    45M  186   647     0     0 
29.6%  970M  592M    0 | 436  41.5     0    52M|   3  2.61     4  3.39     0 |   0     0 |   0     0     0    61M  245   711     0     0 
25.1%  970M  600M    0 | 432  32.6     0    52M|   2  1.16     0     0     0 |   0     0 |   0     0     0    44M  178   699     0     0 
35.2%  970M  591M    0 | 484  36.0     0    58M|   7  3.33     6  3.67     0 |   0     0 |   0     0     0    67M  273   635     0     0 
31.8%  970M  600M    0 | 482  31.2     0    58M|   4  2.57     2  3.96     0 |   0     0 |   0     0     0    49M  197   701     0     0 
28.9%  970M  593M    0 | 410  41.8     0    49M|   7  2.86     5  3.74     0 |   0     0 |   0     0     0    56M  229   677     0     0 
26.6%  970M  588M    0 | 456  28.1     0    55M|   8  2.73     6  3.22     0 |   0     0 |   0     0     0    59M  239   666     0     0 
30.2%  970M  587M    0 | 471  34.4     0    57M|   5  2.71     3  3.86     0 |   0     0 |   0     0     0    58M  233   657     0     0 
27.8%  970M  600M    0 | 459  36.9     0    55M|   5  3.34     4  3.89     0 |   0     0 |   0     0     0    43M  174   708     0     0 
34.7%  970M  598M    0 | 492  36.1     0    59M|   6  3.08     4  3.99     0 |   0     0 |   0     0     0    61M  247   670     0     0 
33.8%  970M  599M    0 | 486  32.7     0    59M|   4  2.77     2  4.36     0 |   0     0 |   0     0     0    58M  233   669     0     0 
24.8%  970M  600M    0 | 391  35.1     0    47M|   5  2.90     4  3.41     0 |   0     0 |   0     0     0    46M  188   670     0     0 
30.8%  970M  600M    0 | 479  36.9     0    58M|   6  2.78     4  3.63     0 |   0     0 |   0     0     0    58M  235   696     0     0 
28.8%  970M  599M    0 | 488  33.6     0    59M|   6  3.02     7  3.24     0 |   0     0 |   0     0     0    58M  237   672     0     0 
30.9%  970M  598M    0 | 466  34.2     0    56M|   5  2.88     3  3.87     0 |   0     0 |   0     0     0    58M  233   662     0     0 
26.9%  970M  600M    0 | 399  38.7     0    48M|   3  1.92     1  3.93     0 |   0     0 |   0     0     0    47M  188   704     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
29.3%  970M  600M    0 | 466  33.6     0    56M|   4  3.19     3  4.01     0 |   0     0 |   0     0     0    56M  227   669     0     0 
24.9%  971M  600M    0 | 474  33.3     0    57M|   6  2.08     3  2.99     0 |   0     0 |   0     0     0    57M  231   683     0     0 
32.8%  971M  593M    0 | 433  36.5     0    52M|   6  3.14     5  3.53     0 |   0     0 |   0     0     0    58M  235   659     0     0 
35.2%  971M  590M    0 | 439  35.9     0    53M|   5  2.49     3  3.40     0 |   0     0 |   0     0     0    56M  227   684     0     0 
33.5%  971M  600M    0 | 476  32.9     0    57M|   4  2.51     2  3.73     0 |   0     0 |   0     0     0    48M  195   673     0     0 
35.8%  971M  600M    0 | 480  33.9     0    58M|   3  3.11     2  3.96     0 |   0     0 |   0     0     0    58M  233   666     0     0 
34.3%  971M  600M    0 | 408  36.1     0    49M|   6  2.62     4  3.48     0 |   0     0 |   0     0     0    49M  197   662     0     0 
33.1%  971M  600M    0 | 488  35.3     0    59M|   6  2.76     5  3.09     0 |   0     0 |   0     0     0    59M  240   691     0     0 
32.5%  972M  598M    0 | 434  36.7     0    52M|   6  2.77     4  3.60     0 |   0     0 |   0     0     0    54M  218   697     0     0 
38.2%  972M  600M    0 | 491  33.3     0    59M|   4  2.69     4  3.64     0 |   0     0 |   0     0     0    57M  230   637     0     0 
41.0%  972M  598M    0 | 483  33.9     0    58M|   9  3.33     8  3.56     0 |   0     0 |   0     0     0    60M  244   682     0     0 
35.5%  972M  592M    0 | 419  35.0     0    50M|   7  2.85     4  4.07     0 |   0     0 |   0     0     0    55M  224   675     0     0 
28.5%  972M  595M    0 | 451  35.5     0    54M|   2  2.14     1  3.46     0 |   0     0 |   0     0     0    52M  215   653     0     0 
29.1%  972M  591M    0 | 473  34.2     0    57M|   4  2.30     2  3.59     0 |   0     0 |   0     0     0    61M  241   670     0     0 
34.3%  972M  600M    0 | 477  34.0     0    57M|   7  2.73     5  3.39     0 |   0     0 |   0     0     0    48M  196   712     0     0 
36.9%  972M  590M    0 | 396  34.6     0    47M|   6  3.50     5  3.95     0 |   0     0 |   0     0     0    57M  231   662     0     0 
39.1%  972M  593M    0 | 494  33.8     0    59M|   6  2.95     4  3.79     0 |   0     0 |   0     0     0    57M  230   664     0     0 
29.7%  972M  591M    0 | 395  45.5     0    48M|   1  1.00     0     0     0 |   0     0 |   0     0     0    49M  199   700     0     0 
31.7%  972M  600M    0 | 542  26.8     0    65M|   5  2.39     3  3.30     0 |   0     0 |   0     0     0    58M  234   636     0     0 
28.9%  972M  600M    0 | 446  37.1     0    54M|   7  2.68     5  3.36     0 |   0     0 |   0     0     0    53M  215   694     0     0 
34.8%  972M  600M    0 | 466  34.9     0    56M|   4  2.77     3  3.34     0 |   0     0 |   0     0     0    56M  228   682     0     0 
36.9%  972M  594M    0 | 424  37.0     0    51M|   8  2.74     7  3.39     0 |   0     0 |   0     0     0    56M  226   707     0     0 
33.6%  972M  600M    0 | 464  33.7     0    56M|   1  1.24     0     0     0 |   0     0 |   0     0     0    51M  205   656     0     0 
32.2%  972M  597M    0 | 435  35.4     0    52M|   4  2.45     2  3.83     0 |   0     0 |   0     0     0    55M  224   685     0     0 
28.8%  972M  600M    0 | 486  34.5     0    59M|   6  2.63     4  3.46     0 |   0     0 |   0     0     0    56M  226   661     0     0 
27.7%  972M  594M    0 | 406  38.1     0    49M|   6  3.06     5  3.47     0 |   0     0 |   0     0     0    55M  222   705     0     0 
32.4%  972M  598M    0 | 481  33.3     0    58M|   7  2.84     5  3.51     0 |   0     0 |   0     0     0    51M  213   655     0     0 
33.0%  972M  593M    0 | 460  34.8     0    55M|   2  2.34     1  3.58     0 |   0     0 |   0     0     0    62M  246   667     0     0 
33.4%  972M  590M    0 | 440  38.2     0    53M|   9  2.88     7  3.41     0 |   0     0 |   0     0     0    55M  224   676     0     0 
25.9%  972M  600M    0 | 470  31.5     0    57M|   5  2.46     3  3.58     0 |   0     0 |   0     0     0    48M  193   681     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
28.3%  972M  594M    0 | 453  35.2     0    55M|   6  2.83     5  3.14     0 |   0     0 |   0     0     0    60M  244   680     0     0 
27.6%  972M  600M    0 | 486  30.5     0    59M|   4  1.79     1  3.20     0 |   0     0 |   0     0     0    53M  213   642     0     0 
32.8%  972M  600M    0 | 458  38.5     0    55M|   5  3.45     4  4.07     0 |   0     0 |   0     0     0    55M  224   712     0     0 
33.5%  972M  592M    0 | 410  36.9     0    49M|   7  2.96     7  3.59     0 |   0     0 |   0     0     0    57M  231   658     0     0 
30.4%  972M  591M    0 | 465  34.6     0    56M|   6  2.83     4  3.76     0 |   0     0 |   0     0     0    57M  231   670     0     0 
25.5%  972M  600M    0 | 486  33.6     0    59M|   3  2.49     2  3.22     0 |   0     0 |   0     0     0    50M  201   684     0     0 
28.6%  972M  600M    0 | 444  32.8     0    53M|   3  2.00     1  3.84     0 |   0     0 |   0     0     0    53M  216   642     0     0 
33.8%  972M  593M    0 | 474  33.6     0    57M|   5  3.97     4  4.08     0 |   0     0 |   0     0     0    63M  254   658     0     0 
33.8%  972M  600M    0 | 492  36.0     0    59M|   7  3.36     5  4.21     0 |   0     0 |   0     0     0    52M  213   693     0     0 
30.2%  972M  600M    0 | 452  35.3     0    54M|   6  3.10     4  4.09     0 |   0     0 |   0     0     0    54M  221   682     0     0 
27.2%  972M  592M    0 | 430  34.9     0    52M|   3  2.84     2  3.74     0 |   0     0 |   0     0     0    60M  241   671     0     0 
25.5%  972M  590M    0 | 433  34.1     0    52M|   4  1.66     1  3.19     0 |   0     0 |   0     0     0    54M  218   661     0     0 
31.8%  972M  596M    0 | 517  35.2     0    62M|   6  3.04     5  3.49     0 |   0     0 |   0     0     0    56M  228   659     0     0 
35.4%  972M  599M    0 | 474  33.6     0    57M|   6  3.09     4  4.04     0 |   0     0 |   0     0     0    54M  219   693     0     0 
31.4%  972M  600M    0 | 437  35.8     0    52M|   6  2.95     4  3.91     0 |   0     0 |   0     0     0    52M  210   667     0     0 
33.3%  972M  599M    0 | 464  34.8     0    56M|   4  2.90     5  3.55     0 |   0     0 |   0     0     0    58M  233   687     0     0 
24.9%  973M  600M    0 | 430  35.4     0    52M|   7  2.61     5  3.28     0 |   0     0 |   0     0     0    50M  204   675     0     0 
26.9%  973M  600M    0 | 454  35.2     0    55M|   7  2.91     6  3.22     0 |   0     0 |   0     0     0    55M  223   665     0     0 
32.2%  973M  594M    0 | 443  35.7     0    53M|   5  2.75     3  3.72     0 |   0     0 |   0     0     0    58M  235   699     0     0 
31.6%  973M  600M    0 | 464  34.3     0    56M|   3  2.04     1  4.24     0 |   0     0 |   0     0     0    50M  204   641     0     0 
30.2%  973M  600M    0 | 480  33.0     0    58M|   3  3.11     2  4.10     0 |   0     0 |   0     0     0    58M  236   681     0     0 
28.0%  973M  600M    0 | 441  35.8     0    53M|   7  2.47     4  3.44     0 |   0     0 |   0     0     0    53M  213   673     0     0 
26.9%  973M  593M    0 | 437  38.4     0    53M|   8  2.74     7  2.96     0 |   0     0 |   0     0     0    59M  240   664     0     0 
33.3%  973M  600M    0 | 504  31.7     0    61M|   5  2.87     3  4.01     0 |   0     0 |   0     0     0    55M  222   660     0     0 
31.9%  973M  598M    0 | 445  35.6     0    53M|   2  1.24     0     0     0 |   0     0 |   0     0     0    55M  222   692     0     0 
28.3%  973M  600M    0 | 417  37.4     0    50M|   1  1.07     0     0     0 |   0     0 |   0     0     0    49M  197   681     0     0 
36.0%  973M  591M    0 | 457  28.6     0    55M|   9  3.01     7  3.57     0 |   0     0 |   0     0     0    62M  255   663     0     0 
26.4%  973M  600M    0 | 446  39.6     0    54M|   7  2.83     8  3.15     0 |   0     0 |   0     0     0    45M  183   699     0     0 
30.1%  973M  589M    0 | 482  33.4     0    58M|   4  2.16     2  3.42     0 |   0     0 |   0     0     0    69M  272   652     0     0 
29.2%  973M  598M    0 | 453  33.9     0    54M|   3  2.15     1  4.52     0 |   0     0 |   0     0     0    46M  192   670     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
33.2%  973M  594M    0 | 463  38.1     0    56M|   2  2.65     1  4.18     0 |   0     0 |   0     0     0    60M  241   686     0     0 
34.3%  973M  592M    0 | 447  35.6     0    54M|  10  2.94     7  3.59     0 |   0     0 |   0     0     0    56M  226   657     0     0 
31.0%  973M  591M    0 | 453  35.2     0    55M|   6  2.85     5  3.25     0 |   0     0 |   0     0     0    55M  222   665     0     0 
26.8%  973M  592M    0 | 477  30.5     0    57M|   4  2.20     2  3.41     0 |   0     0 |   0     0     0    57M  230   692     0     0 
31.0%  974M  600M    0 | 490  33.3     0    59M|   6  2.76     4  3.64     0 |   0     0 |   0     0     0    51M  207   669     0     0 
34.4%  974M  594M    0 | 422  37.0     0    51M|   7  3.29     6  3.55     0 |   0     0 |   0     0     0    57M  230   677     0     0 
36.5%  974M  589M    0 | 449  32.6     0    54M|   7  3.15     5  3.94     0 |   0     0 |   0     0     0    58M  235   650     0     0 
29.4%  975M  600M    0 | 481  38.4     0    58M|   1  1.14     0     0     0 |   0     0 |   0     0     0    48M  194   710     0     0 
48.9%  976M  600M    0 | 466  31.7     0    56M|   4  2.22     2  3.40     0 |   0     0 |   0     0     0    56M  228   673     0     0 
28.4%  976M  599M    0 | 451  35.4     0    54M|   7  2.61     7  3.19     0 |   0     0 |   0     0     0    54M  219   624     0     0 
32.9%  976M  600M    0 | 463  34.8     0    56M|   9  3.06     8  3.27     0 |   0     0 |   0     0     0    56M  226   711     0     0 
32.0%  976M  590M    0 | 390  35.0     0    47M|   3  1.47     0     0     0 |   0     0 |   0     0     0    57M  229   672     0     0 
33.9%  976M  589M    0 | 471  34.4     0    57M|   3  3.02     2  3.99     0 |   0     0 |   0     0     0    58M  235   673     0     0 
36.5%  976M  600M    0 | 522  35.1     0    63M|   3  2.06     1  3.94     0 |   0     0 |   0     0     0    52M  211   662     0     0 
35.5%  976M  599M    0 | 486  33.7     0    59M|   9  2.63     7  3.05     0 |   0     0 |   0     0     0    59M  238   628     0     0 
34.1%  976M  600M    0 | 483  30.2     0    58M|   7  2.73     6  2.96     0 |   0     0 |   0     0     0    57M  233   645     0     0 
30.1%  976M  591M    0 | 408  42.2     0    49M|   2  1.24     0     0     0 |   0     0 |   0     0     0    57M  232   693     0     0 
31.4%  976M  596M    0 | 449  31.9     0    54M|   2  2.75     1  4.20     0 |   0     0 |   0     0     0    51M  215   674     0     0 
38.9%  976M  592M    0 | 465  34.8     0    56M|   4  2.44     2  3.76     0 |   0     0 |   0     0     0    58M  229   677     0     0 
35.6%  976M  600M    0 | 478  33.2     0    58M|   9  2.56     7  3.05     0 |   0     0 |   0     0     0    50M  203   639     0     0 
32.0%  976M  595M    0 | 443  38.8     0    53M|   5  2.63     4  3.05     0 |   0     0 |   0     0     0    58M  234   695     0     0 
32.7%  976M  593M    0 | 460  34.8     0    55M|   5  2.01     4  2.97     0 |   0     0 |   0     0     0    57M  232   678     0     0 
37.2%  976M  590M    0 | 445  33.2     0    54M|   5  3.38     4  3.93     0 |   0     0 |   0     0     0    56M  227   667     0     0 
34.6%  976M  593M    0 | 446  38.1     0    54M|   9  3.02     7  3.54     0 |   0     0 |   0     0     0    51M  208   698     0     0 
34.4%  976M  600M    0 | 522  29.2     0    63M|   6  2.85     4  3.74     0 |   0     0 |   0     0     0    56M  226   665     0     0 
28.0%  976M  588M    0 | 390  35.2     0    47M|   3  2.21     2  2.91     0 |   0     0 |   0     0     0    59M  237   649     0     0 
31.5%  977M  600M    0 | 573  32.5     0    69M|   3  1.77     1  3.25     0 |   0     0 |   0     0     0    57M  231   637     0     0 
26.1%  977M  600M    0 | 381  40.0     0    46M|   4  2.99     3  3.59     0 |   0     0 |   0     0     0    46M  186   699     0     0 
36.7%  977M  600M    0 | 506  32.1     0    61M|  10  3.25     8  3.77     0 |   0     0 |   0     0     0    60M  246   661     0     0 
30.5%  977M  595M    0 | 433  37.9     0    52M|   6  2.98     4  3.94     0 |   0     0 |   0     0     0    57M  230   672     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
27.2%  977M  600M    0 | 426  33.6     0    51M|   1  0.95     0     0     0 |   0     0 |   0     0     0    47M  190   667     0     0 
25.8%  977M  599M    0 | 479  33.9     0    58M|   5  2.20     2  3.00     0 |   0     0 |   0     0     0    59M  236   700     0     0 
28.2%  977M  599M    0 | 472  36.4     0    57M|   4  3.03     3  3.67     0 |   0     0 |   0     0     0    57M  229   690     0     0 
34.6%  977M  595M    0 | 446  35.5     0    54M|   9  3.02     9  3.58     0 |   0     0 |   0     0     0    58M  236   647     0     0 
33.0%  977M  591M    0 | 446  35.7     0    53M|   6  2.95     4  3.90     0 |   0     0 |   0     0     0    58M  232   672     0     0 
27.5%  977M  600M    0 | 447  32.1     0    54M|   1  1.16     0     0     0 |   0     0 |   0     0     0    46M  184   688     0     0 
29.1%  977M  600M    0 | 490  33.4     0    59M|   4  2.17     2  3.60     0 |   0     0 |   0     0     0    59M  237   675     0     0 
26.5%  977M  600M    0 | 475  32.8     0    57M|   4  2.68     3  3.26     0 |   0     0 |   0     0     0    57M  232   648     0     0 
32.3%  977M  596M    0 | 440  39.6     0    53M|   7  2.98     5  3.72     0 |   0     0 |   0     0     0    56M  229   692     0     0 
30.2%  977M  598M    0 | 441  34.9     0    52M|   7  3.13     5  4.00     0 |   0     0 |   0     0     0    49M  208   663     0     0 
33.2%  977M  591M    0 | 462  33.5     0    57M|   2  2.65     1  4.00     0 |   0     0 |   0     0     0    64M  251   656     0     0 
29.5%  977M  600M    0 | 443  35.8     0    53M|   8  2.87     5  3.71     0 |   0     0 |   0     0     0    45M  184   692     0     0 
28.1%  977M  600M    0 | 492  33.3     0    59M|   8  2.86     7  3.12     0 |   0     0 |   0     0     0    59M  240   677     0     0 
24.7%  977M  590M    0 | 406  34.3     0    49M|   5  2.37     3  3.22     0 |   0     0 |   0     0     0    59M  238   686     0     0 
35.4%  977M  596M    0 | 527  35.0     0    64M|   4  2.61     2  3.93     0 |   0     0 |   0     0     0    57M  232   614     0     0 
31.2%  977M  592M    0 | 421  36.3     0    51M|   4  3.03     5  3.49     0 |   0     0 |   0     0     0    54M  218   689     0     0 
31.8%  977M  587M    0 | 461  35.9     0    55M|  10  2.99     8  3.46     0 |   0     0 |   0     0     0    60M  245   668     0     0 
28.3%  977M  600M    0 | 499  31.3     0    60M|   3  3.04     2  3.94     0 |   0     0 |   0     0     0    48M  196   689     0     0 
24.3%  977M  600M    0 | 467  34.5     0    56M|   4  2.29     2  3.34     0 |   0     0 |   0     0     0    56M  226   675     0     0 
23.6%  977M  590M    0 | 386  35.3     0    46M|   4  2.25     2  3.38     0 |   0     0 |   0     0     0    57M  229   690     0     0 
29.1%  977M  600M    0 | 458  35.1     0    55M|   3  3.12     2  4.15     0 |   0     0 |   0     0     0    45M  181   666     0     0 
32.6%  977M  600M    0 | 491  33.4     0    59M|   6  2.64     3  3.80     0 |   0     0 |   0     0     0    59M  238   661     0     0 
33.1%  977M  600M    0 | 472  36.4     0    57M|   8  3.19     7  3.47     0 |   0     0 |   0     0     0    57M  232   652     0     0 
26.5%  977M  600M    0 | 441  36.0     0    53M|   4  2.38     2  3.90     0 |   0     0 |   0     0     0    53M  214   689     0     0 
27.4%  977M  587M    0 | 412  33.8     0    49M|   4  2.52     2  4.05     0 |   0     0 |   0     0     0    63M  253   695     0     0 
30.3%  977M  589M    0 | 488  33.5     0    59M|   3  3.27     2  4.33     0 |   0     0 |   0     0     0    56M  227   642     0     0 
32.1%  977M  600M    0 | 485  36.2     0    58M|   5  2.91     3  3.99     0 |   0     0 |   0     0     0    48M  193   682     0     0 
35.7%  977M  600M    0 | 476  34.0     0    57M|   9  3.26     8  3.50     0 |   0     0 |   0     0     0    58M  234   670     0     0 
31.4%  977M  586M    0 | 373  34.7     0    44M|   3  2.05     3  3.59     0 |   0     0 |   0     0     0    58M  234   693     0     0 
27.5%  977M  586M    0 | 477  33.9     0    57M|   6  2.29     4  3.02     0 |   0     0 |   0     0     0    58M  233   633     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
27.5%  977M  600M    0 | 485  36.9     0    59M|   7  2.76     6  3.03     0 |   0     0 |   0     0     0    45M  184   692     0     0 
34.4%  977M  600M    0 | 480  33.2     0    58M|   7  2.56     4  3.42     0 |   0     0 |   0     0     0    57M  233   676     0     0 
33.2%  977M  600M    0 | 474  33.3     0    57M|   3  3.03     2  3.98     0 |   0     0 |   0     0     0    58M  233   656     0     0 
53.5%  977M  593M    0 | 837  20.1     0   102M|   8  2.95     6  3.61     0 |   0     0 |   0     0     0   108M  437   388     0     0 
23.0%  977M  600M    0 | 376  40.3     0    45M|   8  2.64     6  3.20     0 |   0     0 |   0     0     0    38M  155   807     0     0 
25.5%  977M  600M    0 | 467  34.5     0    56M|   4  2.83     3  3.36     0 |   0     0 |   0     0     0    57M  229   676     0     0 
31.5%  977M  600M    0 | 488  32.7     0    59M|   2  1.25     0     0     0 |   0     0 |   0     0     0    58M  235   658     0     0 
27.8%  977M  600M    0 | 387  39.5     0    46M|   4  3.35     3  4.08     0 |   0     0 |   0     0     0    47M  190   701     0     0 
29.6%  977M  590M    0 | 406  42.2     0    49M|   4  2.33     2  3.58     0 |   0     0 |   0     0     0    58M  234   703     0     0 
31.2%  977M  586M    0 | 457  28.0     0    55M|  10  2.86    10  3.33     0 |   0     0 |   0     0     0    58M  238   685     0     0 
22.9%  977M  600M    0 | 474  34.1     0    57M|   4  2.49     2  3.63     0 |   0     0 |   0     0     0    43M  175   641     0     0 
25.1%  977M  600M    0 | 490  36.6     0    59M|   4  2.06     2  3.11     0 |   0     0 |   0     0     0    59M  240   694     0     0 
30.8%  977M  600M    0 | 473  33.5     0    57M|   3  3.00     2  3.93     0 |   0     0 |   0     0     0    58M  233   678     0     0 
31.1%  977M  593M    0 | 413  40.8     0    49M|   2  1.31     0     0     0 |   0     0 |   0     0     0    57M  229   669     0     0 
33.2%  977M  600M    0 | 535  28.5     0    65M|   3  2.06     1  4.01     0 |   0     0 |   0     0     0    57M  232   629     0     0 
31.7%  977M  594M    0 | 428  38.6     0    51M|  11  3.28    10  3.51     0 |   0     0 |   0     0     0    57M  233   669     0     0 
24.9%  977M  588M    0 | 430  34.8     0    52M|   5  2.40     3  3.51     0 |   0     0 |   0     0     0    57M  229   690     0     0 
30.6%  977M  600M    0 | 510  32.3     0    62M|   8  2.94     6  3.57     0 |   0     0 |   0     0     0    51M  206   657     0     0 
35.8%  977M  598M    0 | 493  33.2     0    59M|   7  3.33     6  3.71     0 |   0     0 |   0     0     0    59M  241   621     0     0 
36.8%  978M  593M    0 | 445  35.6     0    54M|   4  3.29     2  5.40     0 |   0     0 |   0     0     0    60M  242   674     0     0 
33.6%  978M  588M    0 | 445  32.1     0    54M|   4  2.82     2  3.90     0 |   0     0 |   0     0     0    58M  233   666     0     0 
31.3%  978M  591M    0 | 473  34.2     0    57M|   4  2.12     4  3.03     0 |   0     0 |   0     0     0    54M  219   633     0     0 
29.0%  978M  586M    0 | 431  39.3     0    52M|  11  2.77    11  3.17     0 |   0     0 |   0     0     0    56M  230   719     0     0 
28.7%  978M  600M    0 | 482  31.5     0    58M|   3  2.62     0     0     0 |   0     0 |   0     0     0    45M  181   641     0     0 
34.3%  978M  600M    0 | 480  34.0     0    58M|   4  2.70     2  4.21     0 |   0     0 |   0     0     0    58M  235   663     0     0 
33.8%  978M  600M    0 | 472  33.3     0    57M|   2  2.74     1  4.31     0 |   0     0 |   0     0     0    57M  230   659     0     0 
