---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
24.4%  894M  600M    0 | 480  33.6     0    58M|   2  0.92     0     0     0 |   0     0 |   0     0     0    47M  191   676     0     0 
29.6%  895M  591M    0 | 394  43.1     0    47M|   2  1.57     2  3.19     0 |   0     0 |   0     0     0    57M  230   719     0     0 
37.9%  897M  594M    0 | 461  31.4     0    55M|  18  3.18    16  3.42     0 |   0     0 |   0     0     0    53M  215   656     0     0 
32.9%  898M  600M    0 | 501  32.1     0    61M|   1  1.30     0     0     0 |   0     0 |   0     0     0    55M  221   693     0     0 
29.7%  898M  600M    0 | 396  40.2     0    47M|   2  1.40     0     0     0 |   0     0 |   0     0     0    47M  190   685     0     0 
34.5%  898M  598M    0 | 465  36.9     0    56M|   2  0.95     0     0     0 |   0     0 |   0     0     0    58M  233   718     0     0 
27.4%  899M  600M    0 | 492  31.8     0    59M|   1  0.96     0     0     0 |   0     0 |   0     0     0    58M  235   671     0     0 
33.4%  899M  600M    0 | 416  37.2     0    50M|  18  3.43    16  3.72     0 |   0     0 |   0     0     0    49M  201   687     0     0 
33.3%  899M  600M    0 | 473  33.9     0    57M|   1  1.15     0     0     0 |   0     0 |   0     0     0    58M  233   690     0     0 
31.1%  899M  588M    0 | 389  36.2     0    46M|   2  1.15     0     0     0 |   0     0 |   0     0     0    58M  234   672     0     0 
31.1%  899M  600M    0 | 490  36.7     0    59M|   3  3.28     0     0     0 |   0     0 |   0     0     0    47M  190   678     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
28.8%  899M  588M    0 | 381  35.6     0    46M|   2  2.27     1  3.53     0 |   0     0 |   0     0     0    57M  231   710     0     0 
30.4%  900M  592M    0 | 478  37.3     0    58M|  19  2.93    17  3.13     0 |   0     0 |   0     0     0    52M  215   702     0     0 
35.6%  900M  600M    0 | 484  33.6     0    58M|   7  3.38     8  3.61     0 |   0     0 |   0     0     0    52M  212   655     0     0 
32.5%  900M  600M    0 | 482  33.7     0    57M|   8  2.89     6  3.44     0 |   0     0 |   0     0     0    58M  234   687     0     0 
26.1%  900M  600M    0 | 384  38.9     0    46M|   2  1.32     0     0     0 |   0     0 |   0     0     0    46M  186   702     0     0 
33.5%  901M  600M    0 | 478  33.9     0    58M|   2  2.52     1  3.91     0 |   0     0 |   0     0     0    57M  230   693     0     0 
30.8%  901M  600M    0 | 441  36.0     0    53M|   5  2.47     3  3.50     0 |   0     0 |   0     0     0    53M  215   677     0     0 
35.9%  902M  588M    0 | 386  36.1     0    46M|  10  3.01     9  3.15     0 |   0     0 |   0     0     0    58M  235   698     0     0 
34.7%  902M  600M    0 | 484  37.0     0    58M|   5  2.69     3  3.76     0 |   0     0 |   0     0     0    46M  187   743     0     0 
35.7%  902M  600M    0 | 472  34.1     0    57M|   3  1.39     0     0     0 |   0     0 |   0     0     0    58M  232   676     0     0 
34.7%  903M  588M    0 | 385  35.3     0    46M|   3  1.99     1  4.16     0 |   0     0 |   0     0     0    58M  233   679     0     0 
30.9%  903M  600M    0 | 476  35.8     0    57M|   2  2.58     1  3.82     0 |   0     0 |   0     0     0    47M  188   727     0     0 
30.3%  903M  596M    0 | 453  39.1     0    54M|  13  2.51    11  2.80     0 |   0     0 |   0     0     0    57M  234   663     0     0 
37.5%  903M  592M    0 | 445  35.7     0    54M|   4  3.17     5  3.56     0 |   0     0 |   0     0     0    57M  229   686     0     0 
32.0%  903M  600M    0 | 431  33.0     0    52M|   2  0.99     0     0     0 |   0     0 |   0     0     0    45M  181   669     0     0 
36.8%  903M  600M    0 | 444  39.4     0    55M|   1  1.32     0     0     0 |   0     0 |   0     0     0    57M  228   724     0     0 
32.2%  903M  595M    0 | 432  33.9     0    50M|   5  2.73     3  3.87     0 |   0     0 |   0     0     0    55M  220   707     0     0 
29.2%  904M  593M    0 | 446  35.3     0    53M|  11  2.82    10  3.01     0 |   0     0 |   0     0     0    55M  225   678     0     0 
28.9%  904M  594M    0 | 448  38.8     0    54M|   5  2.44     3  3.30     0 |   0     0 |   0     0     0    53M  213   684     0     0 
30.5%  904M  600M    0 | 461  31.5     0    55M|   2  0.96     0     0     0 |   0     0 |   0     0     0    50M  201   726     0     0 
33.0%  904M  597M    0 | 457  38.0     0    55M|   6  3.17     4  3.95     0 |   0     0 |   0     0     0    57M  232   688     0     0 
29.9%  904M  592M    0 | 407  35.8     0    49M|   5  2.76     3  3.87     0 |   0     0 |   0     0     0    54M  220   664     0     0 
30.1%  905M  600M    0 | 470  36.3     0    57M|   9  3.03     8  3.27     0 |   0     0 |   0     0     0    48M  199   731     0     0 
23.5%  905M  587M    0 | 383  35.4     0    46M|   3  1.57     1  2.93     0 |   0     0 |   0     0     0    58M  235   711     0     0 
26.7%  905M  600M    0 | 478  37.4     0    58M|   2  1.16     0     0     0 |   0     0 |   0     0     0    46M  185   692     0     0 
32.7%  905M  600M    0 | 490  33.5     0    59M|   7  3.57     6  3.94     0 |   0     0 |   0     0     0    58M  237   693     0     0 
27.9%  905M  600M    0 | 390  39.3     0    47M|   9  3.02     9  3.51     0 |   0     0 |   0     0     0    46M  189   721     0     0 
26.3%  905M  600M    0 | 395  34.9     0    47M|   4  2.83     3  3.40     0 |   0     0 |   0     0     0    47M  190   704     0     0 
28.1%  905M  600M    0 | 475  33.6     0    57M|   2  1.03     0     0     0 |   0     0 |   0     0     0    58M  235   684     0     0 
27.7%  905M  595M    0 | 453  41.5     0    54M|   3  2.11     1  4.35     0 |   0     0 |   0     0     0    59M  238   694     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
32.6%  905M  589M    0 | 424  35.5     0    51M|   7  3.02     5  3.69     0 |   0     0 |   0     0     0    57M  231   719     0     0 
30.0%  905M  600M    0 | 475  33.0     0    57M|   6  2.65     4  3.48     0 |   0     0 |   0     0     0    46M  188   658     0     0 
32.8%  906M  600M    0 | 479  33.9     0    58M|   7  3.16     6  3.48     0 |   0     0 |   0     0     0    57M  234   664     0     0 
32.9%  907M  600M    0 | 392  40.6     0    47M|   2  1.40     0     0     0 |   0     0 |   0     0     0    47M  189   771     0     0 
29.1%  907M  600M    0 | 476  34.1     0    57M|   3  1.68     1  3.50     0 |   0     0 |   0     0     0    58M  233   686     0     0 
32.1%  907M  600M    0 | 472  34.3     0    57M|   5  2.90     3  4.09     0 |   0     0 |   0     0     0    57M  231   659     0     0 
30.6%  908M  596M    0 | 381  35.7     0    46M|   7  3.21     6  3.52     0 |   0     0 |   0     0     0    48M  197   696     0     0 
35.8%  908M  600M    0 | 494  36.1     0    60M|   8  2.90     8  3.54     0 |   0     0 |   0     0     0    56M  226   708     0     0 
70.7%  910M  594M    0 | 403  38.4     0    48M|   1  1.20     0     0     0 |   0     0 |   0     0     0    55M  218   698     0     0 
30.1%  911M  600M    0 | 480  33.9     0    58M|   6  2.44     4  3.27     0 |   0     0 |   0     0     0    52M  213   648     0     0 
22.9%  911M  600M    0 | 376  34.3     0    45M|   6  2.38     4  2.86     0 |   0     0 |   0     0     0    45M  183   736     0     0 
34.7%  911M  600M    0 | 492  39.0     0    59M|   8  3.05     6  3.69     0 |   0     0 |   0     0     0    59M  239   704     0     0 
39.7%  911M  600M    0 | 467  34.4     0    56M|   3  2.90     2  3.77     0 |   0     0 |   0     0     0    56M  228   686     0     0 
38.2%  912M  590M    0 | 398  34.5     0    48M|   3  2.59     1  4.95     0 |   0     0 |   0     0     0    57M  231   680     0     0 
37.8%  912M  600M    0 | 491  35.7     0    59M|   7  3.43     5  4.37     0 |   0     0 |   0     0     0    49M  199   705     0     0 
29.1%  912M  586M    0 | 368  39.4     0    43M|   7  2.77     6  3.09     0 |   0     0 |   0     0     0    58M  235   695     0     0 
32.4%  912M  590M    0 | 485  31.6     0    59M|   5  2.22     3  2.88     0 |   0     0 |   0     0     0    55M  222   652     0     0 
34.0%  912M  600M    0 | 473  37.7     0    57M|   2  2.84     1  4.17     0 |   0     0 |   0     0     0    48M  192   723     0     0 
33.2%  912M  592M    0 | 401  38.5     0    48M|   3  2.11     1  3.91     0 |   0     0 |   0     0     0    56M  225   712     0     0 
38.6%  913M  591M    0 | 473  34.3     0    57M|   7  2.96     6  3.90     0 |   0     0 |   0     0     0    58M  233   667     0     0 
31.8%  913M  600M    0 | 475  34.2     0    57M|   6  3.32     5  3.74     0 |   0     0 |   0     0     0    49M  198   673     0     0 
25.9%  913M  600M    0 | 390  37.6     0    47M|   7  2.51     5  3.09     0 |   0     0 |   0     0     0    46M  187   734     0     0 
35.9%  913M  600M    0 | 463  38.1     0    56M|   2  2.55     1  3.86     0 |   0     0 |   0     0     0    56M  226   690     0     0 
34.2%  913M  600M    0 | 456  31.5     0    55M|   4  2.91     2  4.71     0 |   0     0 |   0     0     0    55M  222   670     0     0 
29.4%  913M  600M    0 | 406  38.1     0    49M|   4  2.66     2  4.22     0 |   0     0 |   0     0     0    48M  196   739     0     0 
33.2%  913M  600M    0 | 464  38.1     0    56M|   5  3.36     4  3.84     0 |   0     0 |   0     0     0    56M  226   724     0     0 
30.1%  913M  588M    0 | 427  36.8     0    51M|   9  2.69     7  3.21     0 |   0     0 |   0     0     0    62M  253   693     0     0 
25.9%  913M  590M    0 | 474  31.9     0    57M|   4  2.67     3  3.16     0 |   0     0 |   0     0     0    53M  224   632     0     0 
33.9%  913M  600M    0 | 493  34.5     0    59M|   6  2.97     4  3.89     0 |   0     0 |   0     0     0    52M  202   694     0     0 
30.5%  913M  593M    0 | 395  38.6     0    47M|   5  2.71     3  3.76     0 |   0     0 |   0     0     0    54M  219   708     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
30.1%  913M  593M    0 | 421  37.3     0    51M|   7  3.01     5  3.59     0 |   0     0 |   0     0     0    51M  206   697     0     0 
33.7%  913M  600M    0 | 498  33.0     0    60M|   3  1.86     3  3.49     0 |   0     0 |   0     0     0    53M  214   699     0     0 
23.1%  913M  597M    0 | 390  36.5     0    47M|   3  2.67     2  3.55     0 |   0     0 |   0     0     0    50M  202   713     0     0 
28.4%  914M  600M    0 | 488  36.1     0    59M|   9  2.81     7  3.30     0 |   0     0 |   0     0     0    56M  226   677     0     0 
31.1%  914M  600M    0 | 460  35.0     0    55M|   4  2.34     2  3.65     0 |   0     0 |   0     0     0    55M  222   658     0     0 
30.1%  914M  597M    0 | 432  34.0     0    52M|   6  3.25     5  3.61     0 |   0     0 |   0     0     0    55M  222   701     0     0 
32.0%  914M  593M    0 | 452  39.2     0    54M|   3  2.04     1  3.80     0 |   0     0 |   0     0     0    59M  236   676     0     0 
28.1%  914M  593M    0 | 451  35.3     0    54M|   3  2.67     1  3.73     0 |   0     0 |   0     0     0    55M  221   710     0     0 
22.3%  914M  600M    0 | 439  36.3     0    53M|   6  2.23     5  2.99     0 |   0     0 |   0     0     0    46M  188   694     0     0 
30.5%  914M  590M    0 | 407  36.1     0    49M|   5  2.53     3  3.44     0 |   0     0 |   0     0     0    58M  234   709     0     0 
30.3%  914M  599M    0 | 484  35.3     0    58M|   8  2.85     6  3.22     0 |   0     0 |   0     0     0    49M  199   691     0     0 
34.5%  914M  600M    0 | 480  30.5     0    58M|   3  2.15     1  3.76     0 |   0     0 |   0     0     0    58M  234   643     0     0 
34.4%  914M  590M    0 | 377  42.8     0    45M|   1  1.44     0     0     0 |   0     0 |   0     0     0    55M  223   702     0     0 
29.7%  915M  600M    0 | 474  33.4     0    57M|   7  2.85     7  3.25     0 |   0     0 |   0     0     0    47M  192   700     0     0 
30.6%  915M  600M    0 | 489  33.5     0    59M|   6  2.12     4  2.53     0 |   0     0 |   0     0     0    59M  237   684     0     0 
33.2%  915M  592M    0 | 387  39.4     0    46M|   7  3.40     6  3.75     0 |   0     0 |   0     0     0    53M  214   686     0     0 
34.4%  915M  600M    0 | 494  34.9     0    60M|   4  2.57     2  4.11     0 |   0     0 |   0     0     0    53M  213   734     0     0 
33.0%  915M  596M    0 | 447  35.6     0    54M|   5  3.42     4  3.97     0 |   0     0 |   0     0     0    57M  230   675     0     0 
35.1%  915M  600M    0 | 443  32.0     0    53M|   6  3.06     4  4.01     0 |   0     0 |   0     0     0    49M  201   642     0     0 
28.0%  915M  593M    0 | 424  39.1     0    51M|   8  2.35     5  3.05     0 |   0     0 |   0     0     0    57M  232   715     0     0 
28.4%  916M  600M    0 | 446  35.9     0    54M|   3  2.32     2  2.84     0 |   0     0 |   0     0     0    47M  192   706     0     0 
32.7%  916M  600M    0 | 453  35.2     0    54M|   3  2.20     1  4.48     0 |   0     0 |   0     0     0    55M  221   669     0     0 
33.8%  916M  599M    0 | 447  37.8     0    54M|   6  3.35     5  3.76     0 |   0     0 |   0     0     0    54M  221   694     0     0 
29.0%  916M  600M    0 | 416  35.5     0    50M|   6  2.96     4  3.81     0 |   0     0 |   0     0     0    49M  199   696     0     0 
30.7%  916M  600M    0 | 465  35.1     0    56M|   7  2.85     5  3.67     0 |   0     0 |   0     0     0    56M  229   706     0     0 
26.3%  916M  594M    0 | 455  36.7     0    55M|   2  2.15     1  3.34     0 |   0     0 |   0     0     0    60M  241   671     0     0 
31.5%  916M  600M    0 | 433  36.0     0    52M|   3  2.10     3  3.67     0 |   0     0 |   0     0     0    47M  189   671     0     0 
31.6%  916M  600M    0 | 451  35.7     0    54M|   6  3.32     5  3.76     0 |   0     0 |   0     0     0    54M  219   760     0     0 
34.3%  916M  597M    0 | 456  35.1     0    55M|   7  3.11     5  3.94     0 |   0     0 |   0     0     0    57M  232   665     0     0 
32.8%  916M  598M    0 | 446  32.9     0    54M|   7  2.66     4  3.65     0 |   0     0 |   0     0     0    53M  215   667     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
25.1%  917M  598M    0 | 445  38.5     0    54M|   2  2.02     1  3.20     0 |   0     0 |   0     0     0    52M  210   741     0     0 
29.8%  917M  597M    0 | 468  33.5     0    56M|   3  2.13     1  4.28     0 |   0     0 |   0     0     0    58M  235   676     0     0 
30.6%  917M  600M    0 | 428  37.9     0    51M|   4  3.27     3  3.99     0 |   0     0 |   0     0     0    49M  200   679     0     0 
37.1%  917M  600M    0 | 438  34.2     0    53M|   8  3.11     6  3.69     0 |   0     0 |   0     0     0    52M  211   673     0     0 
41.8%  917M  600M    0 | 449  36.7     0    54M|   7  3.19     5  3.99     0 |   0     0 |   0     0     0    54M  218   722     0     0 
37.8%  917M  596M    0 | 452  34.6     0    54M|   5  3.22     4  3.70     0 |   0     0 |   0     0     0    58M  235   674     0     0 
31.6%  917M  591M    0 | 451  36.7     0    54M|   4  1.91     2  3.06     0 |   0     0 |   0     0     0    60M  241   657     0     0 
31.1%  918M  589M    0 | 376  33.3     0    45M|   6  3.03     5  3.35     0 |   0     0 |   0     0     0    46M  188   738     0     0 
35.4%  918M  600M    0 | 495  34.6     0    60M|   5  2.85     5  3.67     0 |   0     0 |   0     0     0    50M  201   682     0     0 
35.1%  918M  600M    0 | 469  37.0     0    56M|   6  2.97     4  3.95     0 |   0     0 |   0     0     0    56M  227   690     0     0 
39.3%  918M  600M    0 | 493  33.3     0    60M|   4  3.11     2  4.51     0 |   0     0 |   0     0     0    59M  240   659     0     0 
29.0%  918M  600M    0 | 385  39.6     0    46M|   4  2.38     2  3.79     0 |   0     0 |   0     0     0    47M  188   732     0     0 
31.5%  918M  600M    0 | 482  33.5     0    58M|   7  2.78     6  2.97     0 |   0     0 |   0     0     0    58M  234   674     0     0 
37.1%  918M  599M    0 | 455  36.4     0    54M|   6  3.09     4  3.93     0 |   0     0 |   0     0     0    54M  220   666     0     0 
32.7%  918M  588M    0 | 394  36.5     0    47M|   4  2.80     2  4.38     0 |   0     0 |   0     0     0    59M  239   702     0     0 
31.4%  918M  600M    0 | 492  34.0     0    59M|   3  3.11     2  3.94     0 |   0     0 |   0     0     0    48M  193   699     0     0 
32.8%  918M  595M    0 | 440  33.8     0    53M|   4  2.57     2  3.98     0 |   0     0 |   0     0     0    57M  232   671     0     0 
27.0%  918M  592M    0 | 454  39.1     0    55M|   7  2.99     6  3.29     0 |   0     0 |   0     0     0    58M  234   663     0     0 
26.6%  918M  598M    0 | 446  35.6     0    54M|   6  2.84     4  3.73     0 |   0     0 |   0     0     0    47M  191   744     0     0 
31.0%  918M  598M    0 | 473  33.5     0    57M|   5  2.42     2  3.80     0 |   0     0 |   0     0     0    57M  231   668     0     0 
30.3%  918M  594M    0 | 444  35.6     0    53M|   4  3.05     5  3.87     0 |   0     0 |   0     0     0    58M  233   683     0     0 
27.8%  918M  600M    0 | 425  37.3     0    51M|   3  2.23     1  4.21     0 |   0     0 |   0     0     0    46M  187   699     0     0 
26.3%  918M  600M    0 | 392  37.7     0    46M|   6  3.14     5  3.54     0 |   0     0 |   0     0     0    47M  200   748     0     0 
26.5%  919M  600M    0 | 470  36.0     0    57M|   8  2.67     6  3.20     0 |   0     0 |   0     0     0    56M  217   679     0     0 
34.4%  919M  600M    0 | 464  33.5     0    56M|   4  2.88     2  4.72     0 |   0     0 |   0     0     0    56M  226   675     0     0 
30.7%  919M  584M    0 | 370  36.4     0    44M|   4  3.30     3  3.94     0 |   0     0 |   0     0     0    60M  243   707     0     0 
33.1%  919M  587M    0 | 500  32.9     0    60M|   8  2.93     6  3.61     0 |   0     0 |   0     0     0    57M  232   651     0     0 
32.8%  919M  600M    0 | 482  37.2     0    58M|   4  3.22     3  3.75     0 |   0     0 |   0     0     0    45M  183   667     0     0 
32.2%  920M  600M    0 | 491  32.2     0    59M|   3  2.03     1  4.27     0 |   0     0 |   0     0     0    59M  239   654     0     0 
30.0%  920M  600M    0 | 392  40.7     0    47M|   6  2.35     3  3.20     0 |   0     0 |   0     0     0    47M  190   780     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
43.6%  921M  600M    0 | 477  34.1     0    58M|   5  3.75     4  4.30     0 |   0     0 |   0     0     0    58M  233   678     0     0 
43.0%  921M  598M    0 | 468  34.5     0    56M|   9  3.33     7  3.98     0 |   0     0 |   0     0     0    57M  234   665     0     0 
36.0%  921M  600M    0 | 399  38.9     0    48M|   3  3.06     4  3.65     0 |   0     0 |   0     0     0    47M  189   700     0     0 
39.3%  921M  599M    0 | 482  33.9     0    58M|   4  2.83     2  4.33     0 |   0     0 |   0     0     0    58M  234   690     0     0 
31.5%  922M  597M    0 | 456  35.0     0    55M|   5  2.19     3  3.06     0 |   0     0 |   0     0     0    58M  234   675     0     0 
36.8%  923M  596M    0 | 445  35.8     0    53M|   3  3.19     2  4.25     0 |   0     0 |   0     0     0    54M  219   652     0     0 
36.1%  923M  600M    0 | 414  36.3     0    50M|   8  3.06     6  3.67     0 |   0     0 |   0     0     0    46M  188   735     0     0 
42.9%  924M  600M    0 | 502  30.8     0    61M|   4  3.43     3  4.15     0 |   0     0 |   0     0     0    60M  243   660     0     0 
40.8%  925M  597M    0 | 503  31.3     0    61M|   4  2.58     2  3.95     0 |   0     0 |   0     0     0    63M  254   647     0     0 
26.7%  925M  600M    0 | 377  44.4     0    45M|   5  2.08     2  3.55     0 |   0     0 |   0     0     0    42M  172   735     0     0 
26.4%  927M  589M    0 | 392  36.1     0    47M|   4  3.14     3  3.80     0 |   0     0 |   0     0     0    59M  236   722     0     0 
30.7%  928M  600M    0 | 479  37.3     0    58M|   8  3.09     6  3.77     0 |   0     0 |   0     0     0    47M  190   672     0     0 
34.2%  928M  600M    0 | 479  33.6     0    58M|   5  3.49     4  4.01     0 |   0     0 |   0     0     0    57M  231   687     0     0 
30.3%  929M  591M    0 | 377  35.7     0    45M|   5  2.86     3  4.00     0 |   0     0 |   0     0     0    54M  216   707     0     0 
34.0%  930M  590M    0 | 462  34.8     0    56M|   6  2.81     6  3.38     0 |   0     0 |   0     0     0    57M  233   672     0     0 
26.2%  930M  596M    0 | 482  37.2     0    58M|   5  2.92     4  3.38     0 |   0     0 |   0     0     0    48M  205   709     0     0 
29.2%  932M  600M    0 | 471  34.5     0    57M|   8  2.76     5  3.80     0 |   0     0 |   0     0     0    56M  220   639     0     0 
28.5%  933M  592M    0 | 397  38.1     0    48M|   2  2.63     1  4.29     0 |   0     0 |   0     0     0    55M  223   725     0     0 
31.7%  933M  600M    0 | 519  32.4     0    63M|   4  2.55     2  3.87     0 |   0     0 |   0     0     0    56M  224   679     0     0 
31.3%  934M  599M    0 | 448  35.6     0    54M|   6  3.14     4  4.16     0 |   0     0 |   0     0     0    55M  221   657     0     0 
29.5%  935M  600M    0 | 449  34.4     0    54M|   7  3.08     5  3.69     0 |   0     0 |   0     0     0    54M  217   695     0     0 
23.8%  935M  591M    0 | 381  40.4     0    45M|   6  2.61     4  3.42     0 |   0     0 |   0     0     0    54M  220   695     0     0 
30.3%  935M  587M    0 | 456  31.8     0    55M|   2  2.77     1  4.35     0 |   0     0 |   0     0     0    59M  240   673     0     0 
29.6%  936M  600M    0 | 474  37.3     0    57M|   4  2.57     2  3.91     0 |   0     0 |   0     0     0    44M  179   660     0     0 
31.3%  936M  593M    0 | 408  34.8     0    49M|   8  3.01     6  3.70     0 |   0     0 |   0     0     0    55M  223   734     0     0 
34.7%  937M  593M    0 | 472  36.3     0    57M|   4  3.19     3  3.85     0 |   0     0 |   0     0     0    58M  232   680     0     0 
32.8%  938M  599M    0 | 493  34.6     0    59M|   5  2.50     3  3.65     0 |   0     0 |   0     0     0    52M  222   664     0     0 
28.1%  939M  600M    0 | 436  36.1     0    53M|   3  2.59     4  3.05     0 |   0     0 |   0     0     0    52M  202   688     0     0 
31.1%  940M  600M    0 | 445  32.0     0    53M|   4  2.46     2  3.94     0 |   0     0 |   0     0     0    53M  216   689     0     0 
31.7%  940M  600M    0 | 461  35.2     0    55M|   7  2.92     5  3.67     0 |   0     0 |   0     0     0    55M  224   674     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
33.3%  941M  595M    0 | 443  39.5     0    53M|   6  3.15     4  3.95     0 |   0     0 |   0     0     0    58M  236   673     0     0 
31.5%  942M  593M    0 | 413  37.0     0    49M|   8  2.93     6  3.59     0 |   0     0 |   0     0     0    51M  209   735     0     0 
27.4%  943M  599M    0 | 498  33.1     0    60M|   2  2.48     1  3.77     0 |   0     0 |   0     0     0    54M  219   673     0     0 
28.2%  944M  595M    0 | 423  37.7     0    51M|   5  2.55     3  3.53     0 |   0     0 |   0     0     0    55M  222   673     0     0 
31.9%  945M  596M    0 | 456  35.1     0    54M|   9  3.04     7  3.58     0 |   0     0 |   0     0     0    53M  216   673     0     0 
31.0%  945M  599M    0 | 450  34.4     0    54M|   2  2.53     1  3.86     0 |   0     0 |   0     0     0    52M  209   699     0     0 
32.3%  946M  597M    0 | 455  35.2     0    55M|   7  3.08     5  3.86     0 |   0     0 |   0     0     0    57M  228   677     0     0 
30.7%  947M  599M    0 | 476  34.1     0    57M|   2  2.44     1  3.75     0 |   0     0 |   0     0     0    55M  224   686     0     0 
37.0%  949M  599M    0 | 446  35.6     0    54M|   7  2.34     5  2.79     0 |   0     0 |   0     0     0    54M  220   678     0     0 
31.6%  949M  599M    0 | 455  34.9     0    55M|   7  2.59     6  3.38     0 |   0     0 |   0     0     0    54M  220   696     0     0 
30.0%  949M  600M    0 | 441  34.8     0    53M|   2  2.72     1  4.06     0 |   0     0 |   0     0     0    52M  211   677     0     0 
32.7%  950M  594M    0 | 420  39.3     0    50M|   7  3.14     5  3.94     0 |   0     0 |   0     0     0    56M  227   655     0     0 
31.0%  950M  596M    0 | 442  33.1     0    54M|   2  2.62     1  3.90     0 |   0     0 |   0     0     0    51M  208   737     0     0 
31.0%  951M  600M    0 | 482  35.5     0    58M|   7  2.86     5  3.56     0 |   0     0 |   0     0     0    54M  221   676     0     0 
29.1%  951M  595M    0 | 440  33.0     0    53M|   6  2.50     4  3.32     0 |   0     0 |   0     0     0    58M  233   663     0     0 
31.4%  951M  600M    0 | 463  36.1     0    56M|   2  2.51     1  3.91     0 |   0     0 |   0     0     0    50M  204   691     0     0 
31.6%  951M  594M    0 | 383  39.7     0    46M|   7  3.02     5  3.80     0 |   0     0 |   0     0     0    52M  211   693     0     0 
