---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
26.6%  610M  293M    0 | 397  2.39     0    47M|   3  2.06     3  3.58     0 |   0     0 |   0     0     0    52M  216   678     0     0 
27.4%  610M  301M    0 | 473  2.00     0    57M|   2  0.90     0     0     0 |   0     0 |   0     0     0    52M  202   692     0     0 
27.4%  610M  300M    0 | 455  2.06     0    55M|   3  2.23     1  3.62     0 |   0     0 |   0     0     0    56M  225   700     0     0 
28.9%  610M  300M    0 | 476  1.97     0    57M|   3  2.02     1  4.55     0 |   0     0 |   0     0     0    58M  232   691     0     0 
20.2%  611M  302M    0 | 413  2.34     0    49M|   3  1.71     1  3.54     0 |   0     0 |   0     0     0    48M  192   692     0     0 
26.1%  611M  300M    0 | 457  2.06     0    55M|   2  2.52     1  4.16     0 |   0     0 |   0     0     0    56M  227   676     0     0 
30.0%  611M  300M    0 | 473  1.98     0    57M|   3  2.14     1  4.16     0 |   0     0 |   0     0     0    57M  231   691     0     0 
24.1%  611M  294M    0 | 398  2.40     0    48M|   2  2.35     1  3.77     0 |   0     0 |   0     0     0    53M  215   668     0     0 
29.2%  611M  300M    0 | 489  1.91     0    59M|   3  2.19     1  4.62     0 |   0     0 |   0     0     0    54M  215   687     0     0 
23.2%  611M  302M    0 | 399  2.38     0    48M|   1  0.71     0     0     0 |   0     0 |   0     0     0    46M  186   731     0     0 
26.0%  611M  301M    0 | 479  1.98     0    58M|   3  1.83     1  3.36     0 |   0     0 |   0     0     0    58M  235   687     0     0 
27.1%  611M  301M    0 | 470  2.03     0    57M|   4  2.37     1  5.13     0 |   0     0 |   0     0     0    57M  230   682     0     0 
25.4%  612M  301M    0 | 394  2.42     0    47M|   2  2.43     3  3.53     0 |   0     0 |   0     0     0    47M  188   697     0     0 
31.9%  613M  302M    0 | 478  1.95     0    58M|   3  2.54     1  5.42     0 |   0     0 |   0     0     0    57M  231   670     0     0 
38.4%  615M  301M    0 | 480  1.94     0    58M|   2  2.66     1  4.12     0 |   0     0 |   0     0     0    59M  237   672     0     0 
28.1%  615M  300M    0 | 478  1.99     0    58M|   3  1.81     1  3.46     0 |   0     0 |   0     0     0    58M  234   674     0     0 
26.3%  616M  301M    0 | 392  2.45     0    47M|   2  1.06     0     0     0 |   0     0 |   0     0     0    46M  186   720     0     0 
33.9%  617M  301M    0 | 480  1.96     0    58M|   2  2.45     1  3.61     0 |   0     0 |   0     0     0    58M  233   675     0     0 
30.3%  617M  300M    0 | 478  1.98     0    58M|   3  1.93     1  4.18     0 |   0     0 |   0     0     0    59M  237   683     0     0 
24.3%  618M  302M    0 | 408  2.33     0    49M|   2  2.54     1  3.87     0 |   0     0 |   0     0     0    47M  190   663     0     0 
44.7%  619M  301M    0 | 471  1.99     0    57M|   3  2.13     1  4.02     0 |   0     0 |   0     0     0    58M  233   711     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
23.5%  619M  300M    0 | 478  2.01     0    58M|   4  1.73     1  3.74     0 |   0     0 |   0     0     0    58M  235   690     0     0 
22.8%  619M  301M    0 | 400  2.37     0    48M|   2  2.46     1  4.02     0 |   0     0 |   0     0     0    46M  187   685     0     0 
27.1%  620M  303M    0 | 397  2.39     0    47M|   2  1.16     0     0     0 |   0     0 |   0     0     0    46M  187   701     0     0 
24.5%  620M  272M    0 | 224  1.78     0    26M|   2  2.50     3  3.64     0 |   0     0 |   0     0     0    56M  226   722     0     0 
20.7%  620M  214M    0 |  14  0.39     0     0 |   3  2.04     1  4.05     0 |   0     0 |   0     0     0    58M  234   670     0     0 
17.3%  620M  154M    0 |  14  0.37     0     0 |   3  1.95     1  4.20     0 |   0     0 |   0     0     0    59M  239   666     0     0 
14.5%  620M  107M    0 |  13  0.33     0     0 |   2  2.64     1  4.35     0 |   0     0 |   0     0     0    47M  188   732     0     0 
17.4%  620M   51M    0 |  14  0.38     0     0 |   3  2.19     1  4.72     0 |   0     0 |   0     0     0    56M  226   675     0     0 
 7.4%  620M  256K    0 |  16   321     0     0 |   2  2.53     1  4.25     0 |   0     0 |   0     0     0    50M  203   633     0     0 
 2.1%  620M  256K    0 |  14  0.30     0     0 |   2  0.99     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  620M  256K    0 |  14  0.41     0     0 |   3  1.30     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  620M  256K    0 |  13  0.33     0     0 |   1  0.85     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  620M  256K    0 |  14  0.37     0     0 |   2  0.98     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  620M  256K    0 |  13  0.32     0     0 |   1  0.71     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  620M  256K    0 |  14  0.35     0     0 |   2  0.91     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.4%  620M  256K    0 |  14  0.35     0     0 |   2  0.80     2  3.25     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  620M  256K    0 |  13  0.36     0     0 |   1  0.96     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  620M  256K    0 |  14  0.37     0     0 |   2  1.02     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  620M  256K    0 |  13  0.36     0     0 |   1  1.04     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  620M  256K    0 |  14  0.39     0     0 |   2  1.00     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  620M  256K    0 |  14  0.39     0     0 |   3  1.39     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  621M  256K    0 |  13  0.35     0     0 |   1  1.09     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  621M  256K    0 |  14  0.37     0     0 |   2  0.94     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  621M  256K    0 |  13  0.34     0     0 |   1  0.93     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  621M  256K    0 |  14  0.41     0     0 |   2  1.15     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  621M  256K    0 |  14  0.40     0     0 |   2  1.08     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  621M  256K    0 |  13  0.37     0     0 |   1  0.97     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.2%  621M  256K    0 |  14  0.39     0     0 |   2  0.86     2  2.66     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  621M  256K    0 |  14  0.37     0     0 |   2  1.01     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  621M  256K    0 |  13  0.34     0     0 |   1  1.14     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
