Linux 5.15.0-181-generic (tikv-node) 	07/10/26 	_x86_64_	(64 CPU)

20:44:59      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
20:45:00        0   4159567   24.00   12.00    0.00    0.00   36.00     0  juicefs.v1.3.1
20:45:01        0   4159567  201.00  145.00    0.00    0.00  346.00     0  juicefs.v1.3.1
20:45:02        0   4159567  128.00   55.00    0.00    0.00  183.00    46  juicefs.v1.3.1
20:45:03        0   4159567  108.00   54.00    0.00    0.00  162.00    46  juicefs.v1.3.1
20:45:04        0   4159567  115.00   56.00    0.00    0.00  171.00    46  juicefs.v1.3.1
20:45:05        0   4159567  109.00   64.00    0.00    0.00  173.00    46  juicefs.v1.3.1
20:45:06        0   4159567  204.00   68.00    0.00    0.00  272.00     0  juicefs.v1.3.1
20:45:07        0   4159567  124.00   50.00    0.00    0.00  174.00     0  juicefs.v1.3.1
20:45:08        0   4159567  112.00   46.00    0.00    0.00  158.00    28  juicefs.v1.3.1
20:45:09        0   4159567  115.00   48.00    0.00    0.00  163.00    34  juicefs.v1.3.1
20:45:10        0   4159567  129.00   46.00    0.00    0.00  175.00    34  juicefs.v1.3.1
20:45:11        0   4159567  122.00   53.00    0.00    0.00  175.00    38  juicefs.v1.3.1
20:45:12        0   4159567  116.00   60.00    0.00    0.00  176.00    52  juicefs.v1.3.1
20:45:13        0   4159567  132.00   46.00    0.00    0.00  178.00    50  juicefs.v1.3.1
20:45:14        0   4159567  113.00   58.00    0.00    0.00  171.00    50  juicefs.v1.3.1
20:45:15        0   4159567  111.00   62.00    0.00    0.00  173.00    50  juicefs.v1.3.1
20:45:16        0   4159567  111.00   67.00    0.00    0.00  178.00    54  juicefs.v1.3.1
20:45:17        0   4159567  117.00   49.00    0.00    0.00  166.00    52  juicefs.v1.3.1
20:45:18        0   4159567  121.00   52.00    0.00    0.00  173.00    52  juicefs.v1.3.1
20:45:19        0   4159567  107.00   54.00    0.00    0.00  161.00    52  juicefs.v1.3.1
20:45:20        0   4159567  118.00   52.00    0.00    0.00  170.00    52  juicefs.v1.3.1
20:45:21        0   4159567  129.00   47.00    0.00    0.00  176.00    54  juicefs.v1.3.1
20:45:22        0   4159567  122.00   56.00    0.00    0.00  178.00    54  juicefs.v1.3.1
20:45:23        0   4159567  112.00   51.00    0.00    0.00  163.00    54  juicefs.v1.3.1
20:45:24        0   4159567  109.00   61.00    0.00    0.00  170.00    54  juicefs.v1.3.1
20:45:25        0   4159567  116.00   64.00    0.00    0.00  180.00    62  juicefs.v1.3.1
20:45:26        0   4159567  112.00   43.00    0.00    0.00  155.00    62  juicefs.v1.3.1
20:45:27        0   4159567  119.00   49.00    0.00    0.00  168.00    62  juicefs.v1.3.1
20:45:28        0   4159567  115.00   59.00    0.00    0.00  174.00    54  juicefs.v1.3.1
20:45:29        0   4159567  177.00   58.00    0.00    0.00  235.00    54  juicefs.v1.3.1
20:45:30        0   4159567  107.00   44.00    0.00    0.00  151.00    54  juicefs.v1.3.1
20:45:31        0   4159567  118.00   50.00    0.00    0.00  168.00    54  juicefs.v1.3.1
20:45:32        0   4159567  130.00   46.00    0.00    0.00  176.00    54  juicefs.v1.3.1
20:45:33        0   4159567  120.00   59.00    0.00    0.00  179.00    58  juicefs.v1.3.1
20:45:34        0   4159567  116.00   47.00    0.00    0.00  163.00    15  juicefs.v1.3.1
20:45:35        0   4159567  119.00   47.00    0.00    0.00  166.00    24  juicefs.v1.3.1
20:45:36        0   4159567  108.00   51.00    0.00    0.00  159.00    26  juicefs.v1.3.1
20:45:37        0   4159567  109.00   45.00    0.00    0.00  154.00    54  juicefs.v1.3.1
20:45:38        0   4159567  116.00   57.00    0.00    0.00  173.00    25  juicefs.v1.3.1
20:45:39        0   4159567  114.00   57.00    0.00    0.00  171.00    25  juicefs.v1.3.1
20:45:40        0   4159567  106.00   48.00    0.00    0.00  154.00    25  juicefs.v1.3.1
20:45:41        0   4159567  112.00   46.00    0.00    0.00  158.00    62  juicefs.v1.3.1
20:45:42        0   4159567  112.00   49.00    0.00    0.00  161.00    62  juicefs.v1.3.1
20:45:43        0   4159567  122.00   48.00    0.00    0.00  170.00     8  juicefs.v1.3.1
20:45:44        0   4159567  119.00   49.00    0.00    0.00  168.00    11  juicefs.v1.3.1
20:45:45        0   4159567  114.00   46.00    0.00    0.00  160.00    11  juicefs.v1.3.1
20:45:46        0   4159567  109.00   41.00    0.00    0.00  150.00    11  juicefs.v1.3.1
20:45:47        0   4159567  114.00   35.00    0.00    0.00  149.00     5  juicefs.v1.3.1
20:45:48        0   4159567  108.00   42.00    0.00    0.00  150.00     5  juicefs.v1.3.1
20:45:49        0   4159567  105.00   50.00    0.00    0.00  155.00     5  juicefs.v1.3.1
