------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0% 1748M   13M|   0     0     0     0 |   0     0 |   0     0 |   0     0 
 110% 1748M   19M| 373  0.98     0  6912K| 309  1.17 |   0     0 |  77M   78M
 205% 1748M  110M|1184  75.0    41M   68M| 805  1.45 |   0     0 |  79M   77M
 198% 1749M  131M| 944   121    48M   49M| 523  1.63 |   0     0 | 103M   55M
 164% 1749M  141M| 715   179    43M   32M| 389  1.58 |   0     0 | 102M   41M
 211% 1749M  130M| 872   155    46M   43M| 529  1.57 |   0     0 |  98M   59M
 201% 1749M  132M| 904   135    49M   45M| 492  1.71 |   0     0 | 104M   51M
 197% 1749M  136M| 862   143    42M   48M| 465  1.97 |   0     0 |  99M   54M
 185% 1749M  134M| 862   146    46M   43M| 493  1.61 |   0     0 |  98M   52M
 188% 1749M  138M| 821   166    48M   37M| 462  1.56 |   0     0 | 102M   46M
 191% 1749M  136M| 934   126    45M   53M| 485  1.80 |   0     0 | 100M   58M
 222% 1749M  139M| 868   157    42M   49M| 487  1.94 |   0     0 |  96M   56M
 232% 1749M  136M| 937   129    48M   52M| 516  1.94 |   0     0 |  97M   57M
 200% 1749M  138M| 873   149    47M   43M| 503  1.85 |   0     0 | 102M   53M
 225% 1749M  142M| 910   134    47M   49M| 482  1.52 |   0     0 |  98M   50M
 218% 1749M  138M| 879   149    45M   47M| 490  1.63 |   0     0 |  99M   55M
 195% 1749M  132M| 851   157    45M   44M| 492  1.71 |   0     0 |  98M   54M
 204% 1749M  134M| 810   154    43M   41M| 430  1.84 |   0     0 | 100M   48M
 215% 1749M  133M| 863   150    48M   41M| 499  1.86 |   0     0 | 102M   53M
 216% 1749M  133M| 851   143    44M   44M| 459  1.66 |   0     0 | 101M   50M
 200% 1749M  135M| 758   178    43M   34M| 439  1.51 |   0     0 | 102M   51M
 197% 1749M  138M| 859   142    45M   44M| 441  1.56 |   0     0 | 102M   48M
 187% 1749M  141M| 878   155    44M   48M| 480  1.69 |   0     0 |  98M   58M
 214% 1749M  134M| 898   136    47M   46M| 519  1.90 |   0     0 | 101M   57M
 209% 1749M  141M| 920   143    49M   48M| 482  1.93 |   0     0 | 102M   53M
 210% 1749M  132M| 916   135    46M   50M| 523  1.68 |   0     0 | 101M   58M
 176% 1749M  137M| 842   157    48M   39M| 460  1.56 |   0     0 | 102M   47M
 188% 1749M  131M| 861   142    49M   41M| 504  1.50 |   0     0 | 104M   48M
 203% 1749M  130M| 853   155    46M   43M| 458  1.85 |   0     0 | 101M   47M
 208% 1749M  137M| 898   148    46M   47M| 492  1.95 |   0     0 |  97M   52M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 200% 1749M  133M| 898   133    49M   46M| 495  1.78 |   0     0 | 100M   53M
 180% 1749M  140M| 804   155    43M   40M| 427  1.72 |   0     0 | 101M   45M
 197% 1749M  134M| 933   141    47M   51M| 534  1.62 |   0     0 |  99M   58M
 189% 1749M  137M| 916   142    46M   50M| 508  1.85 |   0     0 |  98M   56M
 218% 1749M  136M| 985   134    48M   57M| 553  1.93 |   0     0 | 100M   64M
 197% 1751M  136M| 820   148    48M   37M| 450  1.73 |   0     0 | 102M   41M
 229% 1751M  136M| 831   151    45M   41M| 461  1.72 |   0     0 | 101M   49M
 184% 1751M  131M| 868   162    44M   46M| 508  1.63 |   0     0 |  97M   56M
 187% 1753M  141M| 853   143    45M   46M| 428  1.71 |   0     0 |  97M   51M
 217% 1756M  133M| 915   148    45M   52M| 539  2.06 |   0     0 |  96M   64M
 211% 1758M  136M| 850   143    44M   45M| 449  1.90 |   0     0 | 100M   56M
 213% 1760M  135M| 932   135    47M   50M| 527  2.15 |   0     0 | 100M   56M
 170% 1760M  143M| 843   155    42M   47M| 439  1.72 |   0     0 |  97M   52M
 181% 1761M  133M| 848   131    47M   41M| 500  1.73 |   0     0 | 102M   52M
 172% 1761M  140M| 769   177    44M   36M| 424  1.59 |   0     0 | 101M   48M
 286%  789M  135M| 893   146    44M   48M| 498  1.99 |   0     0 |  96M   57M
 199%  790M  131M| 837   163    45M   42M| 468  2.09 |   0     0 | 100M   54M
 211%  790M  131M| 921   133    49M   47M| 517  1.91 |   0     0 | 103M   51M
 177%  790M  133M| 851   151    45M   44M| 475  1.64 |   0     0 | 100M   54M
 178%  790M  130M| 858   144    44M   46M| 478  1.61 |   0     0 | 100M   54M
 201%  790M  137M| 904   146    45M   49M| 488  1.83 |   0     0 |  98M   56M
 207%  790M  135M| 859   147    48M   41M| 484  1.83 |   0     0 | 101M   50M
 201%  790M  136M| 842   157    46M   42M| 444  1.85 |   0     0 | 100M   46M
 235%  773M  131M| 864   144    46M   44M| 504  1.86 |   0     0 | 101M   55M
 176%  773M  139M| 829   145    46M   42M| 445  1.57 |   0     0 | 101M   48M
 175%  773M  133M| 893   154    46M   47M| 502  1.58 |   0     0 |  99M   55M
 201%  773M  137M| 917   148    46M   50M| 497  1.78 |   0     0 |  97M   57M
 216%  773M  127M| 896   128    46M   48M| 526  1.99 |   0     0 | 100M   58M
 199%  773M  144M| 838   153    47M   41M| 432  1.77 |   0     0 | 102M   42M
 196%  773M  134M| 897   140    45M   49M| 506  1.78 |   0     0 |  98M   57M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 172%  773M  129M| 809   177    42M   42M| 466  1.59 |   0     0 |  97M   56M
 179%  773M  138M| 889   134    46M   48M| 469  1.56 |   0     0 | 100M   52M
 139%  773M   12M| 477   198    25M  512K|  68  2.61 |   0     0 |  99M   50M
 136%  773M   12M|  13  0.34     0     0 |   1  0.95 |   0     0 |  82M   82M
 132%  773M   14M|  14  0.39     0     0 |   2  0.97 |   0     0 |  80M   79M
 157%  765M   12M|  14  0.33     0     0 |   2  0.51 |   0     0 |  81M   83M
 288%  765M 8704K|  13  0.25     0     0 |   2  1.05 |   0     0 |  60M   62M
 245%  765M 8192K|  14  0.38     0     0 |   2  0.77 |   0     0 |2048K 2304K
 215%  765M 8192K|  13  0.33     0     0 |   1  0.76 |   0     0 |   0     0 
 220%  765M 8192K|  14  0.37     0     0 |   2  0.89 |   0     0 |   0     0 
