35000, 256, 1, 0, 0
36001, 2048, 1, 0, 0
37000, 1537, 1, 0, 0
38000, 512, 1, 0, 0
39000, 1793, 1, 0, 0
40000, 512, 1, 0, 0
41001, 512, 1, 0, 0
42000, 512, 1, 0, 0
43000, 512, 1, 0, 0
44000, 512, 1, 0, 0
45000, 256, 1, 0, 0
46000, 1792, 1, 0, 0
47001, 2048, 1, 0, 0
48001, 256, 1, 0, 0
49001, 768, 1, 0, 0
50001, 512, 1, 0, 0
51000, 1793, 1, 0, 0
52001, 768, 1, 0, 0
53000, 512, 1, 0, 0
54000, 512, 1, 0, 0
55001, 768, 1, 0, 0
56001, 2050, 1, 0, 0
57001, 1536, 1, 0, 0
58000, 512, 1, 0, 0
59001, 768, 1, 0, 0
60001, 512, 1, 0, 0
