stock	rc=0	max_read=262144	  WRITE: bw=543MiB/s (569MB/s), 543MiB/s-543MiB/s (569MB/s-569MB/s), io=63.7GiB (68.4GB), run=120151-120151msec
patched	rc=0	max_read=262144	  WRITE: bw=539MiB/s (565MB/s), 539MiB/s-539MiB/s (565MB/s-565MB/s), io=63.2GiB (67.9GB), run=120060-120060msec
