------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0% 1709M 8192K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
28.8% 1709M   15M| 342  1.28   640K 3072K| 308  1.18 |   0     0 |1152K  256K
 195% 1716M  119M|1169  82.8    41M   67M| 761  1.38 |   0     0 |  83M   69M
 193% 1727M  155M| 952   130    50M   48M| 545  1.36 |   0     0 | 105M   56M
 264% 1728M  155M| 937   139    48M   48M| 537  1.76 |   0     0 | 106M   59M
 225% 1729M  153M| 888   142    50M   42M| 500  1.73 |   0     0 | 107M   52M
 220% 1729M  153M| 853   150    49M   40M| 470  1.65 |   0     0 | 109M   46M
 198% 1729M  153M| 892   140    46M   45M| 515  1.50 |   0     0 | 106M   58M
 193% 1730M  156M| 974   132    49M   52M| 530  1.42 |   0     0 | 105M   57M
 219% 1730M  159M| 981   132    49M   54M| 551  1.68 |   0     0 | 107M   65M
 233% 1730M  155M| 914   143    48M   47M| 504  1.78 |   0     0 | 108M   60M
 234% 1730M  158M| 977   131    51M   52M| 527  1.72 |   0     0 | 106M   55M
 230% 1730M  156M| 922   139    46M   50M| 526  1.84 |   0     0 | 108M   61M
 205% 1730M  157M|1003   122    47M   57M| 572  1.55 |   0     0 | 106M   66M
 206% 1730M  151M| 980   138    51M   52M| 563  1.64 |   0     0 | 105M   64M
 207% 1730M  152M| 881   141    50M   41M| 499  1.56 |   0     0 | 109M   49M
 225% 1730M  153M| 869   143    49M   41M| 467  1.63 |   0     0 | 110M   49M
 234% 1730M  153M| 931   146    49M   48M| 512  1.76 |   0     0 | 109M   57M
 219% 1730M  150M| 927   136    50M   46M| 508  1.65 |   0     0 | 107M   57M
 183% 1730M  161M| 924   130    47M   49M| 488  1.44 |   0     0 | 103M   49M
 214% 1730M  158M| 956   134    50M   49M| 553  1.60 |   0     0 | 108M   61M
 236% 1730M  159M| 963   135    51M   50M| 543  1.75 |   0     0 | 110M   59M
 233% 1730M  152M| 900   138    48M   46M| 506  1.76 |   0     0 | 108M   57M
 239% 1730M  160M|1001   131    50M   54M| 545  1.73 |   0     0 | 107M   57M
 205% 1730M  156M| 859   145    49M   40M| 489  1.58 |   0     0 | 108M   51M
 194% 1730M  158M| 992   134    49M   56M| 526  1.47 |   0     0 | 105M   59M
 208% 1730M  158M| 895   137    50M   43M| 514  1.56 |   0     0 | 107M   54M
 227% 1731M  154M| 860   152    50M   40M| 471  1.70 |   0     0 | 110M   50M
 224% 1731M  162M| 913   133    49M   48M| 502  1.69 |   0     0 | 107M   54M
 217% 1731M  158M| 840   145    45M   43M| 465  1.88 |   0     0 | 108M   54M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 193% 1731M  151M| 950   148    48M   50M| 556  1.51 |   0     0 | 105M   66M
 187% 1731M  155M| 918   130    49M   47M| 484  1.43 |   0     0 | 106M   51M
 222% 1731M  154M| 900   144    49M   45M| 507  1.69 |   0     0 | 109M   55M
 235% 1731M  153M| 959   139    50M   51M| 535  1.87 |   0     0 | 107M   58M
 243% 1731M  158M|1083   118    49M   66M| 565  1.91 |   0     0 | 106M   68M
 222% 1731M  157M| 970   131    48M   53M| 559  1.81 |   0     0 | 104M   66M
 175% 1731M  157M| 815   152    46M   40M| 438  1.42 |   0     0 | 106M   49M
 204% 1731M  156M|1028   133    52M   56M| 612  1.57 |   0     0 | 106M   68M
 221% 1731M  160M| 972   126    50M   52M| 513  1.91 |   0     0 | 106M   56M
 235% 1731M  158M| 929   134    47M   50M| 536  1.81 |   0     0 | 107M   64M
 218% 1731M  153M| 854   138    46M   44M| 449  1.77 |   0     0 | 105M   51M
 207% 1732M  155M| 934   148    50M   48M| 530  1.59 |   0     0 | 105M   58M
 184% 1732M  151M| 924   144    49M   49M| 523  1.50 |   0     0 | 106M   58M
 189% 1732M  156M| 885   137    49M   44M| 469  1.42 |   0     0 | 109M   50M
 233% 1732M  155M| 910   144    50M   44M| 519  1.76 |   0     0 | 107M   53M
 226% 1732M  152M| 922   147    49M   46M| 513  1.73 |   0     0 | 108M   56M
 222% 1732M  156M| 921   135    50M   46M| 506  1.68 |   0     0 | 107M   51M
 195% 1733M  157M| 954   129    46M   53M| 516  1.54 |   0     0 | 104M   58M
 188% 1739M  157M| 958   135    51M   48M| 532  1.44 |   0     0 | 105M   56M
 218% 1748M  152M| 896   146    49M   45M| 536  1.70 |   0     0 | 109M   61M
 238% 1756M  155M|1005   124    48M   57M| 553  1.95 |   0     0 | 106M   65M
 276% 1767M  155M| 849   155    48M   41M| 453  1.90 |   0     0 | 109M   50M
 230% 1768M  158M| 985   129    50M   53M| 545  1.76 |   0     0 | 107M   59M
 190% 1768M  153M| 856   150    49M   40M| 503  1.43 |   0     0 | 107M   52M
 194% 1768M  155M| 892   139    51M   41M| 476  1.39 |   0     0 | 108M   45M
 230% 1768M  157M|1006   131    48M   57M| 552  1.87 |   0     0 | 106M   61M
 228% 1769M  155M|1020   124    51M   56M| 577  1.82 |   0     0 | 106M   65M
 230% 1769M  154M| 906   142    48M   47M| 500  1.84 |   0     0 | 110M   56M
 212% 1769M  158M| 958   117    48M   53M| 500  1.67 |   0     0 | 105M   56M
 183% 1769M  158M| 968   128    46M   57M| 545  1.56 |   0     0 | 102M   71M
