71001, 256, 0, 0, 0
72001, 256, 0, 0, 0
73001, 256, 0, 0, 0
74002, 512, 0, 0, 0
75001, 768, 0, 0, 0
77001, 768, 0, 0, 0
78001, 256, 0, 0, 0
79001, 256, 0, 0, 0
81002, 768, 0, 0, 0
83001, 512, 0, 0, 0
84001, 768, 0, 0, 0
86001, 256, 0, 0, 0
87001, 256, 0, 0, 0
88002, 768, 0, 0, 0
89002, 1280, 0, 0, 0
91001, 768, 0, 0, 0
93001, 256, 0, 0, 0
94001, 256, 0, 0, 0
95001, 256, 0, 0, 0
96001, 512, 0, 0, 0
98001, 512, 0, 0, 0
100001, 512, 0, 0, 0
101001, 512, 0, 0, 0
102001, 768, 0, 0, 0
104001, 512, 0, 0, 0
105002, 512, 0, 0, 0
107002, 768, 0, 0, 0
109001, 512, 0, 0, 0
110001, 512, 0, 0, 0
112001, 512, 0, 0, 0
113001, 512, 0, 0, 0
115001, 768, 0, 0, 0
117002, 512, 0, 0, 0
118002, 256, 0, 0, 0
119001, 256, 0, 0, 0
120001, 1025, 0, 0, 0
121001, 512, 0, 0, 0
123002, 512, 0, 0, 0
124002, 256, 0, 0, 0
125001, 256, 0, 0, 0
126001, 512, 0, 0, 0
128001, 768, 0, 0, 0
129001, 256, 0, 0, 0
130001, 512, 0, 0, 0
132001, 768, 0, 0, 0
133001, 1281, 0, 0, 0
134001, 768, 0, 0, 0
135001, 768, 0, 0, 0
136001, 256, 0, 0, 0
137001, 256, 0, 0, 0
139001, 512, 0, 0, 0
140001, 256, 0, 0, 0
142001, 512, 0, 0, 0
143001, 768, 0, 0, 0
144001, 256, 0, 0, 0
145001, 512, 0, 0, 0
146001, 1025, 0, 0, 0
147001, 512, 0, 0, 0
148002, 256, 0, 0, 0
149001, 768, 0, 0, 0
151001, 512, 0, 0, 0
152001, 512, 0, 0, 0
153001, 512, 0, 0, 0
154001, 256, 0, 0, 0
155001, 256, 0, 0, 0
156001, 1537, 0, 0, 0
157001, 256, 0, 0, 0
158001, 512, 0, 0, 0
159001, 512, 0, 0, 0
160002, 512, 0, 0, 0
161001, 1025, 0, 0, 0
162001, 256, 0, 0, 0
163001, 256, 0, 0, 0
164001, 768, 0, 0, 0
165001, 256, 0, 0, 0
166001, 256, 0, 0, 0
167002, 256, 0, 0, 0
168001, 1025, 0, 0, 0
169001, 256, 0, 0, 0
170001, 512, 0, 0, 0
171001, 768, 0, 0, 0
172001, 256, 0, 0, 0
173001, 256, 0, 0, 0
174002, 256, 0, 0, 0
175001, 512, 0, 0, 0
176001, 256, 0, 0, 0
177001, 512, 0, 0, 0
178001, 768, 0, 0, 0
179001, 512, 0, 0, 0
180001, 512, 0, 0, 0
