------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0% 1249M 8192K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
46.9% 1250M   27M| 543  1.62   256K    0 | 658  1.77 |   0     0 | 256K    0 
 199% 1268M  142M| 479   222    58M    0 | 194  0.93 |   0     0 | 112M 7936K
 185% 1274M  150M| 545   226    50M    0 | 297  0.83 |   0     0 | 111M 8192K
 149% 1277M  151M| 503   239    49M    0 | 255  0.66 |   0     0 | 109M 7936K
 162% 1279M  152M| 509   263    49M    0 | 236  0.76 |   0     0 | 112M   13M
 181% 1279M  150M| 502   250    50M    0 | 213  0.83 |   0     0 | 112M   12M
 186% 1280M  150M| 531   236    53M    0 | 197  0.86 |   0     0 | 112M 7168K
 181% 1280M  148M| 511   259    50M    0 | 195  0.85 |   0     0 | 112M 8192K
 164% 1281M  152M| 509   232    51M    0 | 176  0.73 |   0     0 | 109M 6912K
 153% 1281M  150M| 521   260    51M    0 | 189  0.67 |   0     0 | 111M 9984K
 174% 1281M  150M| 522   248    51M    0 | 170  0.85 |   0     0 | 112M 9984K
 184% 1282M  151M| 523   250    51M    0 | 171  0.91 |   0     0 | 112M 8448K
 187% 1282M  153M| 525   239    51M    0 | 164  0.92 |   0     0 | 112M 9472K
 180% 1283M  151M| 519   244    51M    0 | 151  0.92 |   0     0 | 112M 9216K
 146% 1283M  153M| 495   251    48M    0 | 142  0.76 |   0     0 | 108M 9472K
 156% 1283M  149M| 531   245    53M    0 | 123  0.77 |   0     0 | 111M 9728K
 180% 1283M  151M| 510   253    51M    0 | 131  0.90 |   0     0 | 112M 8192K
 180% 1284M  152M| 506   244    50M    0 | 128  0.91 |   0     0 | 112M 6912K
 184% 1284M  150M| 530   251    52M    0 | 134  0.87 |   0     0 | 113M   10M
 169% 1284M  150M| 495   248    50M    0 |  98  0.82 |   0     0 | 111M 8448K
 133% 1284M  149M| 507   247    51M    0 | 104  0.70 |   0     0 | 109M 8960K
 149% 1285M  146M| 507   249    50M    0 | 114  0.76 |   0     0 | 112M   11M
 176% 1285M  149M| 510   267    51M    0 | 115  0.88 |   0     0 | 112M 9216K
 184% 1285M  150M| 533   241    53M    0 | 108  0.87 |   0     0 | 112M 7936K
 182% 1285M  150M| 517   255    51M    0 | 116  0.89 |   0     0 | 112M 7168K
 164% 1285M  150M| 525   238    52M    0 | 110  0.79 |   0     0 | 110M 6656K
 140% 1285M  149M| 495   248    49M    0 | 104  0.71 |   0     0 | 109M 9216K
 165% 1285M  149M| 531   242    53M    0 | 101  0.78 |   0     0 | 113M 7936K
 171% 1285M  149M| 510   256    50M    0 | 109  0.86 |   0     0 | 112M 9728K
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 170% 1285M  151M| 499   244    50M    0 |  90  0.85 |   0     0 | 112M 6656K
 194% 1286M  151M| 542   242    54M    0 | 102  0.84 |   0     0 | 112M 9984K
 143% 1287M  148M| 483   256    49M    0 |  85  0.74 |   0     0 | 109M 9216K
 139% 1287M  151M| 518   252    51M    0 | 102  0.67 |   0     0 | 111M 8704K
 179% 1287M  152M| 508   255    50M    0 |  95  0.80 |   0     0 | 112M 9472K
 170% 1287M  152M| 526   246    52M    0 | 103  0.92 |   0     0 | 112M 8192K
 183% 1288M  150M| 533   242    53M    0 | 102  0.84 |   0     0 | 112M 9216K
 167% 1288M  147M| 497   258    49M    0 |  97  0.80 |   0     0 | 111M 9216K
 143% 1289M  150M| 527   239    51M    0 | 103  0.67 |   0     0 | 109M 8704K
 153% 1289M  151M| 516   245    51M    0 |  98  0.70 |   0     0 | 112M 8192K
 171% 1290M  149M| 523   244    51M    0 | 100  0.80 |   0     0 | 112M 8704K
 177% 1290M  149M| 531   256    53M    0 |  98  0.81 |   0     0 | 112M 8960K
 179% 1291M  149M| 525   240    52M    0 |  97  0.83 |   0     0 | 112M 8192K
 154% 1291M  151M| 506   247    50M    0 |  97  0.72 |   0     0 | 111M 9472K
 132% 1292M  148M| 501   254    49M    0 |  93  0.66 |   0     0 | 109M 9984K
 176% 1292M  150M| 520   245    52M    0 |  93  0.81 |   0     0 | 112M 8192K
 178% 1292M  150M| 526   244    53M    0 |  89  0.82 |   0     0 | 112M 6912K
 172% 1292M  150M| 498   250    49M    0 |  89  0.84 |   0     0 | 112M 8704K
 177% 1292M  152M| 511   252    51M    0 |  85  0.81 |   0     0 | 111M 8960K
 143% 1293M  152M| 523   246    52M    0 |  92  0.70 |   0     0 | 110M 9984K
 134% 1293M  150M| 489   263    49M    0 |  82  0.66 |   0     0 | 110M 6912K
 159% 1293M  151M| 497   258    49M    0 |  91  0.81 |   0     0 | 112M 9216K
 179% 1293M  152M| 530   247    52M    0 |  96  0.82 |   0     0 | 112M 9984K
 178% 1293M  150M| 507   241    52M    0 |  81  0.83 |   0     0 | 112M   10M
 169% 1294M  149M| 499   261    49M    0 |  89  0.77 |   0     0 | 112M 7680K
 140% 1294M  151M| 502   245    50M    0 |  87  0.67 |   0     0 | 108M 7168K
 156% 1294M  147M| 520   254    52M    0 |  87  0.77 |   0     0 | 112M 9728K
 164% 1294M  151M| 515   250    52M    0 |  81  0.82 |   0     0 | 112M 8448K
 173% 1294M  150M| 493   253    50M    0 |  80  0.83 |   0     0 | 112M 8448K
 172% 1294M  150M| 526   239    53M    0 |  89  0.81 |   0     0 | 112M   10M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 158% 1294M  141M| 496   232    51M    0 |  72  0.75 |   0     0 | 111M 7680K
 137% 1294M  148M| 471   255    47M    0 |  77  0.68 |   0     0 | 109M 8448K
 167% 1294M  148M| 510   276    52M    0 |  80  0.76 |   0     0 | 112M 7680K
 169% 1294M  148M| 524   267    52M    0 |  94  0.80 |   0     0 | 112M 7680K
 173% 1294M  149M| 518   244    51M    0 |  89  0.81 |   0     0 | 112M 9472K
 173% 1294M  149M| 515   248    52M    0 |  85  0.88 |   0     0 | 112M 5376K
