------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0%  709M 8192K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
 131%  859M  300M|2784  0.29     0   300M| 368  1.21 |   0     0 |   0  8704K
 256% 1127M  600M|3294  34.3     0   410M| 344  11.2 |   0     0 |   0   109M
 147% 1128M  594M| 882   132     0   108M| 504  3.93 |   0     0 |   0   112M
 158% 1135M  597M| 919   141     0   113M| 430  2.65 |   0     0 |   0   112M
 168% 1144M  600M| 927   139     0   114M| 420  2.89 |   0     0 |   0   111M
 177% 1154M  597M| 889   154     0   109M| 435  2.99 |   0     0 |   0   111M
 176% 1169M  592M| 877   140     0   107M| 519  2.76 |   0     0 |   0   112M
 157% 1186M  597M| 960   138     0   118M| 498  2.39 |   0     0 |   0   112M
 145% 1199M  595M| 883   131     0   108M| 454  2.31 |   0     0 |   0   112M
 157% 1211M  600M| 947   152     0   116M| 447  2.60 |   0     0 |   0   112M
 181% 1226M  600M| 906   136     0   111M| 451  2.89 |   0     0 |   0   111M
 175% 1238M  599M| 907   133     0   111M| 448  2.87 |   0     0 |   0   112M
 164% 1241M  599M| 923   142     0   113M| 447  2.63 |   0     0 |   0   112M
 139% 1251M  594M| 856   142     0   105M| 447  2.26 |   0     0 |   0   112M
 146% 1269M  597M| 952   129     0   117M| 452  2.39 |   0     0 |   0   112M
 154% 1289M  592M| 852   162     0   104M| 454  3.01 |   0     0 |   0   111M
 154% 1305M  598M| 968   139     0   119M| 440  2.61 |   0     0 |   0   111M
 152% 1323M  596M| 894   122     0   110M| 454  2.61 |   0     0 |   0   112M
 145% 1341M  598M| 922   150     0   113M| 452  2.53 |   0     0 |   0   111M
 135% 1359M  593M| 852   141     0   104M| 439  2.28 |   0     0 |   0   110M
 151% 1379M  598M| 937   143     0   115M| 441  2.63 |   0     0 |   0   110M
 160% 1398M  597M| 890   149     0   109M| 428  2.76 |   0     0 |   0   110M
 179% 1418M  600M| 936   140     0   115M| 449  3.06 |   0     0 |   0   111M
