------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0%  940M 1280K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
 0.9%  940M 1280K|  13  0.20     0     0 |   2  0.34 |   0     0 |   0     0 
 1.0%  940M 1280K|  29  0.45     0     0 |  18  0.62 |   0     0 |   0     0 
 534%  992M  279M|  17K 2.31     0  2140M|1424  1.56 |   0     0 |   0  1867M
1595% 1225M  296M|  31K 3.31     0  4037M|  12K 2.75 |   0     0 |   0  4018M
1839% 1379M  297M|  32K 3.14     0  4144M|  15K 3.28 |   0     0 |   0  4142M
1715% 1399M  286M|  29K 3.57     0  3778M|  14K 3.12 |   0     0 |   0  3790M
1650% 1409M  299M|  30K 3.50     0  3847M|  14K 2.89 |   0     0 |   0  3835M
1707% 1417M  268M|  29K 3.48     0  3805M|  14K 2.97 |   0     0 |   0  3835M
1860% 1424M  298M|  34K 2.94     0  4358M|  16K 3.21 |   0     0 |   0  4327M
1968% 1470M  299M|  35K 2.80     0  4497M|  16K 3.18 |   0     0 |   0  4502M
1626% 1475M  300M|  28K 3.81     0  3599M|  13K 3.07 |   0     0 |   0  3592M
1613% 1479M  289M|  26K 3.99     0  3356M|  12K 3.35 |   0     0 |  15M 3386M
1494% 1486M  293M|  24K 4.39     0  3186M|  12K 3.72 |   0     0 |  58M 3238M
1462% 1505M  309M|  23K 4.74     0  2991M|  11K 3.88 |   0     0 | 189M 3173M
1526% 1517M  299M|  27K 3.93     0  3466M|  12K 3.62 |   0     0 | 206M 3683M
1767% 1527M  303M|  31K 3.34     0  3980M|  14K 3.47 |   0     0 | 211M 4187M
1786% 1542M  296M|  31K 3.23     0  4086M|  15K 3.37 |   0     0 | 190M 4286M
1554% 1546M  306M|  27K 3.95     0  3469M|  13K 3.55 |   0     0 | 209M 3666M
1557% 1563M  302M|  25K 4.18     0  3263M|  12K 3.38 |   0     0 | 197M 3464M
1462% 1568M  295M|  24K 4.42     0  3151M|  11K 3.40 |   0     0 | 180M 3335M
1532% 1568M  303M|  25K 4.22     0  3267M|  12K 3.45 |   0     0 | 200M 3460M
1533% 1568M  283M|  25K 4.28     0  3275M|  11K 3.54 |   0     0 | 195M 3490M
1477% 1576M  294M|  25K 4.23     0  3289M|  11K 3.21 |   0     0 | 199M 3480M
1588% 1566M  298M|  26K 4.02     0  3405M|  12K 3.65 |   0     0 | 137M 3539M
1563% 1573M  292M|  27K 3.86     0  3525M|  12K 3.54 |   0     0 |  54M 3584M
1560% 1577M  264M|  26K 4.05     0  3407M|  12K 3.45 |   0     0 |  44M 3479M
1594% 1586M  278M|  27K 3.95     0  3466M|  12K 3.65 |   0     0 |  53M 3506M
1487% 1615M  303M|  25K 4.20     0  3323M|  11K 3.88 |   0     0 | 179M 3479M
1525% 1597M  298M|  24K 4.36     0  3182M|  11K 3.93 |   0     0 | 197M 3385M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
1562% 1599M  297M|  25K 4.17     0  3311M|  11K 3.88 |   0     0 | 198M 3512M
1494% 1600M  302M|  24K 4.40     0  3195M|  11K 3.70 |   0     0 | 195M 3384M
1414% 1591M  302M|  24K 4.34     0  3187M|  10K 3.88 |   0     0 | 199M 3388M
1469% 1601M  300M|  25K 4.19     0  3318M|  11K 4.29 |   0     0 | 197M 3518M
1470% 1602M  305M|  26K 4.15     0  3346M|  10K 3.90 |   0     0 | 175M 3515M
1408% 1557M  297M|  26K 4.15     0  3337M|  10K 3.78 |   0     0 | 183M 3531M
1427% 1573M  286M|  25K 4.20     0  3281M|  10K 3.88 |   0     0 | 205M 3496M
1322% 1515M  300M|  24K 4.54     0  3105M|9775  3.87 |   0     0 | 191M 3284M
1314% 1516M  300M|  25K 4.30     0  3206M|9445  4.25 |   0     0 | 178M 3386M
1328% 1518M  301M|  24K 4.42     0  3171M|9320  3.82 |   0     0 | 178M 3347M
1230% 1502M  279M|  24K 4.52     0  3083M|8843  3.78 |   0     0 | 180M 3285M
1354% 1464M  299M|  25K 4.26     0  3254M|9563  3.29 |   0     0 | 193M 3421M
1568% 1469M  279M|  27K 3.83     0  3505M|  11K 4.21 |   0     0 |  97M 3623M
1686% 1499M  300M|  29K 3.68     0  3723M|  13K 3.63 |   0     0 |  23M 3726M
1724% 1534M  300M|  29K 3.56     0  3786M|  14K 4.38 |   0     0 |   0  3786M
1790% 1562M  283M|  29K 3.56     0  3739M|  14K 4.34 |   0     0 |   0  3758M
1667% 1565M  294M|  27K 3.96     0  3557M|  13K 4.38 |   0     0 |  17M 3556M
1575% 1566M  292M|  26K 4.21     0  3330M|  12K 4.13 |   0     0 | 144M 3488M
1579% 1589M  300M|  25K 4.23     0  3276M|  12K 5.04 |   0     0 | 190M 3457M
1548% 1593M  302M|  24K 4.43     0  3157M|  11K 4.41 |   0     0 | 196M 3350M
1523% 1594M  300M|  24K 4.52     0  3122M|  11K 4.54 |   0     0 | 165M 3288M
1568% 1589M  300M|  25K 4.30     0  3219M|  11K 4.31 |   0     0 | 161M 3379M
1476% 1603M  298M|  24K 4.44     0  3140M|  11K 4.58 |   0     0 | 186M 3334M
1459% 1624M  295M|  24K 4.40     0  3144M|  11K 4.79 |   0     0 | 191M 3336M
1505% 1625M  273M|  23K 4.78     0  2954M|  11K 4.87 |   0     0 | 164M 3136M
1668% 1575M  307M|  26K 4.03     0  3389M|  12K 4.66 |   0     0 | 180M 3537M
