------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0% 1173M 8192K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
 149% 1281M  434M|3993  3.20     0   460M| 352  1.15 |   0     0 |   0    19M
 192% 1314M  597M|2184  51.1     0   261M| 425  11.5 |   0     0 |   0   112M
 173% 1336M  592M| 884   140     0   106M| 412  2.96 |   0     0 |   0   112M
 170% 1353M  600M| 997   141     0   121M| 419  2.77 |   0     0 |   0   112M
 148% 1372M  595M| 883   138     0   106M| 418  2.49 |   0     0 |   0   112M
 163% 1389M  599M| 954   129     0   116M| 416  2.63 |   0     0 |   0   112M
 169% 1412M  597M| 905   130     0   108M| 573  2.69 |   0     0 |   0   110M
 185% 1434M  599M| 958   145     0   116M| 550  2.66 |   0     0 |   0   111M
 177% 1452M  597M| 905   142     0   109M| 448  2.94 |   0     0 |   0   112M
 162% 1470M  600M| 937   142     0   113M| 443  2.65 |   0     0 |   0   111M
 153% 1488M  598M| 919   129     0   110M| 452  2.49 |   0     0 |   0   111M
 164% 1506M  600M| 935   150     0   114M| 444  2.65 |   0     0 |   0   111M
 157% 1524M  596M| 878   131     0   106M| 453  2.56 |   0     0 |   0   111M
 258% 1537M  601M| 970   145     0   117M| 441  2.97 |   0     0 |   0   111M
 176% 1539M  598M| 896   132     0   108M| 452  2.90 |   0     0 |   0   112M
 158% 1540M  595M| 895   141     0   108M| 449  2.56 |   0     0 |   0   111M
 156% 1541M  600M| 960   144     0   116M| 446  2.52 |   0     0 |   0   111M
 153% 1546M  595M| 873   134     0   105M| 443  2.39 |   0     0 |   0   112M
 178% 1551M  598M| 958   139     0   116M| 456  2.70 |   0     0 |   0   112M
 181% 1554M  596M| 906   126     0   109M| 447  2.85 |   0     0 |   0   111M
 182% 1554M  598M| 940   150     0   113M| 439  2.75 |   0     0 |   0   111M
 158% 1554M  596M| 885   134     0   107M| 453  2.39 |   0     0 |   0   111M
 162% 1554M  597M| 935   146     0   113M| 452  2.44 |   0     0 |   0   111M
 173% 1554M  595M| 881   127     0   108M| 442  2.70 |   0     0 |   0   111M
 188% 1555M  599M| 979   146     0   116M| 452  2.87 |   0     0 |   0   111M
 181% 1555M  600M| 913   148     0   110M| 453  2.89 |   0     0 |   0   111M
 170% 1555M  598M| 913   134     0   110M| 445  2.70 |   0     0 |   0   112M
 152% 1556M  601M| 941   143     0   114M| 448  2.38 |   0     0 |   0   110M
 151% 1556M  597M| 895   125     0   109M| 426  2.50 |   0     0 |   0   110M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 159% 1557M  599M| 918   152     0   110M| 465  2.52 |   0     0 |   0   111M
 175% 1558M  596M| 906   136     0   110M| 442  2.93 |   0     0 |   0   111M
 182% 1559M  599M| 961   138     0   116M| 443  3.03 |   0     0 |   0   111M
 163% 1559M  594M| 868   143     0   105M| 449  2.74 |   0     0 |   0   111M
 167% 1560M  599M| 963   134     0   116M| 448  2.64 |   0     0 |   0   111M
 154% 1561M  596M| 894   138     0   108M| 458  2.46 |   0     0 |   0   112M
 160% 1562M  599M| 956   137     0   116M| 451  2.55 |   0     0 |   0   112M
 178% 1562M  596M| 899   140     0   108M| 437  2.94 |   0     0 |   0   112M
 175% 1566M  599M| 942   145     0   114M| 449  2.85 |   0     0 |   0   112M
 172% 1579M  593M| 891   133     0   107M| 454  2.73 |   0     0 |   0   111M
 161% 1596M  598M| 947   143     0   114M| 445  2.55 |   0     0 |   0   111M
 161% 1611M  597M| 916   130     0   110M| 451  2.51 |   0     0 |   0   111M
 284% 1635M  600M| 938   150     0   113M| 446  2.86 |   0     0 |   0   111M
 175% 1637M  595M| 878   138     0   106M| 453  2.92 |   0     0 |   0   111M
 169% 1638M  600M| 966   136     0   116M| 452  2.73 |   0     0 |   0   111M
 147% 1639M  599M| 903   129     0   110M| 447  2.43 |   0     0 |   0   111M
 157% 1641M  600M| 943   153     0   114M| 438  2.55 |   0     0 |   0   111M
 160% 1641M  599M| 904   126     0   109M| 456  2.61 |   0     0 |   0   111M
 170% 1642M  598M| 905   150     0   109M| 451  2.73 |   0     0 |   0   111M
 170% 1643M  597M| 927   135     0   112M| 443  2.82 |   0     0 |   0   112M
 171% 1643M  600M| 937   138     0   113M| 446  2.76 |   0     0 |   0   111M
 170% 1644M  597M| 888   144     0   107M| 449  2.77 |   0     0 |   0   110M
 164% 1644M  590M| 867   130     0   104M| 448  2.58 |   0     0 |   0   112M
 166% 1645M  595M| 972   143     0   117M| 440  2.68 |   0     0 |   0   111M
 174% 1645M  597M| 931   131     0   112M| 454  2.88 |   0     0 |   0   111M
 174% 1646M  599M| 931   139     0   112M| 445  2.89 |   0     0 |   0   111M
 166% 1646M  598M| 918   136     0   111M| 444  2.68 |   0     0 |   0   111M
 160% 1646M  599M| 918   145     0   111M| 447  2.51 |   0     0 |   0   112M
 144% 1646M  595M| 883   135     0   106M| 442  2.33 |   0     0 |   0   110M
 161% 1646M  599M| 971   150     0   117M| 445  2.64 |   0     0 |   0   112M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 172% 1646M  596M| 881   126     0   106M| 454  2.81 |   0     0 |   0   111M
 174% 1647M  598M| 940   151     0   114M| 443  2.78 |   0     0 |   0   111M
 127% 1647M  496M|  97  93.2     0  8704K| 454  2.51 |   0     0 |   0   112M
 130% 1647M  385M|  29  0.32     0     0 | 456  2.66 |   0     0 |   0   111M
 118% 1647M  273M|  29  0.29     0     0 | 449  2.55 |   0     0 |   0   111M
 126% 1647M  161M|  28  0.32     0     0 | 441  2.82 |   0     0 |   0   111M
 125% 1647M   50M|  99  1734     0     0 | 452  2.86 |   0     0 |   0   112M
47.2% 1647M 8192K| 215  2259     0     0 | 184  2.71 |   0     0 |   0    41M
 5.2% 1647M 8192K|  28  0.31     0     0 |   2  0.92 |   0     0 |   0     0 
20.0% 1647M 8192K| 263  0.92     0     0 | 223  1.03 |   0     0 |   0     0 
 154% 1651M   51M|1123  55.8    32M   59M| 760  1.36 |   0     0 |  39M   57M
 252% 1655M   59M|1423  84.8    74M   74M| 732  1.73 |   0     0 |  89M   82M
 254% 1657M   52M|1392  93.1    80M   68M| 786  1.69 |   0     0 |  94M   88M
 228% 1659M   55M|1444  89.4    76M   74M| 767  1.55 |   0     0 |  89M   84M
 239% 1661M   58M|1442  89.3    75M   77M| 752  1.65 |   0     0 |  90M   88M
 233% 1662M   57M|1356  94.0    71M   71M| 752  1.69 |   0     0 |  85M   88M
 294% 1663M   52M|1392  91.7    73M   73M| 769  1.85 |   0     0 |  85M   90M
 260% 1663M   53M|1427  87.6    74M   75M| 764  1.82 |   0     0 |  89M   88M
 207% 1663M   53M|1344  95.5    73M   66M| 714  1.49 |   0     0 |  89M   82M
 224% 1663M   55M|1459  85.3    74M   79M| 807  1.50 |   0     0 |  87M   90M
 237% 1663M   55M|1461  89.9    75M   78M| 781  1.70 |   0     0 |  86M   89M
 222% 1663M   59M|1432  90.2    77M   74M| 752  1.54 |   0     0 |  89M   82M
 261% 1663M   53M|1491  87.8    78M   79M| 834  1.86 |   0     0 |  89M   97M
 246% 1664M   51M|1429  87.9    76M   76M| 764  1.82 |   0     0 |  89M   91M
 226% 1664M   48M|1460  88.6    78M   74M| 813  1.54 |   0     0 |  90M   89M
 203% 1664M   56M|1444  86.5    78M   74M| 744  1.37 |   0     0 |  90M   79M
 219% 1664M   57M|1427  89.2    72M   77M| 770  1.56 |   0     0 |  86M   90M
 222% 1664M   53M|1376  90.6    74M   68M| 769  1.56 |   0     0 |  89M   86M
 237% 1664M   52M|1418  91.2    74M   74M| 772  1.76 |   0     0 |  86M   88M
 239% 1664M   57M|1400  93.4    76M   71M| 717  1.68 |   0     0 |  91M   82M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 229% 1665M   54M|1427  90.3    76M   75M| 775  1.55 |   0     0 |  88M   91M
 224% 1665M   53M|1498  85.9    76M   83M| 813  1.59 |   0     0 |  86M   94M
 233% 1666M   52M|1533  84.1    81M   81M| 832  1.55 |   0     0 |  91M   92M
 249% 1666M   55M|1525  83.3    83M   78M| 801  1.62 |   0     0 |  94M   85M
 265% 1666M   53M|1499  85.4    75M   84M| 828  1.90 |   0     0 |  87M   97M
 233% 1666M   51M|1440  90.1    77M   74M| 781  1.64 |   0     0 |  88M   87M
 215% 1666M   55M|1441  87.0    76M   75M| 765  1.46 |   0     0 |  89M   85M
 245% 1666M   53M|1463  86.9    79M   76M| 807  1.66 |   0     0 |  88M   88M
 228% 1666M   60M|1577  83.4    80M   87M| 809  1.52 |   0     0 |  92M   91M
 241% 1666M   56M|1414  83.8    75M   73M| 772  1.76 |   0     0 |  87M   88M
 247% 1666M   57M|1435  91.1    75M   76M| 770  1.82 |   0     0 |  89M   89M
 219% 1666M   55M|1403  88.5    78M   69M| 769  1.52 |   0     0 |  90M   84M
 212% 1666M   60M|1489  87.9    78M   78M| 794  1.36 |   0     0 |  92M   87M
 244% 1666M   56M|1490  86.1    77M   79M| 805  1.68 |   0     0 |  91M   97M
 206% 1666M   56M|1319  89.5    64M   75M| 702  1.67 |   0     0 |  75M   85M
 256% 1666M   55M|1470  93.0    76M   77M| 803  1.86 |   0     0 |  88M   92M
 259% 1666M   50M|1450  90.9    79M   76M| 802  1.77 |   0     0 |  92M   94M
 222% 1666M   52M|1474  83.9    78M   78M| 800  1.53 |   0     0 |  89M   86M
 224% 1667M   51M|1388  95.4    77M   68M| 737  1.57 |   0     0 |  91M   84M
 276% 1676M   54M|1435  87.8    78M   74M| 758  1.65 |   0     0 |  93M   84M
 236% 1678M   55M|1436  89.1    75M   77M| 761  1.75 |   0     0 |  87M   88M
 256% 1681M   56M|1438  87.0    72M   79M| 786  1.89 |   0     0 |  88M   94M
 241% 1683M   57M|1461  88.7    75M   77M| 780  1.73 |   0     0 |  85M   87M
 235% 1684M   52M|1430  91.1    76M   76M| 799  1.51 |   0     0 |  88M   92M
 315%  552M   56M|1470  85.5    76M   78M| 766  1.68 |   0     0 |  88M   86M
 253%  552M   53M|1412  86.4    78M   72M| 779  1.71 |   0     0 |  90M   86M
 250%  552M   57M|1503  89.2    76M   82M| 781  1.83 |   0     0 |  89M   91M
 262%  552M   53M|1473  84.2    78M   77M| 799  1.89 |   0     0 |  87M   90M
 272%  524M   51M|1486  89.0    79M   77M| 825  1.62 |   0     0 |  92M   92M
 203%  524M   56M|1384  91.4    77M   70M| 717  1.34 |   0     0 |  92M   79M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 236%  524M   53M|1519  85.1    79M   82M| 825  1.68 |   0     0 |  89M   95M
 251%  524M   55M|1473  85.8    80M   76M| 764  1.73 |   0     0 |  93M   86M
 258%  524M   52M|1374  93.7    80M   64M| 762  1.75 |   0     0 |  95M   82M
 281%  517M   55M|1433  88.3    78M   72M| 778  1.72 |   0     0 |  93M   84M
 242%  517M   49M|1380  94.7    79M   66M| 762  1.61 |   0     0 |  93M   86M
 211%  517M   54M|1364  93.3    80M   64M| 705  1.30 |   0     0 |  98M   78M
 214%  517M   50M|1356  93.1    71M   70M| 749  1.50 |   0     0 |  86M   89M
 265%  518M   55M|1380  91.5    73M   73M| 716  1.84 |   0     0 |  88M   84M
 246%  518M   57M|1406  86.6    75M   73M| 744  1.70 |   0     0 |  89M   85M
 250%  518M   53M|1434  92.8    78M   74M| 800  1.71 |   0     0 |  91M   91M
 171%  518M   13M| 951  92.5    52M   21M| 296  1.59 |   0     0 |  92M   68M
 113%  518M   11M|  43  0.30     0     0 |   4  0.71 |   0     0 |  73M   75M
 112%  518M   11M|  43  0.30     0     0 |   4  0.82 |   0     0 |  73M   73M
96.5%  518M   12M|  43  0.34     0     0 |   4  0.98 |   0     0 |  76M   76M
 101%  518M   12M|  43  0.33     0     0 |   4  1.09 |   0     0 |  77M   77M
 136%  518M   10M|  42  0.30     0     0 |   3  0.83 |   0     0 |  67M   67M
 115%  518M 8192K|  43  0.29     0     0 |   4  0.63 |   0     0 |  38M   39M
 4.0%  518M 8192K|  43  0.29     0     0 |   4  0.80 |   0     0 |   0     0 
 5.0%  518M 8192K|  43  0.32     0     0 |   4  1.00 |   0     0 |   0     0 
 5.3%  518M 8192K|  43  0.32     0     0 |   4  0.89 |   0     0 |   0     0 
 3.8%  518M 8192K|  42  0.29     0     0 |   4  1.09 |   0     0 |   0     0 
 3.3%  518M 8192K|  43  0.32     0     0 |   4  0.79 |   0     0 |   0     0 
 2.8%  518M 8192K|  43  0.26     0     0 |   4  0.87 |   0     0 |   0     0 
18.8%  504M 8192K|  43  0.52     0     0 |   4  1.06 |   0     0 |   0     0 
 3.7%  504M 8192K|  43  0.33     0     0 |   4  0.99 |   0     0 |   0     0 
 3.4%  504M 8192K|  42  0.29     0     0 |   3  0.90 |   0     0 |   0     0 
 3.1%  504M 8192K|  43  0.30     0     0 |   4  0.87 |   0     0 |   0     0 
 3.0%  504M 8192K|  43  0.29     0     0 |   4  0.88 |   0     0 |   0     0 
 3.1%  504M 8192K|  43  0.30     0     0 |   4  0.88 |   0     0 |   0     0 
 4.3%  504M 8192K|  43  0.30     0     0 |   5  1.13 |   0     0 |   0     0 
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 3.5%  504M 8192K|  42  0.30     0     0 |   3  0.88 |   0     0 |   0     0 
 3.2%  504M 8192K|  43  0.33     0     0 |   4  0.89 |   0     0 |   0     0 
 3.3%  504M 8192K|  43  0.29     0     0 |   4  0.87 |   0     0 |   0     0 
 3.1%  504M 8192K|  43  0.28     0     0 |   4  0.82 |   0     0 |   0     0 
 3.0%  504M 8192K|  43  0.30     0     0 |   4  0.89 |   0     0 |   0     0 
 3.2%  504M 8192K|  42  0.28     0     0 |   3  0.89 |   0     0 |   0     0 
 3.3%  504M 8192K|  43  0.30     0     0 |   4  0.86 |   0     0 |   0     0 
 3.1%  504M 8192K|  43  0.30     0     0 |   4  0.85 |   0     0 |   0     0 
 3.2%  504M 8192K|  43  0.30     0     0 |   4  0.85 |   0     0 |   0     0 
 2.9%  504M 8192K|  43  0.27     0     0 |   5  0.99 |   0     0 |   0     0 
 3.3%  504M 8192K|  42  0.28     0     0 |   3  0.87 |   0     0 |   0     0 
 3.4%  504M 8192K|  43  0.31     0     0 |   4  0.90 |   0     0 |   0     0 
 5.0%  504M 8192K|  43  0.30     0     0 |   4  0.83 |   0     0 |   0     0 
 3.2%  504M 8192K|  43  0.30     0     0 |   4  0.89 |   0     0 |   0     0 
 3.0%  504M 8192K|  43  0.27     0     0 |   4  0.81 |   0     0 |   0     0 
 2.9%  504M 8192K|  42  0.33     0     0 |   3  0.88 |   0     0 |   0     0 
 4.1%  504M 8192K|  43  0.38     0     0 |   4  0.91 |   0     0 |   0     0 
 3.0%  504M 8192K|  43  0.30     0     0 |   4  0.89 |   0     0 |   0     0 
 3.5%  504M 8192K|  43  0.31     0     0 |   4  0.90 |   0     0 |   0     0 
 3.3%  504M 8192K|  43  0.30     0     0 |   5  1.04 |   0     0 |   0     0 
 2.8%  504M 8192K|  42  0.26     0     0 |   3  0.75 |   0     0 |   0     0 
 3.5%  504M 8192K|  43  0.30     0     0 |   4  0.95 |   0     0 |   0     0 
 3.5%  504M 8192K|  43  0.33     0     0 |   4  0.90 |   0     0 |   0     0 
 3.2%  504M 8192K|  43  0.31     0     0 |   4  0.85 |   0     0 |   0     0 
 4.0%  504M 8192K|  43  0.29     0     0 |   4  0.78 |   0     0 |   0     0 
 3.0%  504M 8192K|  42  0.28     0     0 |   3  0.89 |   0     0 |   0     0 
 3.0%  504M 8192K|  43  0.29     0     0 |   4  0.84 |   0     0 |   0     0 
 3.2%  504M 8192K|  43  0.32     0     0 |   4  0.91 |   0     0 |   0     0 
 3.8%  504M 8192K|  43  0.32     0     0 |   4  1.02 |   0     0 |   0     0 
 3.2%  504M 8192K|  43  0.31     0     0 |   5  1.12 |   0     0 |   0     0 
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 3.7%  504M 8192K|  42  0.32     0     0 |   3  0.96 |   0     0 |   0     0 
 3.0%  504M 8192K|  43  0.30     0     0 |   4  0.85 |   0     0 |   0     0 
 3.5%  504M 8192K|  43  0.31     0     0 |   4  0.93 |   0     0 |   0     0 
 3.5%  504M 8192K|  43  0.31     0     0 |   4  0.90 |   0     0 |   0     0 
 3.1%  504M 8192K|  43  0.29     0     0 |   4  0.84 |   0     0 |   0     0 
 3.0%  504M 8192K|  42  0.28     0     0 |   3  0.89 |   0     0 |   0     0 
 4.0%  504M 8192K|  43  0.29     0     0 |   4  0.84 |   0     0 |   0     0 
 2.9%  504M 8192K|  43  0.28     0     0 |   4  0.83 |   0     0 |   0     0 
 3.3%  504M 8192K|  43  0.31     0     0 |   4  1.06 |   0     0 |   0     0 
 3.9%  504M 8192K|  43  0.30     0     0 |   5  1.13 |   0     0 |   0     0 
 2.8%  504M 8192K|  42  0.28     0     0 |   3  0.83 |   0     0 |   0     0 
 3.2%  504M 8192K|  43  0.30     0     0 |   4  0.85 |   0     0 |   0     0 
 3.4%  504M 8192K|  43  0.29     0     0 |   4  0.79 |   0     0 |   0     0 
 3.1%  504M 8192K|  43  0.29     0     0 |   4  0.91 |   0     0 |   0     0 
 3.6%  504M 8192K|  43  0.30     0     0 |   4  0.85 |   0     0 |   0     0 
 3.0%  504M 8192K|  42  0.28     0     0 |   3  0.84 |   0     0 |   0     0 
 3.1%  504M 8192K|  43  0.29     0     0 |   4  0.87 |   0     0 |   0     0 
 3.1%  504M 8192K|  43  0.31     0     0 |   4  0.90 |   0     0 |   0     0 
 3.6%  504M 8192K|  43  0.28     0     0 |   4  0.80 |   0     0 |   0     0 
 3.4%  504M 8192K|  43  0.30     0     0 |   5  1.11 |   0     0 |   0     0 
 3.4%  504M 8192K|  42  0.28     0     0 |   3  0.85 |   0     0 |   0     0 
 3.0%  504M 8192K|  43  0.29     0     0 |   4  0.79 |   0     0 |   0     0 
14.5%  504M 8192K|  43  0.27     0     0 |   4  0.80 |   0     0 |   0     0 
 9.4%  423M 8192K|  43  0.50     0     0 |   4  0.93 |   0     0 |   0     0 
16.5%  423M 8192K| 251  0.92     0     0 | 199  1.09 |   0     0 |   0     0 
 173%  405M   45M| 847  72.2    58M    0 | 642  1.21 |   0     0 |  69M 8448K
 208%  405M   44M| 921   132    95M    0 | 407  0.86 |   0     0 | 111M   16M
 179%  405M   44M| 884   141    94M    0 | 323  0.78 |   0     0 | 109M   15M
 168%  406M   46M| 902   139    92M    0 | 287  0.72 |   0     0 | 109M   15M
 166%  409M   45M| 894   144    93M    0 | 268  0.74 |   0     0 | 109M   17M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 178%  412M   45M| 943   140    96M    0 | 247  0.78 |   0     0 | 110M   14M
 208%  416M   45M| 897   145    93M    0 | 225  0.89 |   0     0 | 109M   15M
