------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 0.0% 1680M 8192K|   0     0     0     0 |   0     0 |   0     0 |   0     0 
58.9% 1681M   50M| 849  1.42  1280K   37M| 599  0.97 |   0     0 |2560K   10M
 217% 1681M   54M|1118  96.4    62M   55M| 662  1.87 |   0     0 |  74M   84M
 212% 1681M   53M|1422  94.1    74M   71M| 772  1.42 |   0     0 |  90M   87M
 210% 1682M   52M|1428  90.3    78M   71M| 776  1.41 |   0     0 |  91M   85M
 217% 1683M   52M|1358  93.8    72M   69M| 721  1.58 |   0     0 |  89M   86M
 213% 1683M   55M|1385  92.9    76M   69M| 713  1.60 |   0     0 |  90M   81M
 248% 1684M   57M|1451  88.2    76M   75M| 772  1.80 |   0     0 |  88M   84M
 284% 1685M   52M|1428  88.2    71M   79M| 801  1.95 |   0     0 |  85M   98M
 196% 1685M   49M|1404  88.5    72M   75M| 753  1.46 |   0     0 |  88M   94M
 190% 1685M   57M|1408  90.9    76M   70M| 717  1.37 |   0     0 |  89M   75M
 237% 1685M   54M|1485  89.6    74M   81M| 811  1.73 |   0     0 |  86M   96M
 256% 1685M   52M|1443  88.4    76M   75M| 776  1.86 |   0     0 |  89M   89M
 242% 1685M   59M|1459  84.8    77M   75M| 751  1.74 |   0     0 |  90M   84M
 224% 1685M   52M|1333  95.4    78M   60M| 745  1.55 |   0     0 |  91M   79M
 201% 1685M   51M|1420  93.3    73M   75M| 762  1.43 |   0     0 |  87M   91M
 215% 1685M   51M|1443  89.3    77M   72M| 766  1.53 |   0     0 |  88M   82M
 248% 1686M   49M|1452  85.9    76M   77M| 788  1.76 |   0     0 |  89M   92M
 241% 1686M   55M|1402  90.8    72M   74M| 719  1.92 |   0     0 |  86M   82M
 256% 1686M   57M|1436  89.0    75M   73M| 767  1.85 |   0     0 |  88M   85M
 215% 1686M   57M|1423  88.7    69M   81M| 753  1.63 |   0     0 |  84M   94M
 198% 1687M   56M|1424  92.9    78M   69M| 773  1.39 |   0     0 |  91M   84M
 227% 1687M   52M|1446  83.9    73M   77M| 793  1.64 |   0     0 |  88M   95M
 237% 1687M   54M|1487  90.6    71M   83M| 783  1.76 |   0     0 |  86M   96M
 251% 1687M   48M|1436  89.0    73M   77M| 806  1.98 |   0     0 |  86M   96M
 246% 1687M   52M|1437  90.1    77M   72M| 736  1.77 |   0     0 |  91M   82M
 214% 1687M   54M|1443  88.9    75M   75M| 772  1.50 |   0     0 |  90M   88M
 209% 1688M   58M|1474  83.1    76M   78M| 765  1.46 |   0     0 |  91M   88M
 220% 1688M   49M|1393  89.8    80M   66M| 792  1.54 |   0     0 |  94M   89M
 254% 1688M   52M|1431  89.1    79M   70M| 734  1.80 |   0     0 |  94M   82M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 257% 1688M   49M|1419  94.7    76M   70M| 787  1.81 |   0     0 |  90M   87M
 243% 1688M   52M|1473  83.9    76M   79M| 764  1.77 |   0     0 |  91M   91M
 195% 1688M   50M|1382  95.2    73M   70M| 757  1.41 |   0     0 |  87M   86M
 234% 1688M   52M|1553  82.5    77M   85M| 821  1.62 |   0     0 |  90M   97M
 216% 1688M   54M|1418  83.7    73M   76M| 763  1.68 |   0     0 |  86M   86M
 248% 1688M   54M|1438  88.6    78M   73M| 776  1.84 |   0     0 |  90M   86M
 244% 1690M   54M|1401  93.3    73M   73M| 765  1.86 |   0     0 |  86M   86M
 229% 1690M   50M|1455  87.7    69M   85M| 802  1.73 |   0     0 |  83M  103M
 230% 1666M   55M|1417  85.4    73M   75M| 743  1.43 |   0     0 |  86M   82M
 213% 1666M   57M|1451  94.9    72M   80M| 779  1.69 |   0     0 |  85M   92M
 229% 1666M   52M|1450  88.2    75M   77M| 815  1.74 |   0     0 |  86M   94M
 247% 1667M   49M|1412  90.0    77M   71M| 763  1.85 |   0     0 |  88M   84M
 245% 1667M   52M|1437  90.9    78M   75M| 760  1.81 |   0     0 |  91M   85M
 300%  778M   53M|1436  88.2    77M   76M| 770  1.50 |   0     0 |  90M   88M
 232%  540M   49M|1348  95.5    74M   67M| 736  1.58 |   0     0 |  90M   89M
 230%  540M   51M|1443  89.6    74M   77M| 773  1.75 |   0     0 |  87M   88M
 247%  540M   53M|1374  92.7    76M   67M| 735  1.73 |   0     0 |  93M   81M
 279%  517M   54M|1378  94.0    73M   73M| 729  1.93 |   0     0 |  87M   86M
 242%  517M   57M|1431  85.7    71M   79M| 746  1.84 |   0     0 |  84M   89M
 198%  517M   53M|1382  92.2    77M   69M| 771  1.42 |   0     0 |  90M   85M
 212%  517M   54M|1460  89.1    79M   76M| 777  1.50 |   0     0 |  90M   88M
 242%  517M   51M|1390  92.4    72M   74M| 771  1.77 |   0     0 |  88M   92M
 267%  517M   54M|1380  81.2    78M   67M| 716  1.82 |   0     0 |  92M   79M
 235%  518M   55M|1361  99.0    77M   65M| 726  1.69 |   0     0 |  91M   78M
 244%  518M   51M|1415  95.0    78M   70M| 789  1.60 |   0     0 |  93M   88M
 208%  518M   51M|1430  92.3    80M   70M| 751  1.39 |   0     0 |  93M   84M
 241%  511M   52M|1393  90.0    75M   72M| 746  1.68 |   0     0 |  85M   81M
 220%  511M   49M|1327  95.1    71M   68M| 731  1.67 |   0     0 |  84M   84M
 256%  511M   51M|1436  89.1    77M   74M| 773  1.81 |   0     0 |  88M   84M
 249%  511M   53M|1430  89.5    77M   74M| 748  1.92 |   0     0 |  90M   84M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 235%  512M   57M|1424  89.2    74M   76M| 753  1.60 |   0     0 |  90M   90M
 205%  513M   41M|1420  91.5    74M   70M| 750  1.52 |   0     0 |  86M   90M
 124%  513M   12M| 392  88.1    18M    0 |  35  1.88 |   0     0 |  83M   68M
 113%  513M   12M|  43  0.38     0     0 |   4  0.85 |   0     0 |  77M   78M
 130%  513M   12M|  43  0.41     0     0 |   4  0.90 |   0     0 |  77M   76M
 126%  513M   13M|  42  0.32     0     0 |   3  0.88 |   0     0 |  79M   79M
85.2%  513M   13M|  43  0.32     0     0 |   5  1.12 |   0     0 |  78M   78M
 110%  513M   11M|  43  0.33     0     0 |   4  0.80 |   0     0 |  75M   76M
 142%  513M   10M|  43  0.28     0     0 |   4  0.64 |   0     0 |  68M   68M
 108%  513M 8192K|  43  0.31     0     0 |   4  0.80 |   0     0 |5120K 6144K
 4.3%  513M 8192K|  42  0.66     0     0 |   3  5.93 |   0     0 |   0     0 
 5.1%  513M 8192K|  43  0.30     0     0 |   4  0.90 |   0     0 |   0     0 
 4.6%  513M 8192K|  43  0.33     0     0 |   4  1.08 |   0     0 |   0     0 
 2.7%  513M 8192K|  43  0.30     0     0 |   4  0.96 |   0     0 |   0     0 
 3.5%  513M 8192K|  43  0.31     0     0 |   4  0.93 |   0     0 |   0     0 
 3.3%  513M 8192K|  42  0.31     0     0 |   3  0.90 |   0     0 |   0     0 
 3.3%  513M 8192K|  43  0.31     0     0 |   5  1.13 |   0     0 |   0     0 
 4.1%  513M 8192K|  43  0.29     0     0 |   4  0.83 |   0     0 |   0     0 
 2.7%  513M 8192K|  43  0.28     0     0 |   4  1.03 |   0     0 |   0     0 
21.6%  513M 8192K|  43  0.51     0     0 |   4  0.92 |   0     0 |   0     0 
 3.5%  513M 8192K|  42  0.29     0     0 |   3  0.88 |   0     0 |   0     0 
 2.9%  513M 8192K|  43  0.29     0     0 |   4  0.87 |   0     0 |   0     0 
 3.2%  513M 8192K|  43  0.30     0     0 |   4  0.89 |   0     0 |   0     0 
 3.7%  513M 8192K|  43  0.36     0     0 |   4  0.99 |   0     0 |   0     0 
23.0%  513M 8192K| 314  1.20     0     0 | 262  1.38 |   0     0 |   0     0 
 180%  518M   44M|1015  97.9    87M    0 | 674  1.02 |   0     0 | 102M   12M
 211%  519M   43M| 956   133    96M    0 | 426  1.02 |   0     0 | 111M   16M
 204%  519M   44M| 927   124    98M    0 | 313  1.03 |   0     0 | 111M   11M
 171%  519M   44M| 927   145    95M    0 | 300  0.86 |   0     0 | 110M   13M
 169%  519M   45M| 893   139    93M    0 | 234  0.81 |   0     0 | 110M   16M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 172%  519M   45M| 865   146    88M    0 | 234  0.87 |   0     0 | 107M   19M
 195%  519M   44M| 946   132    98M    0 | 210  0.93 |   0     0 | 110M   12M
 196%  519M   43M| 927   143    96M    0 | 212  0.96 |   0     0 | 111M   16M
 207%  523M   44M| 956   130   100M    0 | 176  0.92 |   0     0 | 111M   10M
 158%  496M   43M| 887   148    91M    0 | 158  0.80 |   0     0 | 109M   18M
 151%  497M   45M| 924   142    95M    0 | 166  0.72 |   0     0 | 109M   13M
 161%  497M   43M| 896   140    94M    0 | 129  0.79 |   0     0 | 110M   17M
 187%  497M   43M| 928   136    96M    0 | 130  0.85 |   0     0 | 111M   15M
 184%  497M   43M| 959   134    99M    0 | 137  0.88 |   0     0 | 111M   12M
 174%  497M   44M| 942   134    98M    0 | 124  0.76 |   0     0 | 111M   11M
 160%  498M   44M| 922   139    95M    0 | 129  0.70 |   0     0 | 108M   13M
 156%  498M   45M| 896   139    93M    0 | 118  0.74 |   0     0 | 110M   15M
 162%  498M   43M| 917   146    95M    0 | 111  0.79 |   0     0 | 110M   16M
 179%  498M   43M| 965   128   100M    0 | 121  0.82 |   0     0 | 111M   10M
 182%  498M   43M| 939   130    99M    0 | 108  0.84 |   0     0 | 111M   12M
 150%  498M   45M| 858   146    90M    0 |  93  0.75 |   0     0 | 109M   18M
 147%  498M   45M| 903   146    92M    0 | 117  0.67 |   0     0 | 108M   15M
 148%  498M   43M| 952   142    97M    0 | 125  0.68 |   0     0 | 110M   15M
 179%  498M   44M| 931   136    97M    0 | 104  0.81 |   0     0 | 111M   13M
 180%  498M   45M| 951   137    98M    0 | 113  0.82 |   0     0 | 110M   10M
 209%  495M   43M| 916   142    94M    0 | 106  0.82 |   0     0 | 110M   17M
 150%  495M   44M| 889   145    93M    0 |  96  0.71 |   0     0 | 109M   15M
 145%  495M   44M| 920   139    95M    0 | 109  0.68 |   0     0 | 110M   15M
 160%  495M   43M| 905   135    95M    0 |  90  0.73 |   0     0 | 110M   15M
 176%  495M   45M| 905   136    94M    0 | 101  0.81 |   0     0 | 111M   15M
 181%  495M   45M| 945   147    96M    0 | 118  0.81 |   0     0 | 110M   14M
 165%  495M   44M| 911   143    95M    0 |  98  0.75 |   0     0 | 109M   15M
 138%  495M   43M| 904   141    94M    0 |  94  0.66 |   0     0 | 109M   14M
 159%  495M   45M| 903   137    93M    0 | 102  0.68 |   0     0 | 109M   15M
 176%  495M   44M| 938   135    98M    0 | 101  0.77 |   0     0 | 111M   14M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 185%  495M   44M| 942   142    97M    0 | 102  0.82 |   0     0 | 111M   13M
 189%  495M   43M| 943   133    99M    0 | 102  0.81 |   0     0 | 111M   13M
 162%  495M   45M| 916   134    96M    0 |  91  0.72 |   0     0 | 109M   10M
 146%  495M   45M| 965   130   101M    0 | 106  0.67 |   0     0 | 110M 9984K
 160%  495M   44M| 943   137    98M    0 | 104  0.68 |   0     0 | 111M   14M
 177%  495M   44M| 965   130   100M    0 | 105  0.81 |   0     0 | 111M   10M
 184%  495M   44M| 950   139   100M    0 | 105  0.83 |   0     0 | 111M   11M
 206%  496M   43M| 921   141    96M    0 | 100  0.86 |   0     0 | 109M   14M
 153%  496M   45M| 887   144    92M    0 |  98  0.68 |   0     0 | 109M   15M
 155%  496M   44M| 961   136   100M    0 | 100  0.66 |   0     0 | 111M   10M
 195%  496M   42M| 969   130   101M    0 | 106  0.74 |   0     0 | 110M 9472K
 190%  496M   42M| 982   122   104M    0 |  93  0.79 |   0     0 | 111M 7424K
 191%  496M   41M|1019   125   107M    0 | 109  0.78 |   0     0 | 112M 5888K
 177%  496M   43M| 996   133   102M    0 | 118  0.71 |   0     0 | 110M 5888K
 157%  496M   41M| 953   134   100M    0 |  98  0.63 |   0     0 | 108M   10M
 170%  496M   41M|1001   129   105M    0 | 110  0.70 |   0     0 | 112M 7168K
 175%  496M   41M| 975   135   104M    0 |  85  0.68 |   0     0 | 110M 6144K
 196%  496M   41M|1046   120   110M    0 | 115  0.85 |   0     0 | 112M 1792K
 188%  496M   41M|1019   122   108M    0 |  97  0.83 |   0     0 | 111M 3328K
 176%  496M   41M|1012   128   106M    0 | 107  0.72 |   0     0 | 110M 3584K
 153%  496M   41M| 990   129   104M    0 | 103  0.67 |   0     0 | 109M 5632K
 205%  496M   40M|1042   124   110M    0 | 103  0.72 |   0     0 | 111M 1280K
 215%  496M   40M|1058   122   111M    0 | 109  0.78 |   0     0 | 112M  768K
 186%  492M   40M|1040   124   111M    0 | 101  0.82 |   0     0 | 111M  768K
 199%  492M   40M|1045   122   111M    0 |  99  0.78 |   0     0 | 112M  512K
 102%  492M 8192K| 589  81.0    33M    0 |  14  0.67 |   0     0 |  35M 2304K
 4.2%  492M 8192K|  56  0.30     0     0 |   4  0.95 |   0     0 |   0     0 
25.6%  492M 8192K| 328  1.07     0     0 | 264  1.26 |   0     0 |   0     0 
 366% 1032M  594M|5710  14.3     0   688M| 136  1.44 |   0     0 |   0    99M
 210% 1079M  599M| 987   134     0   114M| 754  7.74 |   0     0 |   0   111M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 165% 1100M  594M| 936   136     0   108M| 425  2.78 |   0     0 |   0   112M
 144% 1121M  600M|1015   141     0   118M| 419  2.40 |   0     0 |   0   112M
 159% 1143M  595M| 932   122     0   107M| 434  2.58 |   0     0 |   0   112M
 180% 1164M  600M| 997   135     0   116M| 506  2.70 |   0     0 |   0   112M
 195% 1190M  598M| 960   133     0   110M| 563  2.91 |   0     0 |   0   111M
 182% 1210M  594M| 934   136     0   107M| 452  3.00 |   0     0 |   0   111M
 161% 1233M  598M| 987   126     0   114M| 446  2.55 |   0     0 |   0   111M
 157% 1255M  595M| 955   131     0   110M| 455  2.44 |   0     0 |   0   112M
 165% 1277M  598M| 974   137     0   112M| 455  2.69 |   0     0 |   0   110M
 174% 1298M  598M| 959   127     0   111M| 448  2.87 |   0     0 |   0   111M
 184% 1320M  599M| 977   141     0   113M| 454  3.03 |   0     0 |   0   112M
 281% 1331M  595M| 934   119     0   107M| 451  3.03 |   0     0 |   0   112M
 155% 1332M  599M|1008   140     0   117M| 447  2.45 |   0     0 |   0   111M
 140% 1332M  598M| 950   135     0   109M| 452  2.34 |   0     0 |   0   111M
 161% 1333M  600M| 975   129     0   113M| 452  2.55 |   0     0 |   0   112M
 187% 1338M  594M| 928   140     0   107M| 452  2.99 |   0     0 |   0   111M
 181% 1344M  590M| 932   128     0   107M| 458  2.98 |   0     0 |   0   111M
 170% 1347M  597M|1023   134     0   119M| 457  2.69 |   0     0 |   0   111M
 140% 1351M  594M| 934   132     0   113M| 453  2.25 |   0     0 |   0   111M
 162% 1352M  598M| 983   134     0   110M| 444  2.55 |   0     0 |   0   111M
 169% 1353M  595M| 936   131     0   109M| 450  2.74 |   0     0 |   0   111M
 181% 1354M  597M| 955   138     0   112M| 456  2.94 |   0     0 |   0   112M
 179% 1354M  598M| 991   122     0   116M| 453  2.94 |   0     0 |   0   112M
 156% 1356M  600M| 952   141     0   112M| 450  2.55 |   0     0 |   0   110M
 144% 1363M  596M| 910   130     0   106M| 451  2.33 |   0     0 |   0   112M
 163% 1376M  600M|1005   145     0   118M| 454  2.60 |   0     0 |   0   112M
 172% 1389M  594M| 874   127     0   102M| 449  2.87 |   0     0 |   0   111M
 181% 1399M  600M|1009   139     0   119M| 438  2.99 |   0     0 |   0   112M
 176% 1412M  594M| 901   138     0   105M| 460  2.89 |   0     0 |   0   111M
 162% 1432M  600M| 998   136     0   117M| 457  2.59 |   0     0 |   0   111M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 150% 1451M  598M| 941   131     0   110M| 438  2.49 |   0     0 |   0   110M
 176% 1472M  591M| 892   136     0   104M| 456  2.87 |   0     0 |   0   112M
 182% 1493M  599M|1007   134     0   118M| 448  2.93 |   0     0 |   0   112M
 177% 1515M  596M| 934   119     0   109M| 449  2.90 |   0     0 |   0   111M
 168% 1537M  598M| 969   149     0   114M| 450  2.76 |   0     0 |   0   112M
 150% 1559M  598M| 948   127     0   111M| 457  2.37 |   0     0 |   0   110M
 160% 1581M  599M| 948   139     0   111M| 453  2.58 |   0     0 |   0   112M
 180% 1601M  597M| 948   114     0   111M| 453  2.90 |   0     0 |   0   112M
 181% 1621M  600M| 967   159     0   113M| 441  2.99 |   0     0 |   0   111M
 181% 1642M  595M| 911   124     0   106M| 451  3.04 |   0     0 |   0   112M
 176% 1665M  600M| 984   132     0   114M| 457  2.74 |   0     0 |   0   110M
 148% 1686M  596M| 927   133     0   109M| 457  2.35 |   0     0 |   0   112M
 159% 1708M  596M| 945   150     0   110M| 445  2.60 |   0     0 |   0   111M
 242% 1730M  597M| 967   132     0   114M| 447  2.84 |   0     0 |   0   111M
 183% 1732M  597M| 944   120     0   110M| 447  3.13 |   0     0 |   0   112M
 179% 1734M  598M| 955   144     0   112M| 454  2.99 |   0     0 |   0   111M
 155% 1735M  601M| 976   134     0   114M| 449  2.44 |   0     0 |   0   112M
 153% 1737M  598M| 941   134     0   110M| 464  2.49 |   0     0 |   0   112M
 173% 1738M  600M| 973   140     0   114M| 454  2.74 |   0     0 |   0   111M
 176% 1739M  598M| 921   126     0   108M| 446  2.89 |   0     0 |   0   112M
 183% 1739M  602M| 988   137     0   116M| 455  3.06 |   0     0 |   0   111M
 162% 1739M  598M| 931   127     0   108M| 447  2.63 |   0     0 |   0   112M
 149% 1739M  600M| 963   146     0   113M| 447  2.34 |   0     0 |   0   111M
 152% 1739M  596M| 926   134     0   108M| 448  2.49 |   0     0 |   0   112M
 160% 1739M  593M| 926   137     0   107M| 441  2.62 |   0     0 |   0   111M
 177% 1739M  598M| 981   123     0   116M| 455  2.98 |   0     0 |   0   111M
 174% 1739M  600M| 956   141     0   112M| 450  3.00 |   0     0 |   0   111M
 170% 1740M  597M| 920   129     0   107M| 452  2.82 |   0     0 |   0   110M
 130% 1740M  523M| 342   153     0    35M| 455  2.49 |   0     0 |   0   111M
 151% 1745M  424M|  57  0.34     0     0 | 447  2.75 |   0     0 |8448K  110M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 147% 1748M  313M|  57  0.31     0     0 | 441  2.88 |   0     0 | 512K  111M
 154% 1748M  204M|  57  0.42     0     0 | 458  3.04 |   0     0 |2304K  110M
 144% 1748M   97M|  57  0.35     0     0 | 453  2.98 |   0     0 |5120K  112M
93.3% 1748M   13M| 313  2144     0     0 | 294  2.29 |   0     0 |  21M  106M
92.8% 1748M   12M|  57  0.30     0     0 |   5  0.95 |   0     0 |  81M   81M
87.7% 1748M   12M|  56  0.34     0     0 |   4  0.83 |   0     0 |  80M   81M
 118% 1748M   12M| 328  1.01     0     0 | 263  1.19 |   0     0 |  80M   79M
 228% 1752M   50M|1450  58.6    48M   80M| 918  1.47 |   0     0 |  66M   92M
 246% 1752M   53M|1476  88.1    77M   75M| 767  1.71 |   0     0 |  89M   84M
 221% 1752M   53M|1455  85.2    79M   71M| 782  1.52 |   0     0 |  93M   85M
 225% 1752M   49M|1452  90.9    78M   72M| 780  1.51 |   0     0 |  89M   88M
 236% 1753M   51M|1439  90.1    78M   70M| 749  1.69 |   0     0 |  90M   80M
 277% 1753M   55M|1534  79.7    79M   81M| 803  2.02 |   0     0 |  89M   88M
 263% 1753M   60M|1489  88.3    76M   79M| 747  1.86 |   0     0 |  88M   85M
 271% 1754M   51M|1428  87.9    77M   71M| 810  1.78 |   0     0 |  89M   93M
 205% 1754M   55M|1451  87.8    73M   77M| 741  1.43 |   0     0 |  85M   85M
 248% 1754M   51M|1517  84.9    74M   83M| 831  1.79 |   0     0 |  85M   98M
 248% 1754M   53M|1482  81.4    76M   75M| 791  1.73 |   0     0 |  87M   85M
 247% 1754M   53M|1406  95.0    77M   70M| 729  1.88 |   0     0 |  91M   83M
 264% 1754M   48M|1477  87.0    80M   72M| 811  1.88 |   0     0 |  90M   88M
 230% 1754M   50M|1487  88.9    81M   72M| 777  1.50 |   0     0 |  93M   81M
 220% 1754M   51M|1519  82.6    77M   79M| 796  1.48 |   0     0 |  89M   90M
 237% 1754M   49M|1410  88.9    71M   76M| 745  1.76 |   0     0 |  83M   91M
 248% 1754M   54M|1494  83.5    78M   78M| 794  1.79 |   0     0 |  89M   84M
 264% 1754M   51M|1479  89.7    76M   78M| 806  1.95 |   0     0 |  89M   94M
 247% 1754M   55M|1454  80.0    72M   79M| 763  1.84 |   0     0 |  84M   87M
 214% 1754M   53M|1458  93.3    77M   75M| 792  1.58 |   0     0 |  89M   89M
 226% 1754M   48M|1428  90.9    78M   71M| 785  1.55 |   0     0 |  90M   87M
 232% 1754M   52M|1466  86.7    79M   72M| 770  1.61 |   0     0 |  90M   81M
 261% 1754M   55M|1552  81.0    77M   85M| 825  1.80 |   0     0 |  90M   95M
------usage------ ----------fuse--------- ----meta--- -blockcache ---object--
 cpu   mem   buf | ops   lat   read write| ops   lat | read write| get   put 
 262% 1754M   56M|1508  87.3    79M   79M| 795  1.94 |   0     0 |  90M   90M
 238% 1754M   54M|1430  84.6    73M   77M| 766  1.77 |   0     0 |  88M   93M
 198% 1754M   54M|1386  94.1    71M   72M| 747  1.46 |   0     0 |  84M   85M
 228% 1754M   47M|1412  94.7    80M   66M| 788  1.52 |   0     0 |  93M   87M
 247% 1754M   49M|1382  86.9    73M   70M| 722  1.77 |   0     0 |  88M   82M
 269% 1754M   52M|1420  90.8    73M   74M| 754  1.96 |   0     0 |  87M   85M
 292% 1754M   58M|1534  82.1    78M   82M| 799  1.88 |   0     0 |  91M   88M
 224% 1754M   55M|1420  93.6    76M   71M| 763  1.57 |   0     0 |  88M   85M
 219% 1754M   53M|1517  84.2    76M   82M| 835  1.47 |   0     0 |  88M   97M
 229% 1754M   57M|1427  89.2    77M   72M| 725  1.54 |   0     0 |  89M   80M
 282% 1755M   53M|1526  85.4    78M   82M| 836  1.95 |   0     0 |  89M   97M
 328% 1696M   56M|1434  87.1    73M   76M| 771  1.96 |   0     0 |  87M   88M
 262% 1696M   52M|1406  91.8    72M   74M| 776  1.87 |   0     0 |  85M   91M
 200% 1696M   50M|1367  94.0    67M   75M| 747  1.49 |   0     0 |  83M   93M
 219% 1696M   54M|1444  84.4    74M   77M| 749  1.56 |   0     0 |  89M   87M
 294% 1342M   49M|1484  90.9    74M   80M| 817  1.70 |   0     0 |  88M   98M
 344%  548M   53M|1414  88.8    78M   71M| 717  1.98 |   0     0 |  90M   80M
 261%  548M   55M|1507  83.2    79M   78M| 802  1.88 |   0     0 |  91M   88M
 238%  548M   49M|1323  98.8    76M   60M| 720  1.69 |   0     0 |  89M   80M
 212%  530M   53M|1439  87.0    76M   74M| 756  1.39 |   0     0 |  90M   85M
 206%  530M   53M|1386  95.6    74M   71M| 727  1.52 |   0     0 |  88M   85M
 260%  530M   53M|1510  84.5    80M   77M| 811  1.75 |   0     0 |  94M   91M
 264%  530M   57M|1488  83.9    78M   78M| 779  1.82 |   0     0 |  92M   89M
 279%  524M   55M|1461  85.1    74M   79M| 789  1.87 |   0     0 |  87M   94M
 209%  524M   54M|1331  97.2    71M   67M| 718  1.58 |   0     0 |  88M   85M
 206%  524M   49M|1375  92.7    79M   62M| 743  1.29 |   0     0 |  94M   81M
 247%  524M   58M|1434  78.0    72M   77M| 731  1.62 |   0     0 |  85M   80M
