stock	rc=0	max_read=262144	  WRITE: bw=3815MiB/s (4000MB/s), 3815MiB/s-3815MiB/s (4000MB/s-4000MB/s), io=447GiB (480GB), run=120011-120011msec
patched	rc=0	max_read=262144	  WRITE: bw=2206MiB/s (2314MB/s), 2206MiB/s-2206MiB/s (2314MB/s-2314MB/s), io=259GiB (278GB), run=120068-120068msec
